Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Mammoth,201.98,-0.54,4.6,56.0,4.6,40.6,90.8,50.7
Value,201.98,0.00,4.6,56.0,4.6,40.6,90.8,50.7
Stinger,-229.31,-1.52,5.0,42.0,5.2,56.5,89.8,50.6
Value,-229.31,0.00,5.0,42.0,5.2,56.5,89.8,50.6
Flak Turret,-99.74,-1.22,4.7,52.5,5.0,48.6,90.3,50.5
Value,-99.74,0.00,4.7,52.5,5.0,48.6,90.3,50.5
Bulwark,430.61,-0.51,2.0,64.5,2.2,39.6,95.8,50.5
Value,430.61,0.00,2.0,64.5,2.2,39.6,95.8,50.5
Katbus,553.42,-0.37,2.5,67.6,2.0,41.3,95.5,50.3
Value,553.42,0.00,2.5,67.6,2.0,41.3,95.5,50.3
Locust,17.70,-0.90,2.2,56.7,2.1,39.5,95.7,50.6
Value,17.70,0.00,2.2,56.7,2.1,39.5,95.7,50.6
Kraken,7455.37,-0.29,2.2,78.5,2.2,15.3,95.7,50.7
Value,7455.37,0.00,2.2,78.5,2.2,15.3,95.7,50.7
Valkyrie,60.89,-0.86,2.0,55.1,1.8,40.2,96.2,50.6
Value,60.89,0.00,2.0,55.1,1.8,40.2,96.2,50.6
Artillery,6.71,-0.98,2.1,59.9,2.1,41.2,95.7,50.5
Value,6.71,0.00,2.1,59.9,2.1,41.2,95.7,50.5
Advancedbot,16.90,-0.66,1.8,66.9,2.0,44.9,96.2,50.3
Value,16.90,0.00,1.8,66.9,2.0,44.9,96.2,50.3
Advanced Destroyer,95.94,-0.78,2.3,59.0,2.1,41.5,95.6,50.5
Value,95.94,0.00,2.3,59.0,2.1,41.5,95.6,50.5
Skill,-0.01,-0.01,49.4,50.3,50.6,50.7,0.0,0.0
