Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,1101.66,0.00,2.3,60.3,2.2,38.8,95.5,49.1
Butterfly,6.10,-0.99,6.8,44.3,7.0,58.3,86.2,48.7
Value,6.10,0.00,6.8,44.3,7.0,58.3,86.2,48.7
Dragonfly,144.25,-0.67,7.1,54.6,6.3,43.0,86.6,49.1
Value,144.25,0.00,7.1,54.6,6.3,43.0,86.6,49.1
Falcon,288.29,-0.34,5.7,58.0,6.9,36.9,87.4,49.5
Value,288.29,0.00,5.7,58.0,6.9,36.9,87.4,49.5
Airship,200.86,-0.54,6.2,54.4,6.7,42.3,87.1,49.3
Value,200.86,0.00,6.2,54.4,6.7,42.3,87.1,49.3
Advanced Recall,130.23,-0.26,6.7,54.7,6.4,44.0,86.9,49.1
Value,130.23,0.00,6.7,54.7,6.4,44.0,86.9,49.1
Mammoth,307.38,-0.30,50.7,54.1,49.3,44.0,0.0,0.0
Value,307.38,0.00,50.7,54.1,49.3,44.0,0.0,0.0
Stinger,-68.19,-1.16,7.1,36.2,6.9,58.7,86.0,49.4
Value,-68.19,0.00,7.1,36.2,6.9,58.7,86.0,49.4
Flak Turret,-52.92,-1.12,7.4,44.7,7.2,50.8,85.4,49.4
Value,-52.92,0.00,7.4,44.7,7.2,50.8,85.4,49.4
Bulwark,641.38,-0.27,3.7,60.2,3.7,41.6,92.7,49.0
Value,641.38,0.00,3.7,60.2,3.7,41.6,92.7,49.0
Katbus,663.55,-0.24,3.5,61.5,3.6,39.6,92.9,49.0
Value,663.55,0.00,3.5,61.5,3.6,39.6,92.9,49.0
Locust,82.16,-0.53,3.5,59.7,3.6,45.5,92.9,48.9
Value,82.16,0.00,3.5,59.7,3.6,45.5,92.9,48.9
Kraken,11080.01,0.06,3.5,79.4,3.7,22.2,92.9,49.1
Value,11080.01,0.00,3.5,79.4,3.7,22.2,92.9,49.1
Valkyrie,274.11,-0.37,3.8,59.6,3.6,39.0,92.6,49.1
Value,274.11,0.00,3.8,59.6,3.6,39.0,92.6,49.1
Artillery,119.63,-0.73,3.4,50.2,3.3,46.1,93.3,49.2
Value,119.63,0.00,3.4,50.2,3.3,46.1,93.3,49.2
Advancedbot,80.06,0.60,3.3,70.3,3.5,29.4,93.1,49.1
Value,80.06,0.00,3.3,70.3,3.5,29.4,93.1,49.1
Advanced Destroyer,384.72,-0.12,3.5,56.6,3.6,36.2,92.9,49.3
Value,384.72,0.00,3.5,56.6,3.6,36.2,92.9,49.3
Skill,-0.01,-0.01,50.2,48.3,49.8,50.0,0.0,0.0
