Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Crossbow,526.05,0.50,11.7,44.4,11.7,77.8,76.6,54.2
Value,526.05,0.00,11.7,44.4,11.7,77.8,76.6,54.2
Ballista,1786.98,3.08,1.3,100.0,2.6,50.0,96.1,55.4
Value,1786.98,0.00,1.3,100.0,2.6,50.0,96.1,55.4
King Crab,-392.99,-1.90,6.5,40.0,5.2,75.0,88.3,55.9
Value,-392.99,0.00,6.5,40.0,5.2,75.0,88.3,55.9
Crusader,180.83,-0.59,6.5,60.0,1.3,0.0,92.2,56.3
Value,180.83,0.00,6.5,60.0,1.3,0.0,92.2,56.3
Bomber,191.98,0.10,2.6,50.0,5.2,75.0,92.2,54.9
Value,191.98,0.00,2.6,50.0,5.2,75.0,92.2,54.9
Shocker,360.96,-0.17,2.6,50.0,5.2,50.0,92.2,56.3
Value,360.96,0.00,2.6,50.0,5.2,50.0,92.2,56.3
Recall Shocker,265.02,-0.39,2.6,50.0,2.6,50.0,94.8,56.2
Value,265.02,0.00,2.6,50.0,2.6,50.0,94.8,56.2
Mortar,5563.79,11.72,3.9,66.7,1.3,100.0,94.8,54.8
Value,5563.79,0.00,3.9,66.7,1.3,100.0,94.8,54.8
Swift Shocker,320.80,-0.27,3.9,66.7,2.6,50.0,93.5,55.6
Value,320.80,0.00,3.9,66.7,2.6,50.0,93.5,55.6
Heavy Hunter,1150.11,1.63,6.5,60.0,5.2,25.0,88.3,57.4
Value,1150.11,0.00,6.5,60.0,5.2,25.0,88.3,57.4
Destroyer,3059.24,5.99,1.3,100.0,7.8,50.0,90.9,55.7
Value,3059.24,0.00,1.3,100.0,7.8,50.0,90.9,55.7
Raider,169.46,-0.61,2.6,50.0,5.2,100.0,92.2,53.5
Value,169.46,0.00,2.6,50.0,5.2,100.0,92.2,53.5
Turret,833.38,2.70,6.5,80.0,5.2,25.0,88.3,55.9
Value,833.38,0.00,6.5,80.0,5.2,25.0,88.3,55.9
Heavy Ballista,3897.37,3.45,3.9,0.0,1.3,100.0,94.8,57.5
Value,3897.37,0.00,3.9,0.0,1.3,100.0,94.8,57.5
Predator,3052.20,5.98,5.2,25.0,3.9,33.3,90.9,58.6
Value,3052.20,0.00,5.2,25.0,3.9,33.3,90.9,58.6
Sniper,1734.27,2.96,2.6,100.0,3.9,66.7,93.5,54.2
Value,1734.27,0.00,2.6,100.0,3.9,66.7,93.5,54.2
Advanced Blink,430.16,1.46,5.2,50.0,2.6,50.0,92.2,56.3
Value,430.16,0.00,5.2,50.0,2.6,50.0,92.2,56.3
Assaultbot,-102.17,-3.04,3.9,0.0,2.6,100.0,93.5,56.9
Value,-102.17,0.00,3.9,0.0,2.6,100.0,93.5,56.9
Behemoth,481.08,0.92,0.0,0.0,2.6,50.0,97.4,56.0
Value,481.08,0.00,0.0,0.0,2.6,50.0,97.4,56.0
Gargantua,5389.51,5.16,6.5,40.0,1.3,100.0,92.2,56.3
Value,5389.51,0.00,6.5,40.0,1.3,100.0,92.2,56.3
Butterfly,621.59,0.42,6.5,60.0,9.1,28.6,84.4,58.5
Value,621.59,0.00,6.5,60.0,9.1,28.6,84.4,58.5
Dragonfly,696.98,0.59,9.1,71.4,7.8,33.3,83.1,56.2
Value,696.98,0.00,9.1,71.4,7.8,33.3,83.1,56.2
Falcon,257.08,-0.41,5.2,50.0,3.9,33.3,90.9,57.1
Value,257.08,0.00,5.2,50.0,3.9,33.3,90.9,57.1
Airship,937.08,1.14,5.2,75.0,9.1,71.4,85.7,53.0
Value,937.08,0.00,5.2,75.0,9.1,71.4,85.7,53.0
Advanced Recall,281.36,0.61,45.5,65.7,54.5,47.6,0.0,0.0
Value,281.36,0.00,45.5,65.7,54.5,47.6,0.0,0.0
Mammoth,822.97,0.88,2.6,0.0,7.8,50.0,89.6,58.0
Value,822.97,0.00,2.6,0.0,7.8,50.0,89.6,58.0
Stinger,583.26,0.33,5.2,50.0,2.6,0.0,92.2,57.7
Value,583.26,0.00,5.2,50.0,2.6,0.0,92.2,57.7
Flak Turret,670.39,0.49,7.8,83.3,5.2,50.0,87.0,53.7
Value,670.39,0.00,7.8,83.3,5.2,50.0,87.0,53.7
Bulwark,4605.42,4.26,2.6,100.0,1.3,0.0,96.1,55.4
Value,4605.42,0.00,2.6,100.0,1.3,0.0,96.1,55.4
Katbus,3659.51,3.18,0.0,0.0,1.3,0.0,98.7,56.6
Value,3659.51,0.00,0.0,0.0,1.3,0.0,98.7,56.6
Locust,425.15,1.43,6.5,80.0,2.6,50.0,90.9,54.3
Value,425.15,0.00,6.5,80.0,2.6,50.0,90.9,54.3
Kraken,15838.53,0.51,7.8,66.7,2.6,50.0,89.6,55.1
Value,15838.53,0.00,7.8,66.7,2.6,50.0,89.6,55.1
Valkyrie,1794.05,3.10,3.9,33.3,2.6,0.0,93.5,58.3
Value,1794.05,0.00,3.9,33.3,2.6,0.0,93.5,58.3
Artillery,1500.78,2.43,1.3,100.0,5.2,25.0,93.5,56.9
Value,1500.78,0.00,1.3,100.0,5.2,25.0,93.5,56.9
Advancedbot,189.21,2.78,7.8,83.3,1.3,0.0,90.9,54.3
Value,189.21,0.00,7.8,83.3,1.3,0.0,90.9,54.3
Advanced Destroyer,2437.72,4.57,1.3,0.0,5.2,25.0,93.5,58.3
Value,2437.72,0.00,1.3,0.0,5.2,25.0,93.5,58.3
Skill,-0.18,-0.18,66.2,47.1,33.8,73.1,0.0,0.0
