Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Kraken,-549.22,-5.49,0.64,82.26,0.00,0.00,99.36,45.31
Predator,-35.05,-0.35,1.58,46.02,0.00,0.00,98.42,45.53
Valkyrie,-25.03,-0.25,1.58,50.32,0.00,0.00,98.42,45.46
Artillery,-32.45,-0.32,1.58,51.12,0.00,0.00,98.42,45.45
Advanced Destroyer,-14.98,-0.15,1.62,51.99,0.00,0.00,98.38,45.44
Shade,-34.16,-0.34,1.55,48.07,0.00,0.00,98.45,45.50
Ranking,0.01,0.60,0.00,0.00,100.00,45.54,0.00,0.00
Aggression,0.68,0.68,0.00,0.00,100.00,45.54,0.00,0.00
vs. Crab,6.55,0.07,13.22,41.31,0.00,0.00,86.78,46.19
vs. Hunter,55.47,0.55,13.38,50.45,0.00,0.00,86.62,44.78
vs. Guardian Shield,118.97,1.19,13.12,44.98,0.00,0.00,86.88,45.63
vs. Recall,8.66,0.09,13.43,39.11,0.00,0.00,86.57,46.54
vs. Recall Hunter,52.59,0.53,13.34,50.43,0.00,0.00,86.66,44.79
vs. Scorpion,4.24,0.04,13.19,39.22,0.00,0.00,86.81,46.50
vs. Beetle,51.90,0.52,13.32,48.67,0.00,0.00,86.68,45.06
vs. Blink,15.67,0.16,13.45,41.99,0.00,0.00,86.55,46.09
vs. Blink Hunter,76.58,0.77,13.35,55.27,0.00,0.00,86.65,44.04
vs. Gunbot,10.41,0.10,13.30,41.45,0.00,0.00,86.70,46.17
vs. Missilebot,54.57,0.55,13.25,50.31,0.00,0.00,86.75,44.81
vs. Wasp,6.05,0.06,13.28,44.71,0.00,0.00,86.72,45.67
vs. Hornet,77.61,0.78,13.43,53.37,0.00,0.00,86.57,44.33
vs. Knight,-40.16,-0.40,13.07,34.59,0.00,0.00,86.93,47.19
vs. Crossbow,44.09,0.44,13.45,47.09,0.00,0.00,86.55,45.30
vs. Ballista,43.58,0.44,5.93,49.61,0.00,0.00,94.07,45.28
vs. King Crab,-58.83,-0.59,5.94,45.12,0.00,0.00,94.06,45.57
vs. Crusader,-107.99,-1.08,5.99,37.54,0.00,0.00,94.01,46.05
vs. Bomber,2.00,0.02,6.04,47.23,0.00,0.00,93.96,45.43
vs. Shocker,2.99,0.03,5.84,45.79,0.00,0.00,94.16,45.53
vs. Recall Shocker,-41.52,-0.42,5.85,39.53,0.00,0.00,94.15,45.92
vs. Mortar,-105.68,-1.06,5.91,28.78,0.00,0.00,94.09,46.59
vs. Swift Shocker,82.80,0.83,5.80,50.25,0.00,0.00,94.20,45.25
vs. Heavy Hunter,126.65,1.27,5.93,54.67,0.00,0.00,94.07,44.97
vs. Destroyer,41.21,0.41,5.95,45.92,0.00,0.00,94.05,45.52
vs. Raider,238.91,2.39,5.87,63.62,0.00,0.00,94.13,44.41
vs. Turret,-40.19,-0.40,5.90,33.32,0.00,0.00,94.10,46.31
vs. Heavy Ballista,-184.94,-1.85,4.01,36.50,0.00,0.00,95.99,45.92
vs. Gargantua,-181.78,-1.82,3.92,26.82,0.00,0.00,96.08,46.30
vs. Sniper,-91.14,-0.91,3.96,33.23,0.00,0.00,96.04,46.05
vs. Advanced Blink,-9.28,-0.09,4.04,41.67,0.00,0.00,95.96,45.70
vs. Assaultbot,-15.53,-0.16,4.07,29.73,0.00,0.00,95.93,46.21
vs. Advancedbot,2.00,0.02,3.91,36.17,0.00,0.00,96.09,45.92
vs. Behemoth,-106.98,-1.07,3.97,29.61,0.00,0.00,96.03,46.20
vs. Advanced Mortar,-90.94,-0.91,4.00,26.15,0.00,0.00,96.00,46.35
vs. Blaster,-83.95,-0.84,4.02,30.00,0.00,0.00,95.98,46.19
vs. Butterfly,-51.89,-0.52,8.89,47.19,0.00,0.00,91.11,45.38
vs. Dragonfly,-80.02,-0.80,8.81,45.33,0.00,0.00,91.19,45.56
vs. Falcon,-63.91,-0.64,8.75,35.82,0.00,0.00,91.25,46.47
vs. Airship,-25.08,-0.25,8.90,50.34,0.00,0.00,91.10,45.07
vs. Advanced Recall,0.66,0.01,8.83,42.66,0.00,0.00,91.17,45.82
vs. Mammoth,-112.66,-1.13,8.81,35.76,0.00,0.00,91.19,46.49
vs. Stinger,195.67,1.96,8.81,58.93,0.00,0.00,91.19,44.25
vs. Flak Turret,77.70,0.78,8.81,60.97,0.00,0.00,91.19,44.05
vs. Bulwark,-126.30,-1.26,4.08,32.41,0.00,0.00,95.92,46.10
vs. Katbus,-154.15,-1.54,3.96,32.52,0.00,0.00,96.04,46.08
vs. Locust,-36.90,-0.37,4.08,44.81,0.00,0.00,95.92,45.57
vs. Kraken,-1030.09,-10.30,1.65,7.58,0.00,0.00,98.35,46.18
vs. Predator,96.49,0.96,4.10,51.44,0.00,0.00,95.90,45.29
vs. Valkyrie,-27.89,-0.28,3.99,47.38,0.00,0.00,96.01,45.46
vs. Artillery,-76.30,-0.76,4.09,38.69,0.00,0.00,95.91,45.83
vs. Advanced Destroyer,-31.24,-0.31,4.03,41.50,0.00,0.00,95.97,45.71
vs. Shade,-101.67,-1.02,4.01,39.15,0.00,0.00,95.99,45.81
vs. Ranking,0.00,0.39,0.00,0.00,100.00,45.54,0.00,0.00
vs. Aggression,0.42,0.42,0.00,0.00,100.00,45.54,0.00,0.00
