Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Locust,-7.19,-0.07,5.08,42.35,0.00,0.00,94.92,38.99
Kraken,-298.60,-2.99,1.45,86.10,0.00,0.00,98.55,38.47
Predator,-27.48,-0.27,5.05,40.09,0.00,0.00,94.95,39.11
Valkyrie,-28.17,-0.28,4.90,44.89,0.00,0.00,95.10,38.86
Artillery,-27.34,-0.27,4.92,49.02,0.00,0.00,95.08,38.65
Advanced Destroyer,-25.91,-0.26,4.96,46.01,0.00,0.00,95.04,38.80
Shade,-35.47,-0.35,4.96,50.24,0.00,0.00,95.04,38.58
Ranking,0.01,0.56,0.00,0.00,100.00,39.16,0.00,0.00
Aggression,0.79,0.79,0.00,0.00,100.00,39.16,0.00,0.00
vs. Crab,2.01,0.02,13.38,38.25,0.00,0.00,86.62,39.30
vs. Hunter,19.55,0.20,13.20,39.67,0.00,0.00,86.80,39.08
vs. Guardian Shield,62.00,0.62,13.26,41.66,0.00,0.00,86.74,38.78
vs. Recall,-5.02,-0.05,13.48,35.82,0.00,0.00,86.52,39.68
vs. Recall Hunter,21.56,0.22,13.30,41.19,0.00,0.00,86.70,38.85
vs. Scorpion,-3.39,-0.03,13.21,34.23,0.00,0.00,86.79,39.91
vs. Beetle,18.59,0.19,13.24,38.48,0.00,0.00,86.76,39.26
vs. Blink,-4.68,-0.05,13.27,36.90,0.00,0.00,86.73,39.50
vs. Blink Hunter,36.10,0.36,13.26,45.78,0.00,0.00,86.74,38.15
vs. Gunbot,-3.33,-0.03,13.39,35.54,0.00,0.00,86.61,39.72
vs. Missilebot,18.32,0.18,13.44,38.68,0.00,0.00,86.56,39.23
vs. Wasp,-1.76,-0.02,13.42,38.91,0.00,0.00,86.58,39.20
vs. Hornet,39.01,0.39,13.11,45.01,0.00,0.00,86.89,38.28
vs. Knight,-6.62,-0.07,13.27,36.06,0.00,0.00,86.73,39.63
vs. Crossbow,55.15,0.55,13.36,41.27,0.00,0.00,86.64,38.83
vs. Ballista,-25.05,-0.25,5.87,41.70,0.00,0.00,94.13,39.00
vs. King Crab,33.75,0.34,5.88,42.91,0.00,0.00,94.12,38.92
vs. Crusader,12.42,0.12,5.80,38.55,0.00,0.00,94.20,39.20
vs. Bomber,-33.83,-0.34,5.91,34.37,0.00,0.00,94.09,39.46
vs. Shocker,-50.73,-0.51,5.80,39.78,0.00,0.00,94.20,39.12
vs. Recall Shocker,-54.89,-0.55,5.85,35.78,0.00,0.00,94.15,39.37
vs. Mortar,-82.46,-0.82,5.97,30.07,0.00,0.00,94.03,39.73
vs. Swift Shocker,-15.45,-0.15,5.90,40.61,0.00,0.00,94.10,39.07
vs. Heavy Hunter,84.72,0.85,5.83,42.82,0.00,0.00,94.17,38.93
vs. Destroyer,29.44,0.29,5.86,42.35,0.00,0.00,94.14,38.96
vs. Raider,210.33,2.10,5.89,57.38,0.00,0.00,94.11,38.02
vs. Turret,-10.35,-0.10,5.87,35.21,0.00,0.00,94.13,39.40
vs. Heavy Ballista,-137.48,-1.37,3.94,33.34,0.00,0.00,96.06,39.40
vs. Gargantua,-96.73,-0.97,3.98,21.66,0.00,0.00,96.02,39.88
vs. Sniper,-70.70,-0.71,4.03,32.74,0.00,0.00,95.97,39.43
vs. Advanced Blink,65.26,0.65,4.02,37.88,0.00,0.00,95.98,39.21
vs. Assaultbot,-12.71,-0.13,3.99,26.36,0.00,0.00,96.01,39.69
vs. Advancedbot,-7.27,-0.07,4.01,25.12,0.00,0.00,95.99,39.74
vs. Behemoth,-56.92,-0.57,4.01,27.60,0.00,0.00,95.99,39.64
vs. Advanced Mortar,-74.05,-0.74,4.05,19.58,0.00,0.00,95.95,39.98
vs. Blaster,-77.88,-0.78,4.00,23.67,0.00,0.00,96.00,39.80
vs. Butterfly,-33.79,-0.34,8.90,43.22,0.00,0.00,91.10,38.76
vs. Dragonfly,-53.04,-0.53,8.75,38.14,0.00,0.00,91.25,39.26
vs. Falcon,-40.43,-0.40,8.81,33.94,0.00,0.00,91.19,39.66
vs. Airship,-11.46,-0.11,8.90,40.79,0.00,0.00,91.10,39.00
vs. Advanced Recall,-17.18,-0.17,8.81,35.38,0.00,0.00,91.19,39.52
vs. Mammoth,-26.26,-0.26,8.88,34.19,0.00,0.00,91.12,39.64
vs. Stinger,88.34,0.88,8.87,49.67,0.00,0.00,91.13,38.13
vs. Flak Turret,81.95,0.82,8.81,50.55,0.00,0.00,91.19,38.06
vs. Bulwark,-67.67,-0.68,4.17,25.71,0.00,0.00,95.83,39.74
vs. Katbus,-91.86,-0.92,3.95,29.38,0.00,0.00,96.05,39.56
vs. Locust,-24.68,-0.25,4.09,38.97,0.00,0.00,95.91,39.17
vs. Kraken,-647.38,-6.47,1.58,6.64,0.00,0.00,98.42,39.68
vs. Predator,68.27,0.68,4.15,44.89,0.00,0.00,95.85,38.91
vs. Valkyrie,-14.30,-0.14,4.13,40.05,0.00,0.00,95.87,39.12
vs. Artillery,-76.63,-0.77,4.09,32.22,0.00,0.00,95.91,39.45
vs. Advanced Destroyer,-21.61,-0.22,4.10,38.09,0.00,0.00,95.90,39.20
vs. Shade,-92.09,-0.92,4.16,32.10,0.00,0.00,95.84,39.46
vs. Ranking,0.01,0.50,0.00,0.00,100.00,39.16,0.00,0.00
vs. Aggression,0.61,0.61,0.00,0.00,100.00,39.16,0.00,0.00
