Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Blaster,-161.37,-1.61,2.83,31.30,0.00,0.00,97.17,45.69
vs. Butterfly,185.54,1.86,6.29,59.51,0.00,0.00,93.71,44.33
vs. Dragonfly,169.00,1.69,6.39,58.07,0.00,0.00,93.61,44.41
vs. Falcon,-10.55,-0.11,6.33,47.11,0.00,0.00,93.67,45.16
vs. Airship,199.42,1.99,6.26,58.52,0.00,0.00,93.74,44.40
vs. Advanced Recall,-45.04,-0.45,6.40,45.52,0.00,0.00,93.60,45.27
vs. Mammoth,-132.47,-1.32,6.34,42.37,0.00,0.00,93.66,45.48
vs. Stinger,20.07,0.20,6.32,60.51,0.00,0.00,93.68,44.25
vs. Flak Turret,36.93,0.37,6.38,62.36,0.00,0.00,93.62,44.12
vs. Bulwark,-85.20,-0.85,2.90,40.57,0.00,0.00,97.10,45.42
vs. Katbus,-180.41,-1.80,2.84,42.25,0.00,0.00,97.16,45.37
vs. Locust,53.40,0.53,2.92,56.78,0.00,0.00,97.08,44.94
vs. Kraken,-2433.00,-24.33,1.19,13.46,0.00,0.00,98.81,45.67
vs. Predator,-5.24,-0.05,2.95,54.70,0.00,0.00,97.05,45.00
vs. Valkyrie,150.32,1.50,2.94,55.14,0.00,0.00,97.06,44.98
vs. Artillery,-178.23,-1.78,2.94,42.06,0.00,0.00,97.06,45.38
vs. Advanced Destroyer,-109.02,-1.09,2.86,46.00,0.00,0.00,97.14,45.26
vs. Shade,-77.99,-0.78,2.88,45.97,0.00,0.00,97.12,45.26
vs. Ranking,0.01,0.74,0.00,0.00,100.00,45.28,0.00,0.00
vs. Aggression,0.74,0.74,0.00,0.00,100.00,45.28,0.00,0.00
