Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Blink,-20.76,-0.21,13.43,51.31,0.00,0.00,86.57,52.57
vs. Blink Hunter,17.99,0.18,13.24,57.64,0.00,0.00,86.76,51.60
vs. Gunbot,-12.74,-0.13,13.19,49.41,0.00,0.00,86.81,52.85
vs. Missilebot,14.91,0.15,13.28,53.38,0.00,0.00,86.72,52.25
vs. Wasp,-18.54,-0.19,13.39,46.62,0.00,0.00,86.61,53.29
vs. Hornet,22.01,0.22,13.26,58.19,0.00,0.00,86.74,51.51
vs. Knight,31.17,0.31,13.18,55.04,0.00,0.00,86.82,52.00
vs. Crossbow,126.17,1.26,13.19,59.53,0.00,0.00,86.81,51.32
vs. Ballista,74.55,0.75,6.03,60.95,0.00,0.00,93.97,51.85
vs. King Crab,149.88,1.50,5.89,62.87,0.00,0.00,94.11,51.74
vs. Crusader,140.85,1.41,5.97,58.49,0.00,0.00,94.03,52.01
vs. Bomber,-65.85,-0.66,6.13,48.77,0.00,0.00,93.87,52.64
vs. Shocker,46.72,0.47,6.00,58.33,0.00,0.00,94.00,52.02
vs. Recall Shocker,53.37,0.53,6.04,58.78,0.00,0.00,93.96,51.99
vs. Mortar,-58.53,-0.59,5.89,49.16,0.00,0.00,94.11,52.60
vs. Swift Shocker,50.74,0.51,6.00,59.22,0.00,0.00,94.00,51.96
vs. Heavy Hunter,65.84,0.66,6.02,52.72,0.00,0.00,93.98,52.38
vs. Destroyer,73.26,0.73,5.86,58.84,0.00,0.00,94.14,52.00
vs. Raider,69.73,0.70,5.83,66.68,0.00,0.00,94.17,51.52
vs. Turret,263.73,2.64,5.97,65.23,0.00,0.00,94.03,51.58
vs. Heavy Ballista,290.65,2.91,6.20,56.35,0.00,0.00,93.80,52.14
vs. Gargantua,384.03,3.84,6.17,51.39,0.00,0.00,93.83,52.47
vs. Sniper,-102.95,-1.03,6.61,47.32,0.00,0.00,93.39,52.76
vs. Advanced Blink,178.63,1.79,6.32,58.76,0.00,0.00,93.68,51.97
vs. Assaultbot,-24.80,-0.25,6.44,39.53,0.00,0.00,93.56,53.29
vs. Advancedbot,-11.00,-0.11,6.41,39.37,0.00,0.00,93.59,53.29
vs. Behemoth,10.03,0.10,6.27,47.39,0.00,0.00,93.73,52.73
vs. Advanced Mortar,-92.80,-0.93,6.43,34.32,0.00,0.00,93.57,53.64
vs. Blaster,-35.28,-0.35,6.45,38.72,0.00,0.00,93.55,53.34
vs. Butterfly,-68.12,-0.68,8.92,55.78,0.00,0.00,91.08,52.07
vs. Dragonfly,-82.95,-0.83,9.00,52.46,0.00,0.00,91.00,52.39
vs. Falcon,-127.93,-1.28,8.95,48.67,0.00,0.00,91.05,52.77
vs. Airship,-70.41,-0.70,8.97,50.44,0.00,0.00,91.03,52.59
vs. Advanced Recall,-18.17,-0.18,8.98,51.62,0.00,0.00,91.02,52.48
vs. Mammoth,133.39,1.33,8.98,57.22,0.00,0.00,91.02,51.92
vs. Stinger,23.39,0.23,8.94,61.14,0.00,0.00,91.06,51.54
vs. Flak Turret,204.24,2.04,8.83,62.22,0.00,0.00,91.17,51.45
vs. Bulwark,-322.15,-3.22,6.51,31.49,0.00,0.00,93.49,53.85
vs. Katbus,-332.58,-3.33,6.40,37.80,0.00,0.00,93.60,53.40
vs. Locust,-42.90,-0.43,6.45,50.52,0.00,0.00,93.55,52.53
vs. Kraken,-3416.18,-34.16,2.87,7.46,0.00,0.00,97.13,53.73
vs. Predator,74.47,0.74,6.26,53.25,0.00,0.00,93.74,52.34
vs. Valkyrie,-93.68,-0.94,6.70,45.48,0.00,0.00,93.30,52.90
vs. Artillery,-9.52,-0.10,6.56,48.09,0.00,0.00,93.44,52.70
vs. Advanced Destroyer,-21.12,-0.21,6.49,50.14,0.00,0.00,93.51,52.56
vs. Shade,-153.93,-1.54,6.51,44.76,0.00,0.00,93.49,52.93
vs. Ranking,-0.00,-0.16,0.00,0.00,100.00,52.40,0.00,0.00
vs. Aggression,-0.93,-0.93,0.00,0.00,100.00,52.40,0.00,0.00
