Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,-647.35,0.00,4.8,0.0,1.6,100.0,93.7,47.5
Stinger,-37.97,-1.09,6.3,75.0,4.8,33.3,88.9,44.6
Value,-37.97,0.00,6.3,75.0,4.8,33.3,88.9,44.6
Flak Turret,-144.63,-1.32,6.3,25.0,0.0,0.0,93.7,47.5
Value,-144.63,0.00,6.3,25.0,0.0,0.0,93.7,47.5
Bulwark,-36829.35,-43.09,1.6,100.0,0.0,0.0,98.4,45.2
Value,-36829.35,0.00,1.6,100.0,0.0,0.0,98.4,45.2
Katbus,-12868.07,-15.71,3.2,50.0,0.0,0.0,96.8,45.9
Value,-12868.07,0.00,3.2,50.0,0.0,0.0,96.8,45.9
Locust,99.99,-0.43,1.6,100.0,0.0,0.0,98.4,45.2
Value,99.99,0.00,1.6,100.0,0.0,0.0,98.4,45.2
Kraken,6865.00,-0.35,1.6,100.0,4.8,33.3,93.7,45.8
Value,6865.00,0.00,1.6,100.0,4.8,33.3,93.7,45.8
Valkyrie,401.43,-0.08,3.2,100.0,3.2,0.0,93.7,45.8
Value,401.43,0.00,3.2,100.0,3.2,0.0,93.7,45.8
Artillery,-7196.66,-17.45,1.6,100.0,1.6,100.0,96.8,44.3
Value,-7196.66,0.00,1.6,100.0,1.6,100.0,96.8,44.3
Advancedbot,31442.45,627.85,1.6,100.0,1.6,100.0,96.8,44.3
Value,31442.45,0.00,1.6,100.0,1.6,100.0,96.8,44.3
Advanced Destroyer,-487.43,-2.11,6.3,50.0,0.0,0.0,93.7,45.8
Value,-487.43,0.00,6.3,50.0,0.0,0.0,93.7,45.8
Skill,-0.43,-0.43,42.9,40.7,57.1,50.0,0.0,0.0
