Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Blink,30.40,0.30,13.34,61.29,0.00,0.00,86.66,59.24
vs. Blink Hunter,32.53,0.33,13.33,62.21,0.00,0.00,86.67,59.10
vs. Gunbot,15.24,0.15,13.11,60.27,0.00,0.00,86.89,59.40
vs. Missilebot,20.42,0.20,13.33,57.24,0.00,0.00,86.67,59.86
vs. Wasp,4.62,0.05,13.27,57.40,0.00,0.00,86.73,59.84
vs. Hornet,27.57,0.28,13.26,61.57,0.00,0.00,86.74,59.20
vs. Knight,63.63,0.64,13.25,60.28,0.00,0.00,86.75,59.40
vs. Crossbow,53.98,0.54,13.42,59.59,0.00,0.00,86.58,59.50
vs. Ballista,205.66,2.06,5.88,68.91,0.00,0.00,94.12,58.93
vs. King Crab,125.34,1.25,5.88,65.40,0.00,0.00,94.12,59.15
vs. Crusader,108.99,1.09,5.95,59.67,0.00,0.00,94.05,59.50
vs. Bomber,32.43,0.32,5.84,60.59,0.00,0.00,94.16,59.45
vs. Shocker,196.72,1.97,5.88,67.11,0.00,0.00,94.12,59.04
vs. Recall Shocker,207.26,2.07,5.93,65.40,0.00,0.00,94.07,59.14
vs. Mortar,221.10,2.21,6.05,60.53,0.00,0.00,93.95,59.45
vs. Swift Shocker,164.70,1.65,5.85,67.92,0.00,0.00,94.15,58.99
vs. Heavy Hunter,-13.79,-0.14,5.82,54.37,0.00,0.00,94.18,59.83
vs. Destroyer,201.81,2.02,6.04,67.06,0.00,0.00,93.96,59.03
vs. Raider,129.62,1.30,5.89,72.65,0.00,0.00,94.11,58.69
vs. Turret,64.20,0.64,6.06,65.43,0.00,0.00,93.94,59.13
vs. Heavy Ballista,401.77,4.02,6.41,63.33,0.00,0.00,93.59,59.25
vs. Gargantua,-239.68,-2.40,6.38,37.97,0.00,0.00,93.62,60.98
vs. Sniper,251.79,2.52,6.39,63.17,0.00,0.00,93.61,59.26
vs. Advanced Blink,-80.09,-0.80,6.38,50.78,0.00,0.00,93.62,60.11
vs. Assaultbot,14.57,0.15,6.51,53.62,0.00,0.00,93.49,59.92
vs. Advancedbot,-33.35,-0.33,6.42,35.27,0.00,0.00,93.58,61.18
vs. Behemoth,10.39,0.10,6.35,51.28,0.00,0.00,93.65,60.07
vs. Advanced Mortar,-22.25,-0.22,6.35,43.93,0.00,0.00,93.65,60.57
vs. Blaster,81.24,0.81,6.45,50.88,0.00,0.00,93.55,60.11
vs. Butterfly,8.99,0.09,8.87,65.59,0.00,0.00,91.13,58.92
vs. Dragonfly,-78.45,-0.78,8.87,57.58,0.00,0.00,91.13,59.70
vs. Falcon,4.72,0.05,9.01,58.55,0.00,0.00,90.99,59.61
vs. Airship,-135.65,-1.36,8.94,50.74,0.00,0.00,91.06,60.37
vs. Advanced Recall,68.76,0.69,8.93,65.85,0.00,0.00,91.07,58.89
vs. Mammoth,107.59,1.08,8.79,60.00,0.00,0.00,91.21,59.47
vs. Stinger,131.81,1.32,8.84,70.47,0.00,0.00,91.16,58.45
vs. Flak Turret,-174.09,-1.74,8.85,54.33,0.00,0.00,91.15,60.02
vs. Bulwark,-303.10,-3.03,6.28,37.36,0.00,0.00,93.72,61.00
vs. Katbus,-3.43,-0.03,6.27,50.02,0.00,0.00,93.73,60.15
vs. Locust,-43.14,-0.43,6.57,54.39,0.00,0.00,93.43,59.87
vs. Kraken,-2834.76,-28.35,2.93,10.55,0.00,0.00,97.07,60.99
vs. Predator,179.91,1.80,6.51,65.00,0.00,0.00,93.49,59.13
vs. Valkyrie,-184.37,-1.84,6.47,45.06,0.00,0.00,93.53,60.51
vs. Artillery,222.14,2.22,6.37,60.62,0.00,0.00,93.63,59.44
vs. Advanced Destroyer,219.89,2.20,6.44,60.62,0.00,0.00,93.56,59.44
vs. Shade,-8.96,-0.09,6.57,53.74,0.00,0.00,93.43,59.92
vs. Ranking,0.00,0.18,0.00,0.00,100.00,59.51,0.00,0.00
vs. Aggression,0.59,0.59,0.00,0.00,100.00,59.51,0.00,0.00
