Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Stinger,150.54,1.51,8.78,61.24,0.00,0.00,91.22,47.06
vs. Flak Turret,-74.27,-0.74,8.83,50.74,0.00,0.00,91.17,48.07
vs. Bulwark,-118.78,-1.19,4.03,30.41,0.00,0.00,95.97,49.06
vs. Katbus,239.16,2.39,4.05,41.96,0.00,0.00,95.95,48.58
vs. Locust,9.09,0.09,4.02,48.34,0.00,0.00,95.98,48.31
vs. Kraken,-921.16,-9.21,1.61,7.86,0.00,0.00,98.39,48.97
vs. Predator,-78.70,-0.79,4.14,42.49,0.00,0.00,95.86,48.56
vs. Valkyrie,-63.96,-0.64,4.14,39.43,0.00,0.00,95.86,48.69
vs. Artillery,158.79,1.59,4.09,45.47,0.00,0.00,95.91,48.43
vs. Advanced Destroyer,159.39,1.59,4.16,48.15,0.00,0.00,95.84,48.32
vs. Shade,150.30,1.50,4.13,47.07,0.00,0.00,95.87,48.36
vs. Ranking,0.01,0.73,0.00,0.00,100.00,48.31,0.00,0.00
vs. Aggression,0.39,0.39,0.00,0.00,100.00,48.31,0.00,0.00
