Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Heavy Hunter,-233.90,-1.53,3.2,75.0,2.4,66.7,94.4,51.7
Value,-233.90,0.00,3.2,75.0,2.4,66.7,94.4,51.7
Destroyer,153.78,-0.65,3.2,50.0,4.0,60.0,92.9,52.6
Value,153.78,0.00,3.2,50.0,4.0,60.0,92.9,52.6
Raider,-306.57,-1.70,4.0,40.0,3.6,88.9,92.5,51.9
Value,-306.57,0.00,4.0,40.0,3.6,88.9,92.5,51.9
Turret,98.38,-0.56,2.4,50.0,4.0,60.0,93.7,52.5
Value,98.38,0.00,2.4,50.0,4.0,60.0,93.7,52.5
Heavy Ballista,-381.01,-1.44,2.0,60.0,1.2,100.0,96.8,52.0
Value,-381.01,0.00,2.0,60.0,1.2,100.0,96.8,52.0
Predator,12.31,-0.97,1.2,33.3,2.0,80.0,96.8,52.5
Value,12.31,0.00,1.2,33.3,2.0,80.0,96.8,52.5
Sniper,269.50,-0.38,1.2,0.0,2.8,42.9,96.0,53.7
Value,269.50,0.00,1.2,0.0,2.8,42.9,96.0,53.7
Advanced Blink,186.12,0.06,1.2,66.7,1.2,66.7,97.6,52.4
Value,186.12,0.00,1.2,66.7,1.2,66.7,97.6,52.4
Assaultbot,42.28,-0.15,2.4,66.7,1.6,50.0,96.0,52.5
Value,42.28,0.00,2.4,66.7,1.6,50.0,96.0,52.5
Behemoth,160.04,-0.36,1.6,50.0,0.4,100.0,98.0,52.6
Value,160.04,0.00,1.6,50.0,0.4,100.0,98.0,52.6
Gargantua,519.51,-0.41,2.0,40.0,1.6,50.0,96.4,53.1
Value,519.51,0.00,2.0,40.0,1.6,50.0,96.4,53.1
Butterfly,23.94,-0.95,3.2,37.5,4.4,72.7,92.5,52.4
Value,23.94,0.00,3.2,37.5,4.4,72.7,92.5,52.4
Dragonfly,106.18,-0.76,4.4,81.8,2.8,42.9,92.9,51.7
Value,106.18,0.00,4.4,81.8,2.8,42.9,92.9,51.7
Falcon,373.13,-0.15,4.8,75.0,3.6,44.4,91.7,51.9
Value,373.13,0.00,4.8,75.0,3.6,44.4,91.7,51.9
Airship,-151.72,-1.35,3.2,62.5,2.8,85.7,94.0,51.5
Value,-151.72,0.00,3.2,62.5,2.8,85.7,94.0,51.5
Advanced Recall,-8.91,-1.05,6.3,75.0,3.6,55.6,90.1,51.1
Value,-8.91,0.00,6.3,75.0,3.6,55.6,90.1,51.1
Mammoth,-162.75,-1.37,1.6,25.0,4.8,41.7,93.7,53.8
Value,-162.75,0.00,1.6,25.0,4.8,41.7,93.7,53.8
Stinger,174.01,-0.60,3.6,55.6,2.4,50.0,94.0,52.7
Value,174.01,0.00,3.6,55.6,2.4,50.0,94.0,52.7
Flak Turret,-363.11,-1.81,2.4,83.3,4.8,25.0,92.9,53.4
Value,-363.11,0.00,2.4,83.3,4.8,25.0,92.9,53.4
Bulwark,1312.76,0.50,1.6,100.0,1.2,33.3,97.2,52.2
Value,1312.76,0.00,1.6,100.0,1.2,33.3,97.2,52.2
Katbus,1385.93,0.58,1.2,0.0,1.6,50.0,97.2,53.5
Value,1385.93,0.00,1.2,0.0,1.6,50.0,97.2,53.5
Locust,0.26,-1.00,2.4,33.3,2.4,50.0,95.2,53.3
Value,0.26,0.00,2.4,33.3,2.4,50.0,95.2,53.3
Kraken,11276.28,0.07,4.8,75.0,0.8,50.0,94.4,51.7
Value,11276.28,0.00,4.8,75.0,0.8,50.0,94.4,51.7
Valkyrie,125.75,-0.71,0.8,50.0,2.8,57.1,96.4,52.7
Value,125.75,0.00,0.8,50.0,2.8,57.1,96.4,52.7
Artillery,-260.00,-1.59,1.2,33.3,2.4,66.7,96.4,52.7
Value,-260.00,0.00,1.2,33.3,2.4,66.7,96.4,52.7
Advancedbot,126.46,1.53,2.4,66.7,0.8,50.0,96.8,52.5
Value,126.46,0.00,2.4,66.7,0.8,50.0,96.8,52.5
Advanced Destroyer,105.45,-0.76,2.4,66.7,2.8,42.9,94.8,52.7
Value,105.45,0.00,2.4,66.7,2.8,42.9,94.8,52.7
Skill,-0.02,-0.02,50.4,53.5,49.6,52.0,0.0,0.0
