Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Hunter,0.24,0.00,13.38,41.57,0.00,0.00,86.62,38.18
vs. Guardian Shield,144.89,1.45,13.19,41.35,0.00,0.00,86.81,38.22
vs. Recall,-22.71,-0.23,13.39,31.72,0.00,0.00,86.61,39.70
vs. Recall Hunter,6.84,0.07,13.33,44.25,0.00,0.00,86.67,37.77
vs. Scorpion,-15.56,-0.16,13.33,30.52,0.00,0.00,86.67,39.88
vs. Beetle,-3.65,-0.04,13.23,40.21,0.00,0.00,86.77,38.39
vs. Blink,-22.78,-0.23,13.30,34.22,0.00,0.00,86.70,39.31
vs. Blink Hunter,21.08,0.21,13.26,49.80,0.00,0.00,86.74,36.93
vs. Gunbot,-10.03,-0.10,13.34,33.31,0.00,0.00,86.66,39.45
vs. Missilebot,0.58,0.01,13.33,41.57,0.00,0.00,86.67,38.18
vs. Wasp,-8.29,-0.08,13.28,35.58,0.00,0.00,86.72,39.10
vs. Hornet,18.85,0.19,13.32,48.09,0.00,0.00,86.68,37.18
vs. Knight,-49.74,-0.50,13.35,31.53,0.00,0.00,86.65,39.73
vs. Crossbow,1.71,0.02,13.36,42.81,0.00,0.00,86.64,37.99
vs. Ballista,-47.57,-0.48,4.25,45.92,0.00,0.00,95.75,38.31
vs. King Crab,-55.61,-0.56,4.25,43.12,0.00,0.00,95.75,38.43
vs. Crusader,-78.11,-0.78,4.28,37.88,0.00,0.00,95.72,38.67
vs. Bomber,-41.11,-0.41,4.23,40.42,0.00,0.00,95.77,38.55
vs. Shocker,-67.32,-0.67,4.23,43.30,0.00,0.00,95.77,38.43
vs. Recall Shocker,-81.36,-0.81,4.18,39.56,0.00,0.00,95.82,38.59
vs. Mortar,-108.80,-1.09,4.21,30.07,0.00,0.00,95.79,39.01
vs. Swift Shocker,-47.09,-0.47,4.23,45.48,0.00,0.00,95.77,38.33
vs. Heavy Hunter,13.05,0.13,4.24,44.88,0.00,0.00,95.76,38.36
vs. Destroyer,-40.75,-0.41,4.25,42.42,0.00,0.00,95.75,38.47
vs. Raider,113.15,1.13,4.23,59.78,0.00,0.00,95.77,37.70
vs. Turret,-68.95,-0.69,4.22,36.93,0.00,0.00,95.78,38.71
vs. Heavy Ballista,-183.69,-1.84,2.78,37.30,0.00,0.00,97.22,38.67
vs. Gargantua,-173.45,-1.73,2.82,25.76,0.00,0.00,97.18,39.01
vs. Sniper,-93.54,-0.94,2.84,34.81,0.00,0.00,97.16,38.75
vs. Advanced Blink,-31.51,-0.32,2.82,38.73,0.00,0.00,97.18,38.63
vs. Assaultbot,-15.39,-0.15,2.87,31.99,0.00,0.00,97.13,38.83
vs. Advancedbot,-14.78,-0.15,2.86,32.36,0.00,0.00,97.14,38.82
vs. Behemoth,-81.63,-0.82,2.85,31.21,0.00,0.00,97.15,38.85
vs. Advanced Mortar,-103.23,-1.03,2.83,23.81,0.00,0.00,97.17,39.07
vs. Blaster,-102.48,-1.02,2.81,29.28,0.00,0.00,97.19,38.90
vs. Butterfly,193.86,1.94,6.34,53.56,0.00,0.00,93.66,37.62
vs. Dragonfly,179.13,1.79,6.32,51.91,0.00,0.00,93.68,37.74
vs. Falcon,-0.55,-0.01,6.32,40.14,0.00,0.00,93.68,38.53
vs. Airship,206.90,2.07,6.34,51.53,0.00,0.00,93.66,37.76
vs. Advanced Recall,-32.02,-0.32,6.33,40.80,0.00,0.00,93.67,38.49
vs. Mammoth,-103.27,-1.03,6.34,37.88,0.00,0.00,93.66,38.68
vs. Stinger,4.39,0.04,6.27,53.95,0.00,0.00,93.73,37.61
vs. Flak Turret,69.36,0.69,6.38,56.67,0.00,0.00,93.62,37.41
vs. Bulwark,-46.15,-0.46,2.85,33.48,0.00,0.00,97.15,38.78
vs. Katbus,-131.03,-1.31,2.86,36.83,0.00,0.00,97.14,38.69
vs. Locust,62.62,0.63,2.96,52.18,0.00,0.00,97.04,38.22
vs. Kraken,-1355.92,-13.56,1.18,10.84,0.00,0.00,98.82,38.96
vs. Predator,0.09,0.00,2.93,50.47,0.00,0.00,97.07,38.28
vs. Valkyrie,159.39,1.59,2.88,49.25,0.00,0.00,97.12,38.32
vs. Artillery,-115.04,-1.15,2.89,39.97,0.00,0.00,97.11,38.59
vs. Advanced Destroyer,-70.40,-0.70,2.89,42.70,0.00,0.00,97.11,38.51
vs. Shade,-46.51,-0.47,2.92,41.61,0.00,0.00,97.08,38.54
vs. Ranking,0.00,0.02,0.00,0.00,100.00,38.63,0.00,0.00
vs. Aggression,-0.02,-0.02,0.00,0.00,100.00,38.63,0.00,0.00
