Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Bandwidth,3.49,0.17,87.71,71.60,12.26,51.50,0.02,42.11
Health,0.00,0.04,87.43,71.70,12.56,51.22,0.01,41.67
Radius,-16.32,-0.24,87.42,71.71,12.56,51.18,0.02,60.00
Speed,20.36,1.28,87.37,71.77,12.62,50.86,0.01,33.33
Damage,0.47,2.80,87.33,71.77,12.66,50.85,0.01,72.73
Windup,-1048.54,-1.05,87.28,71.78,12.70,50.95,0.02,40.00
Recoil,-320.82,-1.60,87.43,71.70,12.53,51.21,0.04,60.00
Reload,-326.13,-2.28,87.28,71.78,12.70,50.90,0.01,66.67
WeaponSpeed,2.90,0.58,87.45,71.68,12.53,51.33,0.02,61.11
Range,14.68,3.23,87.41,71.78,12.56,50.69,0.03,50.00
Splash,62.49,1.25,87.38,71.84,12.61,50.33,0.01,41.67
Blaster,-98.29,-0.98,8.20,71.27,0.00,0.00,91.80,68.93
Butterfly,-27.66,-0.28,3.33,57.31,0.00,0.00,96.67,69.53
Dragonfly,-60.55,-0.61,3.46,58.07,0.00,0.00,96.54,69.52
Falcon,-26.43,-0.26,3.46,62.29,0.00,0.00,96.54,69.37
Airship,-55.66,-0.56,3.41,56.89,0.00,0.00,96.59,69.56
Advanced Recall,-13.20,-0.13,3.46,62.24,0.00,0.00,96.54,69.37
Mammoth,-54.33,-0.54,3.49,64.27,0.00,0.00,96.51,69.30
Stinger,-57.59,-0.58,3.36,54.39,0.00,0.00,96.64,69.64
Flak Turret,-13.48,-0.13,3.54,58.31,0.00,0.00,96.46,69.52
Bulwark,-36.62,-0.37,3.13,64.37,0.00,0.00,96.87,69.28
Katbus,-79.26,-0.79,3.14,64.49,0.00,0.00,96.86,69.28
Locust,-21.33,-0.21,3.11,55.16,0.00,0.00,96.89,69.57
Kraken,-763.97,-7.64,1.33,86.60,0.00,0.00,98.67,68.89
Predator,-62.71,-0.63,3.30,53.71,0.00,0.00,96.70,69.65
Valkyrie,-52.59,-0.53,3.14,59.16,0.00,0.00,96.86,69.45
Artillery,-64.39,-0.64,3.10,61.29,0.00,0.00,96.90,69.38
Advanced Destroyer,-28.15,-0.28,3.16,62.44,0.00,0.00,96.84,69.34
Shade,-95.29,-0.95,3.17,58.98,0.00,0.00,96.83,69.46
Ranking,-0.01,-0.50,0.00,0.00,100.00,69.13,0.00,0.00
Aggression,-0.58,-0.58,0.00,0.00,100.00,69.13,0.00,0.00
vs. Crab,8.44,0.08,13.44,64.75,0.00,0.00,86.56,69.80
vs. Hunter,41.77,0.42,13.43,74.89,0.00,0.00,86.57,68.23
vs. Guardian Shield,-4.53,-0.05,12.84,68.84,0.00,0.00,87.16,69.17
vs. Recall,-1.06,-0.01,13.43,61.34,0.00,0.00,86.57,70.33
vs. Recall Hunter,21.29,0.21,13.38,72.75,0.00,0.00,86.62,68.56
vs. Scorpion,1.97,0.02,13.40,61.83,0.00,0.00,86.60,70.25
vs. Beetle,41.44,0.41,13.13,74.23,0.00,0.00,86.87,68.35
vs. Blink,23.69,0.24,13.15,67.77,0.00,0.00,86.85,69.33
vs. Blink Hunter,46.12,0.46,13.23,76.03,0.00,0.00,86.77,68.07
vs. Gunbot,10.42,0.10,13.18,66.94,0.00,0.00,86.82,69.46
vs. Missilebot,39.60,0.40,13.24,74.40,0.00,0.00,86.76,68.32
vs. Wasp,0.36,0.00,13.30,64.10,0.00,0.00,86.70,69.90
vs. Hornet,49.73,0.50,13.32,75.69,0.00,0.00,86.68,68.12
vs. Knight,-8.38,-0.08,13.49,62.06,0.00,0.00,86.51,70.23
vs. Crossbow,46.42,0.46,13.29,72.08,0.00,0.00,86.71,68.67
vs. Ballista,108.16,1.08,6.04,74.53,0.00,0.00,93.96,68.78
vs. King Crab,-1.42,-0.01,5.83,70.71,0.00,0.00,94.17,69.03
vs. Crusader,-94.35,-0.94,5.77,62.14,0.00,0.00,94.23,69.55
vs. Bomber,5.22,0.05,5.96,71.40,0.00,0.00,94.04,68.98
vs. Shocker,112.07,1.12,6.01,73.81,0.00,0.00,93.99,68.83
vs. Recall Shocker,79.71,0.80,5.88,70.28,0.00,0.00,94.12,69.05
vs. Mortar,-0.77,-0.01,5.90,55.88,0.00,0.00,94.10,69.96
vs. Swift Shocker,129.60,1.30,5.91,75.07,0.00,0.00,94.09,68.75
vs. Heavy Hunter,116.52,1.17,5.96,75.37,0.00,0.00,94.04,68.73
vs. Destroyer,124.24,1.24,6.01,71.90,0.00,0.00,93.99,68.95
vs. Raider,130.80,1.31,5.98,79.66,0.00,0.00,94.02,68.46
vs. Turret,228.33,2.28,5.98,77.13,0.00,0.00,94.02,68.62
vs. Heavy Ballista,-45.70,-0.46,6.35,59.46,0.00,0.00,93.65,69.78
vs. Gargantua,-248.19,-2.48,6.28,47.98,0.00,0.00,93.72,70.54
vs. Sniper,-73.72,-0.74,6.44,52.55,0.00,0.00,93.56,70.27
vs. Advanced Blink,10.66,0.11,6.47,64.11,0.00,0.00,93.53,69.47
vs. Assaultbot,6.01,0.06,6.55,55.35,0.00,0.00,93.45,70.09
vs. Advancedbot,23.15,0.23,6.68,64.98,0.00,0.00,93.32,69.42
vs. Behemoth,-161.78,-1.62,6.37,47.01,0.00,0.00,93.63,70.63
vs. Advanced Mortar,-47.13,-0.47,6.51,49.79,0.00,0.00,93.49,70.47
vs. Blaster,114.60,1.15,6.46,61.78,0.00,0.00,93.54,69.63
vs. Butterfly,173.43,1.73,8.75,78.00,0.00,0.00,91.25,68.27
vs. Dragonfly,135.00,1.35,8.98,77.43,0.00,0.00,91.02,68.31
vs. Falcon,136.51,1.37,9.00,72.93,0.00,0.00,91.00,68.75
vs. Airship,158.68,1.59,8.88,79.09,0.00,0.00,91.12,68.15
vs. Advanced Recall,14.51,0.15,8.99,71.01,0.00,0.00,91.01,68.94
vs. Mammoth,-54.55,-0.55,8.80,65.08,0.00,0.00,91.20,69.52
vs. Stinger,138.60,1.39,8.90,80.26,0.00,0.00,91.10,68.04
vs. Flak Turret,-47.56,-0.48,8.83,78.68,0.00,0.00,91.17,68.20
vs. Bulwark,-31.50,-0.31,6.52,61.82,0.00,0.00,93.48,69.63
vs. Katbus,-266.88,-2.67,6.52,56.13,0.00,0.00,93.48,70.03
vs. Locust,55.60,0.56,6.60,76.22,0.00,0.00,93.40,68.62
vs. Kraken,-3971.93,-39.72,3.00,11.63,0.00,0.00,97.00,70.90
vs. Predator,73.57,0.74,6.46,76.47,0.00,0.00,93.54,68.62
vs. Valkyrie,136.46,1.36,6.63,76.37,0.00,0.00,93.37,68.61
vs. Artillery,95.96,0.96,6.57,66.48,0.00,0.00,93.43,69.31
vs. Advanced Destroyer,28.94,0.29,6.37,65.62,0.00,0.00,93.63,69.36
vs. Shade,113.86,1.14,6.65,69.98,0.00,0.00,93.35,69.06
vs. Ranking,-0.01,-0.79,0.00,0.00,100.00,69.13,0.00,0.00
vs. Aggression,-0.36,-0.36,0.00,0.00,100.00,69.13,0.00,0.00
