Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Speed,10.92,0.69,94.76,52.98,5.23,45.65,0.01,58.82
Damage,0.67,0.77,94.77,52.94,5.22,46.31,0.01,42.11
Windup,-547.80,-0.55,94.83,52.93,5.16,46.51,0.01,42.86
Recoil,-313.57,-0.78,94.81,52.96,5.18,46.00,0.01,46.15
Reload,-617.71,-0.31,94.90,52.94,5.09,46.18,0.01,39.29
WeaponSpeed,-1.18,-0.24,94.78,52.94,5.21,46.28,0.01,52.63
Range,26.99,2.70,94.86,52.95,5.13,46.03,0.01,55.00
Splash,0.00,0.03,0.00,0.00,0.00,0.00,100.00,52.60
Mammoth,8.28,0.08,9.44,57.23,0.00,0.00,90.56,52.11
Stinger,-76.70,-0.77,9.32,40.15,0.00,0.00,90.68,53.88
Flak Turret,-66.79,-0.67,9.48,45.24,0.00,0.00,90.52,53.37
Bulwark,-105.95,-1.06,4.91,69.08,0.00,0.00,95.09,51.75
Katbus,-148.20,-1.48,4.96,63.01,0.00,0.00,95.04,52.05
Locust,-24.55,-0.25,4.98,52.39,0.00,0.00,95.02,52.61
Kraken,-1257.52,-12.58,1.41,89.68,0.00,0.00,98.59,52.07
Predator,-53.78,-0.54,5.00,52.17,0.00,0.00,95.00,52.62
Valkyrie,-37.33,-0.37,4.92,57.50,0.00,0.00,95.08,52.34
Artillery,-95.57,-0.96,4.95,58.47,0.00,0.00,95.05,52.29
Advanced Destroyer,-85.52,-0.86,4.95,55.87,0.00,0.00,95.05,52.43
Shade,-109.17,-1.09,4.89,58.24,0.00,0.00,95.11,52.31
Ranking,0.01,0.63,0.00,0.00,100.00,52.60,0.00,0.00
Aggression,0.13,0.13,0.00,0.00,100.00,52.60,0.00,0.00
vs. Crab,19.06,0.19,13.32,50.19,0.00,0.00,86.68,52.97
vs. Hunter,55.51,0.56,13.33,54.62,0.00,0.00,86.67,52.29
vs. Guardian Shield,85.91,0.86,13.22,53.75,0.00,0.00,86.78,52.42
vs. Recall,12.38,0.12,13.25,48.14,0.00,0.00,86.75,53.28
vs. Recall Hunter,55.94,0.56,13.36,55.62,0.00,0.00,86.64,52.13
vs. Scorpion,2.63,0.03,13.31,45.31,0.00,0.00,86.69,53.72
vs. Beetle,53.21,0.53,13.30,53.46,0.00,0.00,86.70,52.46
vs. Blink,17.14,0.17,13.39,51.35,0.00,0.00,86.61,52.79
vs. Blink Hunter,63.72,0.64,13.28,58.49,0.00,0.00,86.72,51.69
vs. Gunbot,9.49,0.09,13.37,50.82,0.00,0.00,86.63,52.87
vs. Missilebot,55.61,0.56,13.28,54.16,0.00,0.00,86.72,52.36
vs. Wasp,-0.78,-0.01,13.35,49.52,0.00,0.00,86.65,53.07
vs. Hornet,60.16,0.60,13.33,57.95,0.00,0.00,86.67,51.77
vs. Knight,34.44,0.34,13.25,50.52,0.00,0.00,86.75,52.91
vs. Crossbow,115.63,1.16,13.26,55.31,0.00,0.00,86.74,52.18
vs. Ballista,43.75,0.44,5.90,55.18,0.00,0.00,94.10,52.43
vs. King Crab,147.11,1.47,5.92,59.44,0.00,0.00,94.08,52.17
vs. Crusader,104.72,1.05,5.88,55.12,0.00,0.00,94.12,52.44
vs. Bomber,-28.74,-0.29,5.91,47.26,0.00,0.00,94.09,52.93
vs. Shocker,-1.68,-0.02,5.89,52.27,0.00,0.00,94.11,52.62
vs. Recall Shocker,-58.90,-0.59,5.96,47.44,0.00,0.00,94.04,52.92
vs. Mortar,-12.01,-0.12,5.87,43.78,0.00,0.00,94.13,53.15
vs. Swift Shocker,96.37,0.96,5.85,58.19,0.00,0.00,94.15,52.25
vs. Heavy Hunter,159.34,1.59,5.93,58.51,0.00,0.00,94.07,52.22
vs. Destroyer,74.31,0.74,5.94,55.47,0.00,0.00,94.06,52.42
vs. Raider,200.20,2.00,5.90,69.59,0.00,0.00,94.10,51.53
vs. Turret,-76.56,-0.77,5.97,42.80,0.00,0.00,94.03,53.22
vs. Heavy Ballista,-177.72,-1.78,3.99,41.77,0.00,0.00,96.01,53.05
vs. Gargantua,-94.32,-0.94,4.00,31.79,0.00,0.00,96.00,53.46
vs. Sniper,-68.75,-0.69,4.01,40.48,0.00,0.00,95.99,53.10
vs. Advanced Blink,132.07,1.32,3.95,51.53,0.00,0.00,96.05,52.64
vs. Assaultbot,-20.69,-0.21,4.05,34.71,0.00,0.00,95.95,53.35
vs. Advancedbot,3.34,0.03,4.01,37.67,0.00,0.00,95.99,53.22
vs. Behemoth,-78.39,-0.78,4.01,37.92,0.00,0.00,95.99,53.21
vs. Advanced Mortar,36.58,0.37,4.07,29.75,0.00,0.00,95.93,53.57
vs. Blaster,-103.17,-1.03,4.09,30.91,0.00,0.00,95.91,53.52
vs. Butterfly,-58.35,-0.58,8.78,54.89,0.00,0.00,91.22,52.38
vs. Dragonfly,-78.72,-0.79,8.88,51.49,0.00,0.00,91.12,52.71
vs. Falcon,-117.80,-1.18,8.83,42.63,0.00,0.00,91.17,53.56
vs. Airship,-29.70,-0.30,8.79,53.47,0.00,0.00,91.21,52.51
vs. Advanced Recall,8.08,0.08,8.82,50.18,0.00,0.00,91.18,52.83
vs. Mammoth,60.98,0.61,8.78,50.91,0.00,0.00,91.22,52.76
vs. Stinger,161.40,1.61,8.85,64.99,0.00,0.00,91.15,51.39
vs. Flak Turret,54.34,0.54,8.89,63.59,0.00,0.00,91.11,51.52
vs. Bulwark,-206.63,-2.07,4.01,31.12,0.00,0.00,95.99,53.49
vs. Katbus,-261.13,-2.61,4.07,35.17,0.00,0.00,95.93,53.34
vs. Locust,-34.16,-0.34,4.07,47.25,0.00,0.00,95.93,52.82
vs. Kraken,-1737.88,-17.38,1.60,6.96,0.00,0.00,98.40,53.34
vs. Predator,86.13,0.86,4.11,53.91,0.00,0.00,95.89,52.54
vs. Valkyrie,-37.88,-0.38,4.10,49.45,0.00,0.00,95.90,52.73
vs. Artillery,-83.18,-0.83,4.12,39.53,0.00,0.00,95.88,53.16
vs. Advanced Destroyer,66.22,0.66,4.08,47.58,0.00,0.00,95.92,52.81
vs. Shade,-146.30,-1.46,4.08,39.94,0.00,0.00,95.92,53.14
vs. Ranking,0.01,0.52,0.00,0.00,100.00,52.60,0.00,0.00
vs. Aggression,0.59,0.59,0.00,0.00,100.00,52.60,0.00,0.00
