Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Advanced Blink,45.53,0.46,8.40,56.03,0.00,0.00,91.60,61.82
Assaultbot,-3.84,-0.04,8.44,67.44,0.00,0.00,91.56,60.77
Matter,-0.39,-0.10,95.90,61.97,4.10,46.49,0.01,33.33
Energy,0.30,0.08,95.91,61.97,4.08,46.25,0.01,42.86
Bandwidth,-8.12,-0.08,95.95,61.94,4.04,46.82,0.01,50.00
Health,0.07,0.39,95.96,61.95,4.03,46.57,0.01,37.50
Radius,-53.62,-0.43,95.89,61.98,4.11,46.13,0.01,33.33
Speed,7.91,0.50,95.92,61.97,4.08,46.32,0.01,40.00
Damage,0.62,0.37,95.94,61.94,4.05,46.89,0.01,33.33
Windup,-404.33,-0.40,95.86,61.96,4.13,46.69,0.01,60.00
Recoil,-237.73,-0.59,95.92,61.96,4.07,46.40,0.01,60.00
Reload,-495.97,-0.25,95.92,61.96,4.08,46.49,0.00,25.00
WeaponSpeed,-1.22,-0.12,95.91,61.99,4.08,45.91,0.00,0.00
Range,18.10,1.81,95.91,61.94,4.08,47.09,0.01,33.33
Splash,0.00,-0.12,0.00,0.00,0.00,0.00,100.00,61.33
Behemoth,101.28,1.01,8.14,70.59,0.00,0.00,91.86,60.51
Advanced Mortar,-41.50,-0.42,8.27,70.71,0.00,0.00,91.73,60.48
Blaster,-48.83,-0.49,8.29,64.85,0.00,0.00,91.71,61.01
Butterfly,-26.38,-0.26,3.39,55.29,0.00,0.00,96.61,61.54
Dragonfly,-41.27,-0.41,3.51,52.92,0.00,0.00,96.49,61.64
Falcon,1.31,0.01,3.33,58.43,0.00,0.00,96.67,61.43
Airship,-56.16,-0.56,3.48,52.80,0.00,0.00,96.52,61.64
Advanced Recall,0.46,0.00,3.54,57.69,0.00,0.00,96.46,61.46
Mammoth,104.86,1.05,3.52,62.18,0.00,0.00,96.48,61.30
Stinger,-26.88,-0.27,3.59,48.39,0.00,0.00,96.41,61.81
Flak Turret,-36.82,-0.37,3.42,52.15,0.00,0.00,96.58,61.65
Bulwark,-42.05,-0.42,3.08,62.58,0.00,0.00,96.92,61.29
Katbus,56.81,0.57,3.17,63.00,0.00,0.00,96.83,61.28
Locust,-16.82,-0.17,3.23,50.63,0.00,0.00,96.77,61.69
Kraken,-433.45,-4.33,1.42,85.52,0.00,0.00,98.58,60.98
Predator,-72.05,-0.72,3.22,50.83,0.00,0.00,96.78,61.68
Valkyrie,-69.43,-0.69,3.17,53.24,0.00,0.00,96.83,61.59
Artillery,-14.89,-0.15,3.10,57.73,0.00,0.00,96.90,61.45
Advanced Destroyer,-12.98,-0.13,3.09,57.50,0.00,0.00,96.91,61.45
Shade,-9.07,-0.09,3.12,56.10,0.00,0.00,96.88,61.50
Ranking,-0.00,-0.15,0.00,0.00,100.00,61.33,0.00,0.00
Aggression,0.57,0.57,0.00,0.00,100.00,61.33,0.00,0.00
vs. Crab,1.25,0.01,13.15,57.26,0.00,0.00,86.85,61.95
vs. Hunter,30.35,0.30,13.43,65.99,0.00,0.00,86.57,60.61
vs. Guardian Shield,-94.55,-0.95,12.84,59.95,0.00,0.00,87.16,61.53
vs. Recall,-5.89,-0.06,13.25,53.80,0.00,0.00,86.75,62.48
vs. Recall Hunter,30.57,0.31,13.17,66.31,0.00,0.00,86.83,60.57
vs. Scorpion,-7.24,-0.07,13.37,53.63,0.00,0.00,86.63,62.52
vs. Beetle,28.47,0.28,13.41,65.99,0.00,0.00,86.59,60.61
vs. Blink,1.97,0.02,13.23,58.51,0.00,0.00,86.77,61.76
vs. Blink Hunter,37.59,0.38,13.40,67.19,0.00,0.00,86.60,60.42
vs. Gunbot,2.38,0.02,13.37,58.96,0.00,0.00,86.63,61.70
vs. Missilebot,30.48,0.30,13.53,65.41,0.00,0.00,86.47,60.69
vs. Wasp,-3.85,-0.04,13.29,56.90,0.00,0.00,86.71,62.01
vs. Hornet,40.29,0.40,13.43,68.08,0.00,0.00,86.57,60.28
vs. Knight,6.20,0.06,13.12,56.62,0.00,0.00,86.88,62.04
vs. Crossbow,66.09,0.66,13.32,65.23,0.00,0.00,86.68,60.73
vs. Ballista,-25.55,-0.26,5.95,62.08,0.00,0.00,94.05,61.28
vs. King Crab,71.32,0.71,6.08,65.22,0.00,0.00,93.92,61.08
vs. Crusader,54.19,0.54,5.96,60.05,0.00,0.00,94.04,61.41
vs. Bomber,-46.39,-0.46,5.93,59.11,0.00,0.00,94.07,61.47
vs. Shocker,-79.89,-0.80,5.86,58.50,0.00,0.00,94.14,61.51
vs. Recall Shocker,-129.36,-1.29,6.00,53.78,0.00,0.00,94.00,61.81
vs. Mortar,-204.47,-2.04,5.87,39.52,0.00,0.00,94.13,62.69
vs. Swift Shocker,15.56,0.16,6.12,64.46,0.00,0.00,93.88,61.13
vs. Heavy Hunter,78.53,0.79,5.91,65.93,0.00,0.00,94.09,61.04
vs. Destroyer,25.26,0.25,5.89,60.69,0.00,0.00,94.11,61.37
vs. Raider,132.62,1.33,5.96,72.53,0.00,0.00,94.04,60.62
vs. Turret,-137.36,-1.37,5.87,48.48,0.00,0.00,94.13,62.13
vs. Heavy Ballista,-379.63,-3.80,6.43,42.74,0.00,0.00,93.57,62.61
vs. Gargantua,-214.16,-2.14,6.32,41.61,0.00,0.00,93.68,62.66
vs. Sniper,-180.94,-1.81,6.63,41.46,0.00,0.00,93.37,62.74
vs. Advanced Blink,80.14,0.80,6.55,57.20,0.00,0.00,93.45,61.62
vs. Assaultbot,-30.73,-0.31,6.66,38.54,0.00,0.00,93.34,62.96
vs. Advancedbot,-10.17,-0.10,6.62,49.33,0.00,0.00,93.38,62.18
vs. Behemoth,-109.21,-1.09,6.41,43.29,0.00,0.00,93.59,62.57
vs. Advanced Mortar,-205.48,-2.05,6.58,34.27,0.00,0.00,93.42,63.24
vs. Blaster,-219.92,-2.20,6.38,38.98,0.00,0.00,93.62,62.85
vs. Butterfly,238.71,2.39,9.06,73.05,0.00,0.00,90.94,60.16
vs. Dragonfly,231.78,2.32,8.94,74.11,0.00,0.00,91.06,60.07
vs. Falcon,120.36,1.20,8.75,66.11,0.00,0.00,91.25,60.87
vs. Airship,237.71,2.38,8.95,74.49,0.00,0.00,91.05,60.04
vs. Advanced Recall,-12.33,-0.12,8.95,61.99,0.00,0.00,91.05,61.26
vs. Mammoth,10.62,0.11,8.69,63.56,0.00,0.00,91.31,61.12
vs. Stinger,103.29,1.03,8.65,75.08,0.00,0.00,91.35,60.03
vs. Flak Turret,-4.66,-0.05,8.77,75.28,0.00,0.00,91.23,59.99
vs. Bulwark,217.75,2.18,6.47,62.75,0.00,0.00,93.53,61.23
vs. Katbus,201.05,2.01,6.48,64.35,0.00,0.00,93.52,61.12
vs. Locust,86.44,0.86,6.55,74.61,0.00,0.00,93.45,60.40
vs. Kraken,-135.05,-1.35,3.02,37.41,0.00,0.00,96.98,62.07
vs. Predator,47.92,0.48,6.49,71.59,0.00,0.00,93.51,60.62
vs. Valkyrie,208.91,2.09,6.48,73.22,0.00,0.00,93.52,60.51
vs. Artillery,-214.18,-2.14,6.50,50.04,0.00,0.00,93.50,62.12
vs. Advanced Destroyer,-55.01,-0.55,6.62,60.87,0.00,0.00,93.38,61.36
vs. Shade,-3.92,-0.04,6.46,61.93,0.00,0.00,93.54,61.29
vs. Ranking,-0.00,-0.03,0.00,0.00,100.00,61.33,0.00,0.00
vs. Aggression,0.43,0.43,0.00,0.00,100.00,61.33,0.00,0.00
