Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Sniper,-39.69,-0.40,4.78,59.80,0.00,0.00,95.22,51.55
Advanced Blink,-3.72,-0.04,4.73,54.96,0.00,0.00,95.27,51.79
Assaultbot,-5.71,-0.06,4.79,65.16,0.00,0.00,95.21,51.28
Advancedbot,-2.89,-0.03,4.89,65.44,0.00,0.00,95.11,51.25
Behemoth,-7.35,-0.07,4.70,61.68,0.00,0.00,95.30,51.46
Advanced Mortar,-17.72,-0.18,4.82,70.50,0.00,0.00,95.18,51.00
Blaster,-28.47,-0.28,4.82,66.18,0.00,0.00,95.18,51.22
Butterfly,-34.55,-0.35,6.09,48.53,0.00,0.00,93.91,52.16
Dragonfly,-30.51,-0.31,6.10,49.52,0.00,0.00,93.90,52.10
Falcon,-33.65,-0.34,6.13,53.38,0.00,0.00,93.87,51.85
Airship,-25.68,-0.26,6.10,49.63,0.00,0.00,93.90,52.09
Advanced Recall,-14.67,-0.15,6.13,50.33,0.00,0.00,93.87,52.05
Mammoth,-21.94,-0.22,6.12,50.44,0.00,0.00,93.88,52.04
Stinger,-38.11,-0.38,6.04,39.89,0.00,0.00,93.96,52.72
Flak Turret,-39.22,-0.39,6.06,42.29,0.00,0.00,93.94,52.56
Bulwark,-56.10,-0.56,1.51,62.22,0.00,0.00,98.49,51.78
Katbus,-14.29,-0.14,1.55,60.19,0.00,0.00,98.45,51.81
Locust,-5.16,-0.05,1.62,49.59,0.00,0.00,98.38,51.98
Kraken,-133.07,-1.33,0.64,86.17,0.00,0.00,99.36,51.72
Predator,-12.48,-0.12,1.60,53.33,0.00,0.00,98.40,51.92
Valkyrie,-18.49,-0.18,1.55,55.70,0.00,0.00,98.45,51.88
Artillery,-5.43,-0.05,1.57,57.40,0.00,0.00,98.43,51.85
Advanced Destroyer,-14.55,-0.15,1.58,55.78,0.00,0.00,98.42,51.88
Shade,-19.34,-0.19,1.56,54.89,0.00,0.00,98.44,51.90
Ranking,0.02,1.31,0.00,0.00,100.00,51.94,0.00,0.00
Aggression,0.97,0.97,0.00,0.00,100.00,51.94,0.00,0.00
vs. Crab,7.87,0.08,13.38,48.25,0.00,0.00,86.62,52.51
vs. Hunter,24.55,0.25,13.25,58.42,0.00,0.00,86.75,50.95
vs. Guardian Shield,-155.01,-1.55,13.30,52.29,0.00,0.00,86.70,51.89
vs. Recall,-20.65,-0.21,13.30,41.81,0.00,0.00,86.70,53.50
vs. Recall Hunter,21.97,0.22,13.25,58.49,0.00,0.00,86.75,50.94
vs. Scorpion,1.11,0.01,13.53,44.97,0.00,0.00,86.47,53.03
vs. Beetle,25.17,0.25,13.28,57.10,0.00,0.00,86.72,51.15
vs. Blink,-10.65,-0.11,13.36,45.55,0.00,0.00,86.64,52.93
vs. Blink Hunter,35.38,0.35,13.25,61.69,0.00,0.00,86.75,50.45
vs. Gunbot,-10.74,-0.11,13.39,41.97,0.00,0.00,86.61,53.48
vs. Missilebot,23.21,0.23,13.32,57.46,0.00,0.00,86.68,51.09
vs. Wasp,2.18,0.02,13.14,48.76,0.00,0.00,86.86,52.42
vs. Hornet,32.26,0.32,13.22,60.89,0.00,0.00,86.78,50.58
vs. Knight,-33.04,-0.33,13.24,42.64,0.00,0.00,86.76,53.36
vs. Crossbow,75.74,0.76,13.39,59.35,0.00,0.00,86.61,50.80
vs. Ballista,114.23,1.14,5.85,61.87,0.00,0.00,94.15,51.32
vs. King Crab,94.00,0.94,5.90,58.29,0.00,0.00,94.10,51.54
vs. Crusader,-0.53,-0.01,5.89,49.21,0.00,0.00,94.11,52.11
vs. Bomber,12.36,0.12,5.94,60.26,0.00,0.00,94.06,51.42
vs. Shocker,103.57,1.04,6.01,60.76,0.00,0.00,93.99,51.38
vs. Recall Shocker,59.20,0.59,5.89,55.07,0.00,0.00,94.11,51.75
vs. Mortar,-30.74,-0.31,5.85,43.10,0.00,0.00,94.15,52.49
vs. Swift Shocker,121.53,1.22,5.80,62.18,0.00,0.00,94.20,51.31
vs. Heavy Hunter,122.76,1.23,5.90,63.22,0.00,0.00,94.10,51.23
vs. Destroyer,-123.63,-1.24,5.85,45.32,0.00,0.00,94.15,52.35
vs. Raider,145.63,1.46,5.98,70.12,0.00,0.00,94.02,50.79
vs. Turret,-100.00,-1.00,5.92,38.35,0.00,0.00,94.08,52.80
vs. Heavy Ballista,-37.76,-0.38,3.84,48.70,0.00,0.00,96.16,52.07
vs. Gargantua,-213.31,-2.13,3.91,33.89,0.00,0.00,96.09,52.68
vs. Sniper,-48.38,-0.48,3.96,45.15,0.00,0.00,96.04,52.22
vs. Advanced Blink,-128.63,-1.29,4.08,41.48,0.00,0.00,95.92,52.39
vs. Assaultbot,-24.00,-0.24,4.02,31.93,0.00,0.00,95.98,52.78
vs. Advancedbot,-18.72,-0.19,4.05,39.72,0.00,0.00,95.95,52.46
vs. Behemoth,-86.62,-0.87,3.92,36.67,0.00,0.00,96.08,52.57
vs. Advanced Mortar,-37.35,-0.37,4.00,36.84,0.00,0.00,96.00,52.57
vs. Blaster,-26.43,-0.26,3.95,42.30,0.00,0.00,96.05,52.34
vs. Butterfly,-144.88,-1.45,8.90,44.45,0.00,0.00,91.10,52.67
vs. Dragonfly,-50.86,-0.51,8.78,52.17,0.00,0.00,91.22,51.92
vs. Falcon,-90.10,-0.90,8.80,43.70,0.00,0.00,91.20,52.74
vs. Airship,-5.94,-0.06,8.89,55.72,0.00,0.00,91.11,51.57
vs. Advanced Recall,-36.67,-0.37,8.95,44.57,0.00,0.00,91.05,52.67
vs. Mammoth,-30.68,-0.31,8.84,46.81,0.00,0.00,91.16,52.44
vs. Stinger,30.11,0.30,8.77,61.06,0.00,0.00,91.23,51.07
vs. Flak Turret,55.46,0.55,8.79,65.48,0.00,0.00,91.21,50.64
vs. Bulwark,-156.79,-1.57,3.92,38.83,0.00,0.00,96.08,52.48
vs. Katbus,-164.37,-1.64,4.04,40.04,0.00,0.00,95.96,52.44
vs. Locust,-22.96,-0.23,4.18,51.08,0.00,0.00,95.82,51.98
vs. Kraken,-1562.40,-15.62,1.55,12.99,0.00,0.00,98.45,52.56
vs. Predator,107.02,1.07,4.06,59.80,0.00,0.00,95.94,51.61
vs. Valkyrie,-10.28,-0.10,4.04,54.37,0.00,0.00,95.96,51.84
vs. Artillery,19.74,0.20,4.12,50.15,0.00,0.00,95.88,52.02
vs. Advanced Destroyer,-127.67,-1.28,4.04,40.87,0.00,0.00,95.96,52.41
vs. Shade,-29.95,-0.30,4.07,49.85,0.00,0.00,95.93,52.03
vs. Ranking,0.01,0.84,0.00,0.00,100.00,51.94,0.00,0.00
vs. Aggression,1.61,1.61,0.00,0.00,100.00,51.94,0.00,0.00
