Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Destroyer,16.74,0.17,7.15,65.60,0.00,0.00,92.85,63.52
Raider,19.05,0.19,7.06,52.79,0.00,0.00,92.94,64.49
Turret,15.06,0.15,7.05,65.04,0.00,0.00,92.95,63.56
Heavy Ballista,-64.75,-0.65,8.23,62.48,0.00,0.00,91.77,63.77
Gargantua,0.42,0.00,8.05,71.42,0.00,0.00,91.95,62.99
Sniper,-40.68,-0.41,8.32,66.15,0.00,0.00,91.68,63.44
Advanced Blink,74.48,0.74,8.28,63.69,0.00,0.00,91.72,63.66
Assaultbot,-9.46,-0.09,8.26,69.32,0.00,0.00,91.74,63.16
Advancedbot,-12.53,-0.13,8.37,64.55,0.00,0.00,91.63,63.59
Behemoth,26.34,0.26,8.42,71.22,0.00,0.00,91.58,62.97
Advanced Mortar,-65.00,-0.65,8.19,71.43,0.00,0.00,91.81,62.97
Matter,0.30,0.37,87.53,65.66,12.44,49.70,0.02,42.86
Energy,1.61,2.02,87.55,65.71,12.44,49.32,0.01,55.56
Bandwidth,-4.84,-0.24,87.78,65.66,12.19,49.30,0.03,59.09
Health,0.03,0.51,87.52,65.72,12.46,49.30,0.02,35.00
Radius,-105.25,-1.58,87.42,65.66,12.55,49.80,0.02,40.00
Speed,30.37,1.91,87.62,65.61,12.36,49.95,0.02,35.00
Damage,1.03,2.58,87.61,65.75,12.37,48.95,0.03,43.48
Duration,-513.20,-2.82,87.62,65.55,12.37,50.29,0.01,66.67
Windup,-691.74,-0.69,87.57,65.67,12.40,49.47,0.03,75.00
Recoil,-229.32,-0.57,87.46,65.76,12.52,49.09,0.02,46.67
WeaponSpeed,-3.16,-0.63,87.64,65.78,12.34,48.70,0.01,50.00
Range,36.06,4.33,87.43,65.71,12.55,49.43,0.01,54.55
Splash,56.68,1.42,87.41,65.67,12.58,49.71,0.02,69.23
Butterfly,-21.97,-0.22,3.54,54.26,0.00,0.00,96.46,64.01
Dragonfly,-30.63,-0.31,3.44,52.79,0.00,0.00,96.56,64.05
Falcon,-3.59,-0.04,3.36,57.71,0.00,0.00,96.64,63.87
Airship,-55.09,-0.55,3.39,53.23,0.00,0.00,96.61,64.03
Advanced Recall,-6.65,-0.07,3.40,57.74,0.00,0.00,96.60,63.88
Mammoth,38.24,0.38,3.46,60.53,0.00,0.00,96.54,63.78
Stinger,-53.14,-0.53,3.44,49.08,0.00,0.00,96.56,64.19
Flak Turret,-15.51,-0.16,3.45,55.32,0.00,0.00,96.55,63.97
Bulwark,-23.84,-0.24,3.00,62.31,0.00,0.00,97.00,63.71
Katbus,-32.19,-0.32,3.16,61.47,0.00,0.00,96.84,63.74
Locust,-19.79,-0.20,3.27,50.16,0.00,0.00,96.73,64.12
Kraken,-597.76,-5.98,1.30,87.32,0.00,0.00,98.70,63.36
Predator,-80.87,-0.81,3.16,51.58,0.00,0.00,96.84,64.06
Valkyrie,-51.69,-0.52,3.08,54.19,0.00,0.00,96.92,63.97
Artillery,-49.35,-0.49,3.11,56.80,0.00,0.00,96.89,63.89
Advanced Destroyer,-15.12,-0.15,3.10,61.03,0.00,0.00,96.90,63.75
Shade,-90.99,-0.91,3.14,56.26,0.00,0.00,96.86,63.91
Ranking,0.00,0.03,0.00,0.00,100.00,63.67,0.00,0.00
Aggression,0.20,0.20,0.00,0.00,100.00,63.67,0.00,0.00
vs. Crab,11.39,0.11,13.35,59.70,0.00,0.00,86.65,64.28
vs. Hunter,58.93,0.59,13.37,68.52,0.00,0.00,86.63,62.92
vs. Guardian Shield,-18.85,-0.19,12.95,61.71,0.00,0.00,87.05,63.96
vs. Recall,13.23,0.13,13.25,58.17,0.00,0.00,86.75,64.51
vs. Recall Hunter,48.61,0.49,13.10,68.58,0.00,0.00,86.90,62.93
vs. Scorpion,5.51,0.06,13.26,57.69,0.00,0.00,86.74,64.58
vs. Beetle,57.24,0.57,13.30,67.75,0.00,0.00,86.70,63.04
vs. Blink,25.44,0.25,13.22,61.89,0.00,0.00,86.78,63.94
vs. Blink Hunter,61.99,0.62,13.41,69.96,0.00,0.00,86.59,62.69
vs. Gunbot,14.43,0.14,13.45,62.09,0.00,0.00,86.55,63.91
vs. Missilebot,59.44,0.59,13.43,69.05,0.00,0.00,86.57,62.83
vs. Wasp,3.89,0.04,13.35,58.99,0.00,0.00,86.65,64.39
vs. Hornet,57.19,0.57,13.34,70.58,0.00,0.00,86.66,62.60
vs. Knight,-18.09,-0.18,13.21,55.64,0.00,0.00,86.79,64.89
vs. Crossbow,59.27,0.59,13.27,65.29,0.00,0.00,86.73,63.42
vs. Ballista,132.15,1.32,5.98,70.48,0.00,0.00,94.02,63.23
vs. King Crab,-6.60,-0.07,5.99,66.20,0.00,0.00,94.01,63.51
vs. Crusader,-89.53,-0.90,5.84,58.47,0.00,0.00,94.16,63.99
vs. Bomber,19.22,0.19,5.87,66.95,0.00,0.00,94.13,63.46
vs. Shocker,112.99,1.13,5.86,68.10,0.00,0.00,94.14,63.39
vs. Recall Shocker,-18.80,-0.19,5.76,59.85,0.00,0.00,94.24,63.90
vs. Mortar,-168.82,-1.69,6.00,43.55,0.00,0.00,94.00,64.95
vs. Swift Shocker,121.18,1.21,5.91,70.39,0.00,0.00,94.09,63.24
vs. Heavy Hunter,138.00,1.38,6.00,70.39,0.00,0.00,94.00,63.24
vs. Destroyer,120.55,1.21,6.10,66.00,0.00,0.00,93.90,63.52
vs. Raider,140.34,1.40,5.91,75.03,0.00,0.00,94.09,62.95
vs. Turret,-183.93,-1.84,5.98,50.83,0.00,0.00,94.02,64.48
vs. Heavy Ballista,-300.15,-3.00,6.37,50.33,0.00,0.00,93.63,64.57
vs. Gargantua,-357.86,-3.58,6.46,40.36,0.00,0.00,93.54,65.28
vs. Sniper,-177.36,-1.77,6.54,44.44,0.00,0.00,93.46,65.01
vs. Advanced Blink,24.83,0.25,6.64,60.59,0.00,0.00,93.36,63.89
vs. Assaultbot,4.23,0.04,6.48,50.94,0.00,0.00,93.52,64.55
vs. Advancedbot,28.66,0.29,6.52,60.97,0.00,0.00,93.48,63.85
vs. Behemoth,-161.55,-1.62,6.50,42.03,0.00,0.00,93.50,65.17
vs. Advanced Mortar,-186.99,-1.87,6.57,38.09,0.00,0.00,93.43,65.46
vs. Blaster,-49.60,-0.50,6.47,50.05,0.00,0.00,93.53,64.61
vs. Butterfly,188.73,1.89,8.99,72.96,0.00,0.00,91.01,62.75
vs. Dragonfly,151.75,1.52,8.93,73.06,0.00,0.00,91.07,62.75
vs. Falcon,122.85,1.23,8.89,66.46,0.00,0.00,91.11,63.39
vs. Airship,184.34,1.84,8.80,75.22,0.00,0.00,91.20,62.55
vs. Advanced Recall,51.06,0.51,8.70,69.29,0.00,0.00,91.30,63.13
vs. Mammoth,-82.50,-0.83,8.70,60.45,0.00,0.00,91.30,63.97
vs. Stinger,163.34,1.63,8.75,76.05,0.00,0.00,91.25,62.48
vs. Flak Turret,-24.01,-0.24,8.83,75.03,0.00,0.00,91.17,62.57
vs. Bulwark,-208.78,-2.09,6.43,53.17,0.00,0.00,93.57,64.39
vs. Katbus,-368.44,-3.68,6.48,49.85,0.00,0.00,93.52,64.62
vs. Locust,73.82,0.74,6.54,73.12,0.00,0.00,93.46,63.01
vs. Kraken,-4074.34,-40.74,3.04,8.78,0.00,0.00,96.96,65.39
vs. Predator,104.51,1.05,6.65,72.23,0.00,0.00,93.35,63.06
vs. Valkyrie,162.79,1.63,6.63,74.07,0.00,0.00,93.37,62.93
vs. Artillery,-143.12,-1.43,6.53,54.28,0.00,0.00,93.47,64.32
vs. Advanced Destroyer,-35.71,-0.36,6.43,60.43,0.00,0.00,93.57,63.89
vs. Shade,81.44,0.81,6.60,66.76,0.00,0.00,93.40,63.45
vs. Ranking,0.00,0.13,0.00,0.00,100.00,63.67,0.00,0.00
vs. Aggression,0.07,0.07,0.00,0.00,100.00,63.67,0.00,0.00
