Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,315.93,0.00,3.8,65.4,4.0,40.4,92.3,51.1
Gargantua,1011.20,0.16,4.1,62.6,4.2,33.5,91.8,51.5
Value,1011.20,0.00,4.1,62.6,4.2,33.5,91.8,51.5
Butterfly,-54.60,-1.12,4.8,46.8,4.9,53.9,90.3,51.3
Value,-54.60,0.00,4.8,46.8,4.9,53.9,90.3,51.3
Dragonfly,128.13,-0.71,4.4,57.4,5.2,44.8,90.4,51.2
Value,128.13,0.00,4.4,57.4,5.2,44.8,90.4,51.2
Falcon,310.53,-0.29,5.2,68.2,4.8,34.8,89.9,51.1
Value,310.53,0.00,5.2,68.2,4.8,34.8,89.9,51.1
Airship,182.60,-0.58,5.3,59.1,4.9,44.0,89.8,51.1
Value,182.60,0.00,5.3,59.1,4.9,44.0,89.8,51.1
Advanced Recall,110.13,-0.37,4.8,57.9,4.5,46.1,90.6,51.1
Value,110.13,0.00,4.8,57.9,4.5,46.1,90.6,51.1
Mammoth,303.76,-0.31,5.4,57.4,4.6,39.6,90.0,51.4
Value,303.76,0.00,5.4,57.4,4.6,39.6,90.0,51.4
Stinger,-89.34,-1.20,4.8,41.5,5.0,51.0,90.2,51.7
Value,-89.34,0.00,4.8,41.5,5.0,51.0,90.2,51.7
Flak Turret,-73.75,-1.16,5.2,56.4,4.9,51.8,89.9,50.8
Value,-73.75,0.00,5.2,56.4,4.9,51.8,89.9,50.8
Bulwark,539.96,-0.38,2.3,64.4,1.9,39.7,95.7,51.1
Value,539.96,0.00,2.3,64.4,1.9,39.7,95.7,51.1
Katbus,801.83,-0.08,2.0,69.6,1.9,31.5,96.2,51.2
Value,801.83,0.00,2.0,69.6,1.9,31.5,96.2,51.2
Locust,52.35,-0.70,1.9,58.6,2.1,43.7,96.0,51.2
Value,52.35,0.00,1.9,58.6,2.1,43.7,96.0,51.2
Kraken,10667.28,0.02,1.9,87.0,2.2,13.6,95.9,51.3
Value,10667.28,0.00,1.9,87.0,2.2,13.6,95.9,51.3
Valkyrie,218.27,-0.50,2.0,59.0,1.6,39.1,96.4,51.2
Value,218.27,0.00,2.0,59.0,1.6,39.1,96.4,51.2
Artillery,231.42,-0.47,2.1,60.4,2.0,42.2,95.9,51.2
Value,231.42,0.00,2.1,60.4,2.0,42.2,95.9,51.2
Advancedbot,52.36,0.05,2.1,63.7,2.1,40.0,95.8,51.1
Value,52.36,0.00,2.1,63.7,2.1,40.0,95.8,51.1
Advanced Destroyer,291.04,-0.33,2.1,65.0,2.2,36.5,95.8,51.2
Value,291.04,0.00,2.1,65.0,2.2,36.5,95.8,51.2
Skill,0.00,0.00,48.6,51.0,51.4,51.4,0.0,0.0
