Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Heavy Hunter,-4.01,-0.04,4.23,41.70,0.00,0.00,95.77,46.36
Destroyer,42.15,0.42,4.23,48.58,0.00,0.00,95.77,46.06
Raider,-4.23,-0.04,4.27,32.99,0.00,0.00,95.73,46.75
Turret,7.11,0.07,4.24,56.08,0.00,0.00,95.76,45.73
Heavy Ballista,117.70,1.18,2.80,56.03,0.00,0.00,97.20,45.88
Gargantua,95.15,0.95,2.84,63.29,0.00,0.00,97.16,45.67
Sniper,44.25,0.44,2.87,58.67,0.00,0.00,97.13,45.80
Advanced Blink,69.55,0.70,2.82,50.37,0.00,0.00,97.18,46.05
Assaultbot,13.64,0.14,2.86,62.08,0.00,0.00,97.14,45.70
Advancedbot,4.68,0.05,2.91,56.68,0.00,0.00,97.09,45.85
Behemoth,113.87,1.14,2.83,62.78,0.00,0.00,97.17,45.68
Advanced Mortar,22.50,0.23,2.84,65.96,0.00,0.00,97.16,45.59
Blaster,25.00,0.25,2.85,60.70,0.00,0.00,97.15,45.74
Butterfly,18.47,0.18,6.36,46.22,0.00,0.00,93.64,46.16
Dragonfly,-0.25,-0.00,6.31,45.33,0.00,0.00,93.69,46.22
Falcon,33.68,0.34,6.36,55.83,0.00,0.00,93.64,45.51
Airship,-14.35,-0.14,6.27,43.83,0.00,0.00,93.73,46.32
Advanced Recall,23.94,0.24,6.32,52.12,0.00,0.00,93.68,45.77
Mammoth,118.39,1.18,6.36,55.04,0.00,0.00,93.64,45.57
Stinger,14.52,0.15,6.27,37.50,0.00,0.00,93.73,46.75
Flak Turret,-14.87,-0.15,6.30,36.75,0.00,0.00,93.70,46.80
Bulwark,44.08,0.44,2.82,59.35,0.00,0.00,97.18,45.79
Katbus,100.16,1.00,2.90,58.80,0.00,0.00,97.10,45.79
Locust,3.21,0.03,2.98,45.24,0.00,0.00,97.02,46.20
Kraken,656.52,6.57,1.19,86.73,0.00,0.00,98.81,45.68
Predator,-10.48,-0.10,2.90,41.50,0.00,0.00,97.10,46.31
Valkyrie,-6.16,-0.06,2.89,45.51,0.00,0.00,97.11,46.19
Artillery,48.59,0.49,2.90,55.65,0.00,0.00,97.10,45.88
Advanced Destroyer,36.91,0.37,2.90,52.27,0.00,0.00,97.10,45.99
Shade,38.89,0.39,2.91,51.34,0.00,0.00,97.09,46.01
Ranking,0.01,0.89,0.00,0.00,100.00,46.17,0.00,0.00
Aggression,0.92,0.92,0.00,0.00,100.00,46.17,0.00,0.00
vs. Crab,-34.68,-0.35,13.37,38.26,0.00,0.00,86.63,47.39
vs. Hunter,8.19,0.08,13.34,51.82,0.00,0.00,86.66,45.30
vs. Guardian Shield,112.47,1.12,13.22,48.29,0.00,0.00,86.78,45.84
vs. Recall,-32.64,-0.33,13.38,36.94,0.00,0.00,86.62,47.59
vs. Recall Hunter,13.36,0.13,13.27,54.88,0.00,0.00,86.73,44.83
vs. Scorpion,-21.52,-0.22,13.28,34.78,0.00,0.00,86.72,47.91
vs. Beetle,1.63,0.02,13.25,49.84,0.00,0.00,86.75,45.61
vs. Blink,-29.47,-0.29,13.27,40.19,0.00,0.00,86.73,47.08
vs. Blink Hunter,26.62,0.27,13.31,59.08,0.00,0.00,86.69,44.18
vs. Gunbot,-13.26,-0.13,13.26,38.76,0.00,0.00,86.74,47.30
vs. Missilebot,6.52,0.07,13.35,51.16,0.00,0.00,86.65,45.40
vs. Wasp,-11.62,-0.12,13.38,40.31,0.00,0.00,86.62,47.07
vs. Hornet,24.43,0.24,13.38,58.28,0.00,0.00,86.62,44.30
vs. Knight,-66.31,-0.66,13.25,37.02,0.00,0.00,86.75,47.56
vs. Crossbow,15.64,0.16,13.39,52.84,0.00,0.00,86.61,45.14
vs. Ballista,-61.46,-0.61,4.25,50.89,0.00,0.00,95.75,45.96
vs. King Crab,-59.20,-0.59,4.28,49.41,0.00,0.00,95.72,46.02
vs. Crusader,-101.55,-1.02,4.29,43.65,0.00,0.00,95.71,46.28
vs. Bomber,-47.63,-0.48,4.27,44.81,0.00,0.00,95.73,46.23
vs. Shocker,-98.14,-0.98,4.28,47.40,0.00,0.00,95.72,46.11
vs. Recall Shocker,-124.93,-1.25,4.17,43.06,0.00,0.00,95.83,46.30
vs. Mortar,-167.70,-1.68,4.28,32.53,0.00,0.00,95.72,46.78
vs. Swift Shocker,-54.87,-0.55,4.19,50.82,0.00,0.00,95.81,45.96
vs. Heavy Hunter,20.25,0.20,4.23,50.66,0.00,0.00,95.77,45.97
vs. Destroyer,-42.22,-0.42,4.16,48.88,0.00,0.00,95.84,46.05
vs. Raider,103.43,1.03,4.24,64.39,0.00,0.00,95.76,45.36
vs. Turret,-127.95,-1.28,4.22,39.46,0.00,0.00,95.78,46.46
vs. Heavy Ballista,-298.99,-2.99,2.81,39.22,0.00,0.00,97.19,46.37
vs. Gargantua,-275.06,-2.75,2.78,28.96,0.00,0.00,97.22,46.66
vs. Sniper,-152.14,-1.52,2.82,36.86,0.00,0.00,97.18,46.44
vs. Advanced Blink,-40.63,-0.41,2.85,42.94,0.00,0.00,97.15,46.26
vs. Assaultbot,-24.63,-0.25,2.87,34.52,0.00,0.00,97.13,46.51
vs. Advancedbot,-22.00,-0.22,2.85,33.96,0.00,0.00,97.15,46.53
vs. Behemoth,-123.82,-1.24,2.84,32.03,0.00,0.00,97.16,46.58
vs. Advanced Mortar,-157.96,-1.58,2.85,25.70,0.00,0.00,97.15,46.77
vs. Blaster,-156.56,-1.57,2.87,31.94,0.00,0.00,97.13,46.59
vs. Butterfly,212.58,2.13,6.26,61.64,0.00,0.00,93.74,45.13
vs. Dragonfly,207.67,2.08,6.34,60.37,0.00,0.00,93.66,45.21
vs. Falcon,34.60,0.35,6.33,49.57,0.00,0.00,93.67,45.94
vs. Airship,221.82,2.22,6.35,59.72,0.00,0.00,93.65,45.25
vs. Advanced Recall,-43.46,-0.43,6.39,46.34,0.00,0.00,93.61,46.16
vs. Mammoth,-140.05,-1.40,6.38,43.50,0.00,0.00,93.62,46.35
vs. Stinger,12.69,0.13,6.34,60.68,0.00,0.00,93.66,45.18
vs. Flak Turret,38.99,0.39,6.28,62.49,0.00,0.00,93.72,45.07
vs. Bulwark,-256.93,-2.57,2.88,34.93,0.00,0.00,97.12,46.50
vs. Katbus,-344.66,-3.45,2.88,36.94,0.00,0.00,97.12,46.44
vs. Locust,63.28,0.63,2.88,57.33,0.00,0.00,97.12,45.84
vs. Kraken,-2899.84,-29.00,1.18,8.59,0.00,0.00,98.82,46.62
vs. Predator,5.60,0.06,2.92,54.70,0.00,0.00,97.08,45.91
vs. Valkyrie,179.98,1.80,2.91,55.80,0.00,0.00,97.09,45.88
vs. Artillery,-168.34,-1.68,2.89,42.37,0.00,0.00,97.11,46.28
vs. Advanced Destroyer,-108.30,-1.08,2.86,46.82,0.00,0.00,97.14,46.15
vs. Shade,-26.57,-0.27,2.90,48.78,0.00,0.00,97.10,46.09
vs. Ranking,0.01,0.92,0.00,0.00,100.00,46.17,0.00,0.00
vs. Aggression,0.86,0.86,0.00,0.00,100.00,46.17,0.00,0.00
