Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Heavy Ballista,-36.74,-0.37,3.99,33.21,0.00,0.00,96.01,39.18
vs. Gargantua,-35.64,-0.36,4.05,21.27,0.00,0.00,95.95,39.69
vs. Sniper,-17.18,-0.17,3.95,33.03,0.00,0.00,96.05,39.19
vs. Advanced Blink,-18.34,-0.18,4.10,32.67,0.00,0.00,95.90,39.21
vs. Assaultbot,-2.17,-0.02,4.13,28.50,0.00,0.00,95.87,39.39
vs. Advancedbot,-3.42,-0.03,4.03,24.53,0.00,0.00,95.97,39.55
vs. Behemoth,-9.90,-0.10,4.09,27.31,0.00,0.00,95.91,39.44
vs. Advanced Mortar,-17.76,-0.18,4.04,20.92,0.00,0.00,95.96,39.70
vs. Blaster,-18.35,-0.18,4.03,24.06,0.00,0.00,95.97,39.57
vs. Butterfly,18.03,0.18,8.82,43.63,0.00,0.00,91.18,38.49
vs. Dragonfly,137.84,1.38,8.90,49.40,0.00,0.00,91.10,37.92
vs. Falcon,235.71,2.36,8.88,48.62,0.00,0.00,91.12,38.00
vs. Airship,166.27,1.66,8.81,49.99,0.00,0.00,91.19,37.87
vs. Advanced Recall,-6.29,-0.06,8.77,37.33,0.00,0.00,91.23,39.10
vs. Mammoth,-7.29,-0.07,8.85,35.00,0.00,0.00,91.15,39.32
vs. Stinger,-14.15,-0.14,8.74,49.23,0.00,0.00,91.26,37.96
vs. Flak Turret,-27.72,-0.28,8.85,49.84,0.00,0.00,91.15,37.88
vs. Bulwark,458.48,4.58,4.03,44.41,0.00,0.00,95.97,38.71
vs. Katbus,433.61,4.34,4.07,44.69,0.00,0.00,95.93,38.70
vs. Locust,42.81,0.43,4.18,48.62,0.00,0.00,95.82,38.52
vs. Kraken,1812.88,18.13,1.58,23.31,0.00,0.00,98.42,39.19
vs. Predator,-21.53,-0.22,4.12,44.11,0.00,0.00,95.88,38.72
vs. Valkyrie,155.42,1.55,4.07,50.27,0.00,0.00,95.93,38.46
vs. Artillery,-11.34,-0.11,4.07,38.68,0.00,0.00,95.93,38.95
vs. Advanced Destroyer,-19.70,-0.20,4.10,37.46,0.00,0.00,95.90,39.01
vs. Shade,221.97,2.22,4.07,45.79,0.00,0.00,95.93,38.65
vs. Ranking,0.00,0.20,0.00,0.00,100.00,38.94,0.00,0.00
vs. Aggression,0.12,0.12,0.00,0.00,100.00,38.94,0.00,0.00
