Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,323.29,0.00,3.3,55.4,3.5,48.3,93.1,50.0
Bomber,104.22,-0.40,3.5,58.2,3.4,41.8,93.2,50.1
Value,104.22,0.00,3.5,58.2,3.4,41.8,93.2,50.1
Shocker,120.28,-0.73,3.3,50.1,3.5,54.7,93.2,50.0
Value,120.28,0.00,3.3,50.1,3.5,54.7,93.2,50.0
Recall Shocker,-19.70,-1.05,3.5,41.9,3.3,59.2,93.2,50.1
Value,-19.70,0.00,3.5,41.9,3.3,59.2,93.2,50.1
Mortar,259.37,-0.41,3.5,55.4,3.4,45.4,93.1,50.1
Value,259.37,0.00,3.5,55.4,3.4,45.4,93.1,50.1
Swift Shocker,4.00,-0.99,3.5,45.9,3.4,59.4,93.1,50.0
Value,4.00,0.00,3.5,45.9,3.4,59.4,93.1,50.0
Heavy Hunter,15.18,-0.97,4.1,45.4,4.3,54.9,91.6,50.1
Value,15.18,0.00,4.1,45.4,4.3,54.9,91.6,50.1
Destroyer,267.39,-0.39,3.2,50.6,3.4,44.9,93.4,50.3
Value,267.39,0.00,3.2,50.6,3.4,44.9,93.4,50.3
Raider,-284.56,-1.65,3.3,31.5,3.4,69.5,93.3,50.1
Value,-284.56,0.00,3.3,31.5,3.4,69.5,93.3,50.1
Turret,55.60,-0.75,3.6,49.6,3.5,50.1,92.9,50.2
Value,55.60,0.00,3.6,49.6,3.5,50.1,92.9,50.2
Heavy Ballista,438.77,-0.50,2.3,51.5,2.2,47.9,95.4,50.2
Value,438.77,0.00,2.3,51.5,2.2,47.9,95.4,50.2
Predator,-19.70,-1.05,2.1,42.2,2.2,57.9,95.6,50.1
Value,-19.70,0.00,2.1,42.2,2.2,57.9,95.6,50.1
Sniper,386.67,-0.12,2.2,58.2,2.4,45.8,95.4,50.1
Value,386.67,0.00,2.2,58.2,2.4,45.8,95.4,50.1
Advanced Blink,197.82,0.13,2.4,62.8,2.3,40.7,95.3,50.1
Value,197.82,0.00,2.4,62.8,2.3,40.7,95.3,50.1
Assaultbot,65.32,0.31,2.3,67.1,2.4,39.7,95.3,50.0
Value,65.32,0.00,2.3,67.1,2.4,39.7,95.3,50.0
Behemoth,306.90,0.23,2.3,62.3,2.2,40.2,95.5,50.1
Value,306.90,0.00,2.3,62.3,2.2,40.2,95.5,50.1
Gargantua,1055.04,0.21,2.3,62.8,2.1,37.3,95.6,50.1
Value,1055.04,0.00,2.3,62.8,2.1,37.3,95.6,50.1
Butterfly,-0.61,-1.00,4.2,43.3,3.9,57.4,92.0,50.1
Value,-0.61,0.00,4.2,43.3,3.9,57.4,92.0,50.1
Dragonfly,73.04,-0.83,4.1,50.0,4.0,48.8,91.9,50.2
Value,73.04,0.00,4.1,50.0,4.0,48.8,91.9,50.2
Falcon,291.29,-0.33,4.1,60.0,4.3,40.2,91.6,50.2
Value,291.29,0.00,4.1,60.0,4.3,40.2,91.6,50.2
Airship,79.96,-0.82,4.1,49.9,4.1,50.3,91.8,50.2
Value,79.96,0.00,4.1,49.9,4.1,50.3,91.8,50.2
Advanced Recall,125.18,-0.28,4.1,56.0,4.1,44.6,91.8,50.1
Value,125.18,0.00,4.1,56.0,4.1,44.6,91.8,50.1
Mammoth,349.80,-0.20,4.2,57.0,4.2,41.0,91.6,50.3
Value,349.80,0.00,4.2,57.0,4.2,41.0,91.6,50.3
Stinger,-37.36,-1.09,4.1,42.0,4.0,59.0,91.9,50.1
Value,-37.36,0.00,4.1,42.0,4.0,59.0,91.9,50.1
Flak Turret,41.00,-0.91,4.2,49.0,4.2,51.5,91.7,50.1
Value,41.00,0.00,4.2,49.0,4.2,51.5,91.7,50.1
Bulwark,605.42,-0.31,2.0,58.6,2.0,42.9,96.0,50.1
Value,605.42,0.00,2.0,58.6,2.0,42.9,96.0,50.1
Katbus,738.23,-0.16,1.9,63.5,2.0,40.9,96.1,50.1
Value,738.23,0.00,1.9,63.5,2.0,40.9,96.1,50.1
Locust,53.89,-0.69,1.9,51.7,1.9,47.4,96.3,50.2
Value,53.89,0.00,1.9,51.7,1.9,47.4,96.3,50.2
Kraken,9731.57,-0.07,2.1,73.5,2.0,28.5,95.9,50.1
Value,9731.57,0.00,2.1,73.5,2.0,28.5,95.9,50.1
Valkyrie,247.44,-0.43,2.1,56.3,2.1,45.3,95.8,50.1
Value,247.44,0.00,2.1,56.3,2.1,45.3,95.8,50.1
Artillery,185.97,-0.57,1.8,51.2,2.0,50.8,96.2,50.1
Value,185.97,0.00,1.8,51.2,2.0,50.8,96.2,50.1
Advancedbot,69.53,0.39,1.9,68.0,2.0,39.7,96.1,50.0
Value,69.53,0.00,1.9,68.0,2.0,39.7,96.1,50.0
Advanced Destroyer,300.36,-0.31,2.0,56.6,2.0,42.3,96.1,50.2
Value,300.36,0.00,2.0,56.6,2.0,42.3,96.1,50.2
Skill,-0.01,-0.01,49.9,50.2,50.1,50.1,0.0,0.0
