Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
WeaponSpeed,-5.45,-1.09,86.76,55.11,13.22,49.49,0.02,50.00
Range,49.07,3.93,86.93,55.17,13.05,48.98,0.02,42.86
Splash,63.74,1.59,86.76,55.24,13.21,48.64,0.03,46.15
Ranking,0.00,0.31,0.00,0.00,100.00,54.36,0.00,0.00
Aggression,-0.21,-0.21,0.00,0.00,100.00,54.36,0.00,0.00
vs. Crab,30.23,0.30,13.36,52.97,0.00,0.00,86.64,54.58
vs. Hunter,45.31,0.45,13.39,54.09,0.00,0.00,86.61,54.40
vs. Guardian Shield,304.06,3.04,12.95,57.48,0.00,0.00,87.05,53.90
vs. Recall,44.17,0.44,13.31,54.83,0.00,0.00,86.69,54.29
vs. Recall Hunter,45.39,0.45,13.25,55.17,0.00,0.00,86.75,54.24
vs. Scorpion,16.37,0.16,13.52,51.69,0.00,0.00,86.48,54.78
vs. Beetle,28.45,0.28,13.43,52.33,0.00,0.00,86.57,54.68
vs. Blink,50.25,0.50,13.23,59.02,0.00,0.00,86.77,53.65
vs. Blink Hunter,61.88,0.62,13.32,57.97,0.00,0.00,86.68,53.81
vs. Gunbot,24.71,0.25,13.02,56.96,0.00,0.00,86.98,53.97
vs. Missilebot,44.07,0.44,13.23,53.30,0.00,0.00,86.77,54.52
vs. Wasp,10.85,0.11,13.34,55.12,0.00,0.00,86.66,54.24
vs. Hornet,54.04,0.54,13.25,56.75,0.00,0.00,86.75,54.00
vs. Knight,17.25,0.17,13.34,50.83,0.00,0.00,86.66,54.91
vs. Crossbow,-52.35,-0.52,13.32,47.69,0.00,0.00,86.68,55.39
vs. Ballista,193.33,1.93,5.95,62.65,0.00,0.00,94.05,53.84
vs. King Crab,21.05,0.21,5.95,57.04,0.00,0.00,94.05,54.19
vs. Crusader,-35.51,-0.36,6.00,50.37,0.00,0.00,94.00,54.62
vs. Bomber,72.59,0.73,6.12,59.45,0.00,0.00,93.88,54.03
vs. Shocker,183.56,1.84,6.03,60.08,0.00,0.00,93.97,54.00
vs. Recall Shocker,174.01,1.74,5.84,58.19,0.00,0.00,94.16,54.12
vs. Mortar,181.30,1.81,5.96,53.04,0.00,0.00,94.04,54.45
vs. Swift Shocker,174.46,1.74,5.85,62.38,0.00,0.00,94.15,53.86
vs. Heavy Hunter,-48.18,-0.48,5.86,48.69,0.00,0.00,94.14,54.72
vs. Destroyer,183.00,1.83,6.03,60.00,0.00,0.00,93.97,54.00
vs. Raider,228.68,2.29,5.83,68.62,0.00,0.00,94.17,53.48
vs. Turret,74.01,0.74,5.93,60.49,0.00,0.00,94.07,53.98
vs. Heavy Ballista,114.31,1.14,6.27,50.54,0.00,0.00,93.73,54.62
vs. Gargantua,-336.02,-3.36,6.42,28.41,0.00,0.00,93.58,56.14
vs. Sniper,214.75,2.15,6.40,54.52,0.00,0.00,93.60,54.35
vs. Advanced Blink,-41.42,-0.41,6.29,48.11,0.00,0.00,93.71,54.78
vs. Assaultbot,20.73,0.21,6.42,50.75,0.00,0.00,93.58,54.61
vs. Advancedbot,-3.13,-0.03,6.45,38.43,0.00,0.00,93.55,55.46
vs. Behemoth,-105.83,-1.06,6.44,39.04,0.00,0.00,93.56,55.42
vs. Advanced Mortar,-168.96,-1.69,6.46,29.96,0.00,0.00,93.54,56.05
vs. Blaster,-138.27,-1.38,6.36,35.26,0.00,0.00,93.64,55.66
vs. Butterfly,8.40,0.08,9.02,60.48,0.00,0.00,90.98,53.76
vs. Dragonfly,-100.00,-1.00,9.05,52.81,0.00,0.00,90.95,54.52
vs. Falcon,8.75,0.09,8.85,55.05,0.00,0.00,91.15,54.30
vs. Airship,-134.89,-1.35,9.05,47.86,0.00,0.00,90.95,55.01
vs. Advanced Recall,97.78,0.98,8.82,61.79,0.00,0.00,91.18,53.64
vs. Mammoth,-43.55,-0.44,9.06,47.85,0.00,0.00,90.94,55.01
vs. Stinger,259.79,2.60,8.90,68.67,0.00,0.00,91.10,52.96
vs. Flak Turret,-120.32,-1.20,8.89,54.64,0.00,0.00,91.11,54.33
vs. Bulwark,-232.94,-2.33,6.31,35.14,0.00,0.00,93.69,55.66
vs. Katbus,1.88,0.02,6.50,46.08,0.00,0.00,93.50,54.94
vs. Locust,-50.84,-0.51,6.52,50.46,0.00,0.00,93.48,54.63
vs. Kraken,-2137.54,-21.38,2.92,8.21,0.00,0.00,97.08,55.75
vs. Predator,-107.93,-1.08,6.44,48.35,0.00,0.00,93.56,54.78
vs. Valkyrie,-152.54,-1.53,6.54,44.61,0.00,0.00,93.46,55.04
vs. Artillery,185.75,1.86,6.48,52.86,0.00,0.00,93.52,54.47
vs. Advanced Destroyer,189.02,1.89,6.48,56.17,0.00,0.00,93.52,54.24
vs. Shade,-11.38,-0.11,6.61,50.58,0.00,0.00,93.39,54.63
vs. Ranking,0.01,0.63,0.00,0.00,100.00,54.36,0.00,0.00
vs. Aggression,0.00,0.00,0.00,0.00,100.00,54.36,0.00,0.00
