Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,100.81,0.00,5.9,56.2,4.1,63.6,90.0,45.5
Destroyer,435.54,-0.00,4.8,46.2,3.0,37.5,92.2,47.2
Value,435.54,0.00,4.8,46.2,3.0,37.5,92.2,47.2
Raider,-310.64,-1.71,3.7,40.0,3.7,80.0,92.6,45.8
Value,-310.64,0.00,3.7,40.0,3.7,80.0,92.6,45.8
Turret,115.83,-0.49,3.3,77.8,2.6,42.9,94.1,45.8
Value,115.83,0.00,3.3,77.8,2.6,42.9,94.1,45.8
Heavy Ballista,1326.01,0.52,3.0,75.0,2.6,57.1,94.4,45.7
Value,1326.01,0.00,3.0,75.0,2.6,57.1,94.4,45.7
Predator,102.25,-0.77,2.6,57.1,3.0,62.5,94.4,46.1
Value,102.25,0.00,2.6,57.1,3.0,62.5,94.4,46.1
Sniper,289.03,-0.34,1.5,75.0,2.6,57.1,95.9,46.1
Value,289.03,0.00,1.5,75.0,2.6,57.1,95.9,46.1
Advanced Blink,225.13,0.29,1.9,80.0,1.5,25.0,96.7,46.5
Value,225.13,0.00,1.9,80.0,1.5,25.0,96.7,46.5
Assaultbot,87.93,0.76,2.2,66.7,1.5,75.0,96.3,45.9
Value,87.93,0.00,2.2,66.7,1.5,75.0,96.3,45.9
Behemoth,410.32,0.64,2.6,57.1,1.5,50.0,95.9,46.5
Value,410.32,0.00,2.6,57.1,1.5,50.0,95.9,46.5
Gargantua,2948.35,2.37,2.2,83.3,3.0,37.5,94.8,46.3
Value,2948.35,0.00,2.2,83.3,3.0,37.5,94.8,46.3
Butterfly,288.40,-0.34,2.2,66.7,4.1,45.5,93.7,46.4
Value,288.40,0.00,2.2,66.7,4.1,45.5,93.7,46.4
Dragonfly,55.69,-0.87,4.1,54.5,5.6,40.0,90.3,46.9
Value,55.69,0.00,4.1,54.5,5.6,40.0,90.3,46.9
Falcon,625.07,0.43,3.3,55.6,3.7,20.0,92.9,47.6
Value,625.07,0.00,3.3,55.6,3.7,20.0,92.9,47.6
Airship,376.44,-0.14,4.5,50.0,4.8,46.2,90.7,46.7
Value,376.44,0.00,4.5,50.0,4.8,46.2,90.7,46.7
Advanced Recall,57.12,-0.67,2.6,85.7,4.1,54.5,93.3,45.4
Value,57.12,0.00,2.6,85.7,4.1,54.5,93.3,45.4
Mammoth,338.78,-0.23,4.1,9.1,2.2,33.3,93.7,48.8
Value,338.78,0.00,4.1,9.1,2.2,33.3,93.7,48.8
Stinger,174.54,-0.60,3.0,25.0,3.7,40.0,93.3,47.8
Value,174.54,0.00,3.0,25.0,3.7,40.0,93.3,47.8
Flak Turret,-38.81,-1.09,2.6,42.9,3.3,11.1,94.1,48.2
Value,-38.81,0.00,2.6,42.9,3.3,11.1,94.1,48.2
Bulwark,1432.72,0.64,1.1,66.7,3.3,33.3,95.5,47.1
Value,1432.72,0.00,1.1,66.7,3.3,33.3,95.5,47.1
Katbus,-428.54,-1.49,3.0,50.0,2.2,33.3,94.8,47.1
Value,-428.54,0.00,3.0,50.0,2.2,33.3,94.8,47.1
Locust,108.57,-0.38,1.5,50.0,0.7,0.0,97.8,47.1
Value,108.57,0.00,1.5,50.0,0.7,0.0,97.8,47.1
Kraken,10831.52,0.03,1.5,100.0,0.7,50.0,97.8,46.0
Value,10831.52,0.00,1.5,100.0,0.7,50.0,97.8,46.0
Valkyrie,513.73,0.17,3.3,44.4,2.2,33.3,94.4,47.2
Value,513.73,0.00,3.3,44.4,2.2,33.3,94.4,47.2
Artillery,170.02,-0.61,1.5,25.0,2.2,66.7,96.3,46.7
Value,170.02,0.00,1.5,25.0,2.2,66.7,96.3,46.7
Advancedbot,91.91,0.84,3.3,66.7,1.9,20.0,94.8,46.7
Value,91.91,0.00,3.3,66.7,1.9,20.0,94.8,46.7
Advanced Destroyer,199.28,-0.54,3.7,50.0,3.3,44.4,92.9,46.8
Value,199.28,0.00,3.7,50.0,3.3,44.4,92.9,46.8
Skill,-0.11,-0.11,50.2,49.6,49.8,44.0,0.0,0.0
