Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,276.12,0.00,4.7,53.8,4.6,49.7,90.7,49.3
Falcon,450.33,0.03,4.9,60.8,4.7,39.4,90.4,49.5
Value,450.33,0.00,4.9,60.8,4.7,39.4,90.4,49.5
Airship,182.35,-0.58,5.1,48.2,5.0,50.9,89.9,49.6
Value,182.35,0.00,5.1,48.2,5.0,50.9,89.9,49.6
Advanced Recall,149.73,-0.14,5.0,50.7,4.7,43.9,90.3,49.8
Value,149.73,0.00,5.0,50.7,4.7,43.9,90.3,49.8
Mammoth,441.12,0.01,5.2,54.0,4.8,45.1,90.0,49.5
Value,441.12,0.00,5.2,54.0,4.8,45.1,90.0,49.5
Stinger,24.26,-0.94,5.0,36.6,4.9,60.3,90.0,49.7
Value,24.26,0.00,5.0,36.6,4.9,60.3,90.0,49.7
Flak Turret,150.32,-0.67,5.5,51.4,5.2,53.1,89.4,49.2
Value,150.32,0.00,5.5,51.4,5.2,53.1,89.4,49.2
Bulwark,771.78,-0.12,1.8,56.7,1.9,45.5,96.3,49.5
Value,771.78,0.00,1.8,56.7,1.9,45.5,96.3,49.5
Katbus,1238.44,0.42,2.3,63.1,2.3,34.8,95.4,49.6
Value,1238.44,0.00,2.3,63.1,2.3,34.8,95.4,49.6
Locust,128.28,-0.27,2.0,57.4,2.1,44.9,95.9,49.5
Value,128.28,0.00,2.0,57.4,2.1,44.9,95.9,49.5
Kraken,13111.52,0.25,2.2,85.9,2.2,25.8,95.6,49.2
Value,13111.52,0.00,2.2,85.9,2.2,25.8,95.6,49.2
Valkyrie,394.02,-0.10,2.4,58.5,1.9,40.8,95.8,49.5
Value,394.02,0.00,2.4,58.5,1.9,40.8,95.8,49.5
Artillery,382.33,-0.13,1.9,54.8,2.0,39.1,96.1,49.7
Value,382.33,0.00,1.9,54.8,2.0,39.1,96.1,49.7
Advancedbot,87.36,0.75,2.2,73.9,2.2,37.7,95.6,49.3
Value,87.36,0.00,2.2,73.9,2.2,37.7,95.6,49.3
Advanced Destroyer,502.03,0.15,2.3,63.7,2.1,33.8,95.6,49.6
Value,502.03,0.00,2.3,63.7,2.1,33.8,95.6,49.6
Skill,-0.02,-0.02,48.8,49.7,51.2,49.4,0.0,0.0
