Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Shocker,-49.70,-0.50,6.04,45.38,0.00,0.00,93.96,46.80
Recall Shocker,-44.04,-0.44,6.07,48.15,0.00,0.00,93.93,46.62
Mortar,-48.97,-0.49,6.10,59.46,0.00,0.00,93.90,45.89
Swift Shocker,-62.20,-0.62,6.06,44.05,0.00,0.00,93.94,46.89
Heavy Hunter,-38.08,-0.38,6.05,41.34,0.00,0.00,93.95,47.06
Destroyer,-41.66,-0.42,6.12,45.01,0.00,0.00,93.88,46.82
Raider,-39.02,-0.39,6.11,30.36,0.00,0.00,93.89,47.78
Turret,-42.12,-0.42,6.03,52.88,0.00,0.00,93.97,46.32
Heavy Ballista,-107.96,-1.08,4.80,52.79,0.00,0.00,95.20,46.41
Gargantua,-78.87,-0.79,4.66,63.28,0.00,0.00,95.34,45.90
Sniper,-52.35,-0.52,4.71,52.99,0.00,0.00,95.29,46.40
Advanced Blink,-17.68,-0.18,4.87,51.21,0.00,0.00,95.13,46.48
Assaultbot,-7.10,-0.07,4.82,59.80,0.00,0.00,95.18,46.05
Advancedbot,-7.31,-0.07,4.91,60.58,0.00,0.00,95.09,46.00
Behemoth,-15.38,-0.15,4.69,58.29,0.00,0.00,95.31,46.14
Advanced Mortar,-40.31,-0.40,4.78,65.79,0.00,0.00,95.22,45.76
Blaster,-46.43,-0.46,4.73,62.13,0.00,0.00,95.27,45.95
Butterfly,-46.01,-0.46,6.04,43.20,0.00,0.00,93.96,46.94
Dragonfly,-47.47,-0.47,6.07,44.43,0.00,0.00,93.93,46.86
Falcon,-46.07,-0.46,6.05,46.92,0.00,0.00,93.95,46.70
Airship,-44.66,-0.45,6.06,43.87,0.00,0.00,93.94,46.90
Advanced Recall,-19.32,-0.19,5.94,44.48,0.00,0.00,94.06,46.86
Mammoth,-32.52,-0.33,6.15,45.99,0.00,0.00,93.85,46.76
Stinger,-48.42,-0.48,6.12,35.43,0.00,0.00,93.88,47.45
Flak Turret,-45.61,-0.46,6.06,36.89,0.00,0.00,93.94,47.35
Bulwark,-57.87,-0.58,1.57,57.83,0.00,0.00,98.43,46.54
Katbus,-1.75,-0.02,1.52,56.64,0.00,0.00,98.48,46.56
Locust,-10.85,-0.11,1.57,45.21,0.00,0.00,98.43,46.74
Kraken,-399.80,-4.00,0.67,84.17,0.00,0.00,99.33,46.46
Predator,-31.17,-0.31,1.62,46.37,0.00,0.00,98.38,46.72
Valkyrie,-13.77,-0.14,1.53,48.48,0.00,0.00,98.47,46.69
Artillery,-28.19,-0.28,1.58,52.84,0.00,0.00,98.42,46.62
Advanced Destroyer,-22.15,-0.22,1.56,54.15,0.00,0.00,98.44,46.60
Shade,-41.59,-0.42,1.56,51.46,0.00,0.00,98.44,46.64
Ranking,0.02,1.46,0.00,0.00,100.00,46.71,0.00,0.00
Aggression,1.10,1.10,0.00,0.00,100.00,46.71,0.00,0.00
vs. Crab,22.62,0.23,13.32,44.63,0.00,0.00,86.68,47.03
vs. Hunter,31.16,0.31,13.27,51.63,0.00,0.00,86.73,45.96
vs. Guardian Shield,9.95,0.10,12.89,47.34,0.00,0.00,87.11,46.62
vs. Recall,-11.91,-0.12,13.44,37.17,0.00,0.00,86.56,48.20
vs. Recall Hunter,32.58,0.33,13.22,52.70,0.00,0.00,86.78,45.80
vs. Scorpion,11.54,0.12,13.46,42.65,0.00,0.00,86.54,47.35
vs. Beetle,31.11,0.31,13.31,50.81,0.00,0.00,86.69,46.09
vs. Blink,-6.65,-0.07,13.35,39.86,0.00,0.00,86.65,47.77
vs. Blink Hunter,50.66,0.51,13.28,56.23,0.00,0.00,86.72,45.26
vs. Gunbot,-6.69,-0.07,13.30,37.88,0.00,0.00,86.70,48.07
vs. Missilebot,29.68,0.30,13.21,51.41,0.00,0.00,86.79,46.00
vs. Wasp,7.63,0.08,13.54,46.41,0.00,0.00,86.46,46.76
vs. Hornet,37.63,0.38,13.39,55.14,0.00,0.00,86.61,45.41
vs. Knight,-38.36,-0.38,13.28,35.90,0.00,0.00,86.72,48.37
vs. Crossbow,51.14,0.51,13.34,51.34,0.00,0.00,86.66,46.00
vs. Ballista,103.45,1.03,5.92,54.96,0.00,0.00,94.08,46.20
vs. King Crab,26.99,0.27,5.85,49.98,0.00,0.00,94.15,46.51
vs. Crusader,-55.78,-0.56,5.99,42.05,0.00,0.00,94.01,47.01
vs. Bomber,2.43,0.02,5.95,52.74,0.00,0.00,94.05,46.33
vs. Shocker,74.28,0.74,5.91,52.21,0.00,0.00,94.09,46.37
vs. Recall Shocker,28.68,0.29,5.78,46.65,0.00,0.00,94.22,46.72
vs. Mortar,-46.47,-0.46,5.88,34.59,0.00,0.00,94.12,47.47
vs. Swift Shocker,119.86,1.20,5.77,55.86,0.00,0.00,94.23,46.15
vs. Heavy Hunter,131.19,1.31,5.93,56.66,0.00,0.00,94.07,46.09
vs. Destroyer,-101.08,-1.01,5.75,39.44,0.00,0.00,94.25,47.16
vs. Raider,218.25,2.18,5.94,65.83,0.00,0.00,94.06,45.51
vs. Turret,-58.10,-0.58,5.87,34.32,0.00,0.00,94.13,47.49
vs. Heavy Ballista,-116.35,-1.16,3.99,39.09,0.00,0.00,96.01,47.03
vs. Gargantua,-171.30,-1.71,4.00,28.32,0.00,0.00,96.00,47.48
vs. Sniper,-51.39,-0.51,3.97,38.54,0.00,0.00,96.03,47.05
vs. Advanced Blink,-109.18,-1.09,4.10,37.20,0.00,0.00,95.90,47.12
vs. Assaultbot,-19.27,-0.19,3.98,29.71,0.00,0.00,96.02,47.42
vs. Advancedbot,-12.18,-0.12,3.98,34.88,0.00,0.00,96.02,47.20
vs. Behemoth,-85.51,-0.86,3.97,32.05,0.00,0.00,96.03,47.32
vs. Advanced Mortar,-47.93,-0.48,3.95,29.94,0.00,0.00,96.05,47.40
vs. Blaster,-44.50,-0.44,3.96,33.60,0.00,0.00,96.04,47.25
vs. Butterfly,-120.25,-1.20,8.83,39.93,0.00,0.00,91.17,47.37
vs. Dragonfly,-46.06,-0.46,8.89,47.03,0.00,0.00,91.11,46.68
vs. Falcon,-72.20,-0.72,9.00,36.75,0.00,0.00,91.00,47.70
vs. Airship,5.55,0.06,8.87,51.98,0.00,0.00,91.13,46.20
vs. Advanced Recall,-29.81,-0.30,8.92,39.65,0.00,0.00,91.08,47.41
vs. Mammoth,-67.15,-0.67,8.91,37.91,0.00,0.00,91.09,47.57
vs. Stinger,52.76,0.53,8.82,56.50,0.00,0.00,91.18,45.77
vs. Flak Turret,76.39,0.76,8.87,60.89,0.00,0.00,91.13,45.33
vs. Bulwark,-110.86,-1.11,4.12,33.77,0.00,0.00,95.88,47.27
vs. Katbus,-132.63,-1.33,4.12,35.05,0.00,0.00,95.88,47.22
vs. Locust,-26.09,-0.26,4.12,45.12,0.00,0.00,95.88,46.78
vs. Kraken,-934.37,-9.34,1.58,9.57,0.00,0.00,98.42,47.31
vs. Predator,123.53,1.24,4.20,54.48,0.00,0.00,95.80,46.37
vs. Valkyrie,-4.35,-0.04,3.98,49.00,0.00,0.00,96.02,46.62
vs. Artillery,-8.90,-0.09,4.03,41.43,0.00,0.00,95.97,46.94
vs. Advanced Destroyer,-96.90,-0.97,4.17,37.67,0.00,0.00,95.83,47.11
vs. Shade,-36.46,-0.36,4.02,43.81,0.00,0.00,95.98,46.84
vs. Ranking,0.01,1.10,0.00,0.00,100.00,46.71,0.00,0.00
vs. Aggression,1.33,1.33,0.00,0.00,100.00,46.71,0.00,0.00
