Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Advanced Mortar,-65.76,-0.66,4.00,35.95,0.00,0.00,96.00,55.23
vs. Blaster,-29.69,-0.30,4.00,40.99,0.00,0.00,96.00,55.02
vs. Butterfly,-167.18,-1.67,8.83,49.63,0.00,0.00,91.17,54.93
vs. Dragonfly,-66.59,-0.67,8.91,55.55,0.00,0.00,91.09,54.35
vs. Falcon,-115.07,-1.15,8.86,48.02,0.00,0.00,91.14,55.09
vs. Airship,-30.04,-0.30,8.98,56.08,0.00,0.00,91.02,54.30
vs. Advanced Recall,-28.90,-0.29,8.82,49.24,0.00,0.00,91.18,54.97
vs. Mammoth,-44.78,-0.45,8.99,49.44,0.00,0.00,91.01,54.96
vs. Stinger,89.53,0.90,8.75,65.44,0.00,0.00,91.25,53.41
vs. Flak Turret,38.28,0.38,8.90,64.43,0.00,0.00,91.10,53.49
vs. Bulwark,-205.79,-2.06,4.01,37.24,0.00,0.00,95.99,55.18
vs. Katbus,-234.47,-2.34,4.08,41.10,0.00,0.00,95.92,55.03
vs. Locust,-34.77,-0.35,4.19,52.64,0.00,0.00,95.81,54.54
vs. Kraken,-2167.40,-21.67,1.62,9.44,0.00,0.00,98.38,55.20
vs. Predator,109.76,1.10,4.10,59.25,0.00,0.00,95.90,54.26
vs. Valkyrie,-35.36,-0.35,4.12,52.07,0.00,0.00,95.88,54.56
vs. Artillery,19.37,0.19,4.16,51.48,0.00,0.00,95.84,54.59
vs. Advanced Destroyer,-145.35,-1.45,4.14,43.44,0.00,0.00,95.86,54.94
vs. Shade,-49.68,-0.50,4.10,52.04,0.00,0.00,95.90,54.56
vs. Ranking,0.01,0.98,0.00,0.00,100.00,54.46,0.00,0.00
vs. Aggression,0.82,0.82,0.00,0.00,100.00,54.46,0.00,0.00
