Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
WeaponSpeed,0.00,0.02,0.00,0.00,0.00,0.00,100.00,55.25
Range,16.87,3.04,86.81,56.29,13.18,48.42,0.02,50.00
Splash,70.13,1.75,87.00,56.34,12.96,47.96,0.03,35.71
Advanced Destroyer,-5.54,-0.06,8.63,54.62,0.00,0.00,91.37,55.31
Shade,-101.64,-1.02,8.56,55.34,0.00,0.00,91.44,55.24
Ranking,-0.00,-0.02,0.00,0.00,100.00,55.25,0.00,0.00
Aggression,0.13,0.13,0.00,0.00,100.00,55.25,0.00,0.00
vs. Crab,1.20,0.01,13.18,51.09,0.00,0.00,86.82,55.88
vs. Hunter,56.14,0.56,13.39,57.84,0.00,0.00,86.61,54.85
vs. Guardian Shield,55.53,0.56,13.21,57.63,0.00,0.00,86.79,54.89
vs. Recall,9.77,0.10,13.41,53.41,0.00,0.00,86.59,55.53
vs. Recall Hunter,50.76,0.51,13.27,58.36,0.00,0.00,86.73,54.77
vs. Scorpion,-0.69,-0.01,13.30,47.83,0.00,0.00,86.70,56.39
vs. Beetle,51.79,0.52,13.31,56.74,0.00,0.00,86.69,55.02
vs. Blink,18.74,0.19,13.09,55.69,0.00,0.00,86.91,55.18
vs. Blink Hunter,61.07,0.61,13.38,60.99,0.00,0.00,86.62,54.36
vs. Gunbot,11.35,0.11,13.27,55.25,0.00,0.00,86.73,55.25
vs. Missilebot,55.98,0.56,13.38,57.51,0.00,0.00,86.62,54.90
vs. Wasp,1.94,0.02,13.37,52.66,0.00,0.00,86.63,55.65
vs. Hornet,59.59,0.60,13.21,59.73,0.00,0.00,86.79,54.57
vs. Knight,-41.21,-0.41,13.19,49.54,0.00,0.00,86.81,56.12
vs. Crossbow,41.46,0.41,13.28,54.73,0.00,0.00,86.72,55.33
vs. Ballista,130.66,1.31,6.04,63.00,0.00,0.00,93.96,54.75
vs. King Crab,-46.02,-0.46,6.07,57.30,0.00,0.00,93.93,55.12
vs. Crusader,-145.10,-1.45,5.91,49.47,0.00,0.00,94.09,55.61
vs. Bomber,22.21,0.22,5.89,57.35,0.00,0.00,94.11,55.12
vs. Shocker,121.60,1.22,5.88,62.31,0.00,0.00,94.12,54.81
vs. Recall Shocker,92.92,0.93,5.96,60.46,0.00,0.00,94.04,54.92
vs. Mortar,-125.51,-1.26,5.89,47.45,0.00,0.00,94.11,55.74
vs. Swift Shocker,123.40,1.23,5.94,62.25,0.00,0.00,94.06,54.81
vs. Heavy Hunter,144.13,1.44,6.01,57.56,0.00,0.00,93.99,55.10
vs. Destroyer,130.77,1.31,5.96,60.58,0.00,0.00,94.04,54.91
vs. Raider,140.20,1.40,6.09,68.83,0.00,0.00,93.91,54.37
vs. Turret,162.71,1.63,5.98,66.43,0.00,0.00,94.02,54.54
vs. Heavy Ballista,-194.19,-1.94,6.35,50.05,0.00,0.00,93.65,55.60
vs. Gargantua,-327.19,-3.27,6.33,33.32,0.00,0.00,93.67,56.73
vs. Sniper,-148.81,-1.49,6.42,46.23,0.00,0.00,93.58,55.87
vs. Advanced Blink,-16.17,-0.16,6.49,53.04,0.00,0.00,93.51,55.40
vs. Assaultbot,2.28,0.02,6.51,47.58,0.00,0.00,93.49,55.78
vs. Advancedbot,28.80,0.29,6.47,48.73,0.00,0.00,93.53,55.70
vs. Behemoth,-184.52,-1.85,6.43,38.50,0.00,0.00,93.57,56.40
vs. Advanced Mortar,-126.32,-1.26,6.39,33.85,0.00,0.00,93.61,56.71
vs. Blaster,48.66,0.49,6.38,44.06,0.00,0.00,93.62,56.01
vs. Butterfly,-68.40,-0.68,9.06,59.48,0.00,0.00,90.94,54.83
vs. Dragonfly,-94.81,-0.95,8.94,55.62,0.00,0.00,91.06,55.21
vs. Falcon,-144.92,-1.45,8.90,51.69,0.00,0.00,91.10,55.60
vs. Airship,-67.17,-0.67,9.20,53.76,0.00,0.00,90.80,55.40
vs. Advanced Recall,42.28,0.42,9.04,59.44,0.00,0.00,90.96,54.83
vs. Mammoth,-135.82,-1.36,9.04,48.00,0.00,0.00,90.96,55.97
vs. Stinger,153.30,1.53,9.03,67.27,0.00,0.00,90.97,54.06
vs. Flak Turret,-13.61,-0.14,9.11,61.86,0.00,0.00,90.89,54.59
vs. Bulwark,-364.09,-3.64,6.47,34.14,0.00,0.00,93.53,56.71
vs. Katbus,-363.52,-3.64,6.32,39.70,0.00,0.00,93.68,56.30
vs. Locust,-46.11,-0.46,6.37,52.71,0.00,0.00,93.63,55.42
vs. Kraken,-3558.31,-35.58,2.90,7.63,0.00,0.00,97.10,56.67
vs. Predator,116.60,1.17,6.48,56.56,0.00,0.00,93.52,55.16
vs. Valkyrie,-94.19,-0.94,6.50,50.64,0.00,0.00,93.50,55.57
vs. Artillery,-20.59,-0.21,6.57,50.85,0.00,0.00,93.43,55.56
vs. Advanced Destroyer,-24.28,-0.24,6.61,51.34,0.00,0.00,93.39,55.53
vs. Shade,-165.51,-1.66,6.65,48.07,0.00,0.00,93.35,55.76
vs. Ranking,-0.01,-0.95,0.00,0.00,100.00,55.25,0.00,0.00
vs. Aggression,-0.66,-0.66,0.00,0.00,100.00,55.25,0.00,0.00
