Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,624.90,0.00,3.2,100.0,1.6,100.0,95.2,61.7
Assaultbot,160.23,2.20,6.3,50.0,3.2,0.0,90.5,66.7
Value,160.23,0.00,6.3,50.0,3.2,0.0,90.5,66.7
Behemoth,1316.41,4.27,4.8,66.7,3.2,100.0,92.1,62.1
Value,1316.41,0.00,4.8,66.7,3.2,100.0,92.1,62.1
Gargantua,4782.76,4.47,3.2,100.0,3.2,0.0,93.7,64.4
Value,4782.76,0.00,3.2,100.0,3.2,0.0,93.7,64.4
Butterfly,652.99,0.49,6.3,75.0,7.9,80.0,85.7,61.1
Value,652.99,0.00,6.3,75.0,7.9,80.0,85.7,61.1
Dragonfly,632.22,0.45,6.3,50.0,6.3,50.0,87.3,65.5
Value,632.22,0.00,6.3,50.0,6.3,50.0,87.3,65.5
Falcon,345.33,-0.21,7.9,40.0,1.6,100.0,90.5,64.9
Value,345.33,0.00,7.9,40.0,1.6,100.0,90.5,64.9
Airship,984.59,1.25,3.2,100.0,7.9,100.0,88.9,58.9
Value,984.59,0.00,3.2,100.0,7.9,100.0,88.9,58.9
Advanced Recall,508.61,1.91,3.2,50.0,6.3,50.0,90.5,64.9
Value,508.61,0.00,3.2,50.0,6.3,50.0,90.5,64.9
Mammoth,887.31,1.03,4.8,66.7,6.3,75.0,88.9,62.5
Value,887.31,0.00,4.8,66.7,6.3,75.0,88.9,62.5
Stinger,1498.27,2.42,0.0,0.0,9.5,66.7,90.5,63.2
Value,1498.27,0.00,0.0,0.0,9.5,66.7,90.5,63.2
Flak Turret,626.44,0.39,7.9,80.0,6.3,50.0,85.7,63.0
Value,626.44,0.00,7.9,80.0,6.3,50.0,85.7,63.0
Bulwark,1703.21,0.95,1.6,100.0,4.8,33.3,93.7,64.4
Value,1703.21,0.00,1.6,100.0,4.8,33.3,93.7,64.4
Katbus,-136.74,-1.16,1.6,100.0,0.0,0.0,98.4,62.9
Value,-136.74,0.00,1.6,100.0,0.0,0.0,98.4,62.9
Locust,1370.52,6.83,3.2,0.0,0.0,0.0,96.8,65.6
Value,1370.52,0.00,3.2,0.0,0.0,0.0,96.8,65.6
Kraken,38465.99,2.66,3.2,100.0,3.2,0.0,93.7,64.4
Value,38465.99,0.00,3.2,100.0,3.2,0.0,93.7,64.4
Valkyrie,35353.11,79.81,0.0,0.0,1.6,0.0,98.4,64.5
Value,35353.11,0.00,0.0,0.0,1.6,0.0,98.4,64.5
Artillery,1056.21,1.41,0.0,0.0,3.2,100.0,96.8,62.3
Value,1056.21,0.00,0.0,0.0,3.2,100.0,96.8,62.3
Advancedbot,370.40,6.41,4.8,66.7,0.0,0.0,95.2,63.3
Value,370.40,0.00,4.8,66.7,0.0,0.0,95.2,63.3
Advanced Destroyer,1834.07,3.19,3.2,0.0,0.0,0.0,96.8,65.6
Value,1834.07,0.00,3.2,0.0,0.0,0.0,96.8,65.6
Skill,0.25,0.25,38.1,62.5,61.9,64.1,0.0,0.0
