Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Gargantua,838.05,-0.04,2.3,50.0,1.6,50.0,96.1,48.6
Value,838.05,0.00,2.3,50.0,1.6,50.0,96.1,48.6
Butterfly,223.82,-0.49,5.1,53.8,4.3,45.5,90.7,48.5
Value,223.82,0.00,5.1,53.8,4.3,45.5,90.7,48.5
Dragonfly,-313.22,-1.72,3.1,0.0,4.7,66.7,92.2,49.4
Value,-313.22,0.00,3.1,0.0,4.7,66.7,92.2,49.4
Falcon,249.16,-0.43,3.1,75.0,5.4,64.3,91.4,46.8
Value,249.16,0.00,3.1,75.0,5.4,64.3,91.4,46.8
Airship,-231.90,-1.53,3.9,40.0,3.9,70.0,92.2,48.1
Value,-231.90,0.00,3.9,40.0,3.9,70.0,92.2,48.1
Advanced Recall,132.32,-0.24,3.9,50.0,3.9,50.0,92.2,48.5
Value,132.32,0.00,3.9,50.0,3.9,50.0,92.2,48.5
Mammoth,327.37,-0.25,6.2,50.0,1.2,66.7,92.6,48.3
Value,327.37,0.00,6.2,50.0,1.2,66.7,92.6,48.3
Stinger,-193.00,-1.44,1.9,40.0,3.1,62.5,94.9,48.4
Value,-193.00,0.00,1.9,40.0,3.1,62.5,94.9,48.4
Flak Turret,-89.44,-1.20,6.6,52.9,3.5,55.6,89.9,48.1
Value,-89.44,0.00,6.6,52.9,3.5,55.6,89.9,48.1
Bulwark,-535.80,-1.61,0.8,0.0,2.3,16.7,96.9,49.8
Value,-535.80,0.00,0.8,0.0,2.3,16.7,96.9,49.8
Katbus,-129.79,-1.15,2.3,50.0,1.9,80.0,95.7,48.0
Value,-129.79,0.00,2.3,50.0,1.9,80.0,95.7,48.0
Locust,51.20,-0.71,3.5,44.4,1.6,75.0,94.9,48.4
Value,51.20,0.00,3.5,44.4,1.6,75.0,94.9,48.4
Kraken,9223.83,-0.12,1.9,60.0,1.2,33.3,96.9,48.6
Value,9223.83,0.00,1.9,60.0,1.2,33.3,96.9,48.6
Valkyrie,213.45,-0.51,3.1,37.5,1.6,50.0,95.3,49.0
Value,213.45,0.00,3.1,37.5,1.6,50.0,95.3,49.0
Artillery,53.45,-0.88,0.8,50.0,1.2,66.7,98.1,48.4
Value,53.45,0.00,0.8,50.0,1.2,66.7,98.1,48.4
Advancedbot,92.62,0.85,3.5,88.9,1.9,0.0,94.6,48.1
Value,92.62,0.00,3.5,88.9,1.9,0.0,94.6,48.1
Advanced Destroyer,304.61,-0.30,1.9,80.0,1.6,25.0,96.5,48.4
Value,304.61,0.00,1.9,80.0,1.6,25.0,96.5,48.4
Skill,-0.03,-0.03,52.9,44.9,47.1,52.9,0.0,0.0
