Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,599.60,0.00,2.4,53.3,2.4,39.0,95.2,49.7
Predator,6.85,-0.98,2.3,40.4,2.3,55.3,95.4,49.6
Value,6.85,0.00,2.3,40.4,2.3,55.3,95.4,49.6
Sniper,444.24,0.02,2.5,60.2,2.3,44.4,95.2,49.3
Value,444.24,0.00,2.5,60.2,2.3,44.4,95.2,49.3
Advanced Blink,254.93,0.46,2.2,64.4,2.3,35.3,95.5,49.5
Value,254.93,0.00,2.2,64.4,2.3,35.3,95.5,49.5
Assaultbot,58.61,0.17,2.0,60.5,2.3,37.6,95.7,49.5
Value,58.61,0.00,2.0,60.5,2.3,37.6,95.7,49.5
Behemoth,345.86,0.38,2.4,59.8,2.3,37.9,95.3,49.5
Value,345.86,0.00,2.4,59.8,2.3,37.9,95.3,49.5
Gargantua,1241.52,0.42,2.5,67.0,2.4,35.1,95.1,49.4
Value,1241.52,0.00,2.5,67.0,2.4,35.1,95.1,49.4
Butterfly,41.82,-0.90,6.5,38.9,7.0,58.9,86.5,49.5
Value,41.82,0.00,6.5,38.9,7.0,58.9,86.5,49.5
Dragonfly,216.15,-0.51,6.9,52.4,6.6,46.3,86.4,49.5
Value,216.15,0.00,6.9,52.4,6.6,46.3,86.4,49.5
Falcon,361.49,-0.17,6.9,62.7,7.1,39.3,86.0,49.3
Value,361.49,0.00,6.9,62.7,7.1,39.3,86.0,49.3
Airship,192.41,-0.56,6.5,48.8,6.3,45.9,87.1,49.8
Value,192.41,0.00,6.5,48.8,6.3,45.9,87.1,49.8
Advanced Recall,125.05,-0.29,6.7,50.3,6.8,45.8,86.4,49.7
Value,125.05,0.00,6.7,50.3,6.8,45.8,86.4,49.7
Mammoth,368.42,-0.16,7.5,52.1,6.9,42.9,85.6,49.8
Value,368.42,0.00,7.5,52.1,6.9,42.9,85.6,49.8
Stinger,23.87,-0.95,6.4,38.3,6.5,62.6,87.2,49.3
Value,23.87,0.00,6.4,38.3,6.5,62.6,87.2,49.3
Flak Turret,88.13,-0.80,49.9,46.6,50.1,52.4,0.0,0.0
Value,88.13,0.00,49.9,46.6,50.1,52.4,0.0,0.0
Bulwark,873.65,-0.00,3.6,60.1,3.7,43.2,92.7,49.3
Value,873.65,0.00,3.6,60.1,3.7,43.2,92.7,49.3
Katbus,827.77,-0.05,3.4,58.5,3.4,34.1,93.2,49.7
Value,827.77,0.00,3.4,58.5,3.4,34.1,93.2,49.7
Locust,88.20,-0.50,3.6,50.0,3.9,47.0,92.5,49.6
Value,88.20,0.00,3.6,50.0,3.9,47.0,92.5,49.6
Kraken,12682.96,0.21,3.7,81.2,3.6,19.7,92.8,49.4
Value,12682.96,0.00,3.7,81.2,3.6,19.7,92.8,49.4
Valkyrie,339.65,-0.22,3.9,58.6,3.5,44.0,92.6,49.3
Value,339.65,0.00,3.9,58.6,3.5,44.0,92.6,49.3
Artillery,248.64,-0.43,3.6,53.2,3.6,47.0,92.8,49.4
Value,248.64,0.00,3.6,53.2,3.6,47.0,92.8,49.4
Advancedbot,71.40,0.43,3.8,65.4,3.6,41.0,92.6,49.2
Value,71.40,0.00,3.8,65.4,3.6,41.0,92.6,49.2
Advanced Destroyer,322.52,-0.26,3.3,50.4,3.2,42.6,93.5,49.7
Value,322.52,0.00,3.3,50.4,3.2,42.6,93.5,49.7
Skill,0.00,0.00,49.5,50.2,50.5,48.8,0.0,0.0
