Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Splash,0.00,-0.43,0.00,0.00,0.00,0.00,100.00,57.83
Advanced Blink,55.67,0.56,8.40,54.92,0.00,0.00,91.60,58.10
Assaultbot,-5.04,-0.05,8.18,61.87,0.00,0.00,91.82,57.47
Advancedbot,7.89,0.08,8.23,64.93,0.00,0.00,91.77,57.19
Behemoth,-7.96,-0.08,8.39,62.72,0.00,0.00,91.61,57.38
Advanced Mortar,-1.06,-0.01,8.43,68.75,0.00,0.00,91.57,56.82
Blaster,-10.62,-0.11,8.31,66.15,0.00,0.00,91.69,57.07
Butterfly,-17.05,-0.17,3.39,50.59,0.00,0.00,96.61,58.08
Dragonfly,-24.13,-0.24,3.39,48.62,0.00,0.00,96.61,58.15
Falcon,-8.22,-0.08,3.34,52.57,0.00,0.00,96.66,58.01
Airship,-9.97,-0.10,3.44,50.83,0.00,0.00,96.56,58.08
Advanced Recall,0.74,0.01,3.44,52.33,0.00,0.00,96.56,58.03
Mammoth,-7.17,-0.07,3.38,54.60,0.00,0.00,96.62,57.94
Stinger,-37.79,-0.38,3.46,44.25,0.00,0.00,96.54,58.31
Flak Turret,-31.89,-0.32,3.39,51.34,0.00,0.00,96.61,58.06
Bulwark,34.51,0.35,3.10,58.79,0.00,0.00,96.90,57.80
Katbus,-38.42,-0.38,3.13,55.06,0.00,0.00,96.87,57.92
Locust,-12.11,-0.12,2.98,46.77,0.00,0.00,97.02,58.17
Kraken,-192.78,-1.93,1.35,82.25,0.00,0.00,98.65,57.49
Predator,0.46,0.00,3.18,48.11,0.00,0.00,96.82,58.15
Valkyrie,3.97,0.04,3.14,52.86,0.00,0.00,96.86,57.99
Artillery,-29.69,-0.30,3.07,50.70,0.00,0.00,96.93,58.05
Advanced Destroyer,-12.15,-0.12,3.06,52.27,0.00,0.00,96.94,58.00
Shade,-65.10,-0.65,3.08,49.43,0.00,0.00,96.92,58.10
Ranking,-0.01,-0.44,0.00,0.00,100.00,57.83,0.00,0.00
Aggression,-1.00,-1.00,0.00,0.00,100.00,57.83,0.00,0.00
vs. Crab,-2.27,-0.02,13.29,52.25,0.00,0.00,86.71,58.68
vs. Hunter,37.22,0.37,13.32,62.68,0.00,0.00,86.68,57.08
vs. Guardian Shield,-23.26,-0.23,12.85,57.88,0.00,0.00,87.15,57.82
vs. Recall,1.98,0.02,13.53,51.86,0.00,0.00,86.47,58.76
vs. Recall Hunter,33.16,0.33,13.20,63.14,0.00,0.00,86.80,57.02
vs. Scorpion,-9.85,-0.10,13.44,48.77,0.00,0.00,86.56,59.24
vs. Beetle,37.36,0.37,13.07,63.45,0.00,0.00,86.93,56.98
vs. Blink,11.71,0.12,13.22,56.56,0.00,0.00,86.78,58.02
vs. Blink Hunter,37.16,0.37,13.46,65.09,0.00,0.00,86.54,56.70
vs. Gunbot,2.47,0.02,13.24,54.65,0.00,0.00,86.76,58.31
vs. Missilebot,38.41,0.38,13.30,63.27,0.00,0.00,86.70,56.99
vs. Wasp,-5.81,-0.06,13.39,51.15,0.00,0.00,86.61,58.86
vs. Hornet,40.60,0.41,13.27,64.95,0.00,0.00,86.73,56.74
vs. Knight,-19.32,-0.19,13.39,51.29,0.00,0.00,86.61,58.84
vs. Crossbow,47.98,0.48,13.30,61.32,0.00,0.00,86.70,57.29
vs. Ballista,138.32,1.38,6.01,66.55,0.00,0.00,93.99,57.27
vs. King Crab,26.76,0.27,5.87,63.21,0.00,0.00,94.13,57.49
vs. Crusader,-61.77,-0.62,5.86,54.38,0.00,0.00,94.14,58.04
vs. Bomber,11.93,0.12,5.93,63.33,0.00,0.00,94.07,57.48
vs. Shocker,138.01,1.38,6.06,64.28,0.00,0.00,93.94,57.41
vs. Recall Shocker,172.24,1.72,5.93,63.72,0.00,0.00,94.07,57.46
vs. Mortar,49.12,0.49,6.01,49.59,0.00,0.00,93.99,58.36
vs. Swift Shocker,131.56,1.32,5.93,67.98,0.00,0.00,94.07,57.19
vs. Heavy Hunter,149.40,1.49,6.05,66.85,0.00,0.00,93.95,57.25
vs. Destroyer,157.42,1.57,5.96,64.33,0.00,0.00,94.04,57.42
vs. Raider,134.25,1.34,5.92,70.73,0.00,0.00,94.08,57.02
vs. Turret,259.59,2.60,5.98,69.54,0.00,0.00,94.02,57.08
vs. Heavy Ballista,21.22,0.21,6.38,54.25,0.00,0.00,93.62,58.07
vs. Gargantua,-150.17,-1.50,6.43,44.93,0.00,0.00,93.57,58.72
vs. Sniper,-17.05,-0.17,6.40,49.59,0.00,0.00,93.60,58.39
vs. Advanced Blink,33.80,0.34,6.51,59.40,0.00,0.00,93.49,57.72
vs. Assaultbot,-4.00,-0.04,6.59,47.98,0.00,0.00,93.41,58.52
vs. Advancedbot,18.91,0.19,6.45,58.32,0.00,0.00,93.55,57.79
vs. Behemoth,-152.49,-1.52,6.54,42.36,0.00,0.00,93.46,58.91
vs. Advanced Mortar,26.45,0.26,6.48,47.70,0.00,0.00,93.52,58.53
vs. Blaster,129.12,1.29,6.45,54.80,0.00,0.00,93.55,58.04
vs. Butterfly,-85.70,-0.86,8.81,55.88,0.00,0.00,91.19,58.02
vs. Dragonfly,-90.72,-0.91,9.11,57.92,0.00,0.00,90.89,57.82
vs. Falcon,-158.09,-1.58,9.00,45.98,0.00,0.00,91.00,59.00
vs. Airship,-76.67,-0.77,8.91,59.42,0.00,0.00,91.09,57.67
vs. Advanced Recall,28.89,0.29,8.95,58.82,0.00,0.00,91.05,57.73
vs. Mammoth,-61.61,-0.62,8.81,51.72,0.00,0.00,91.19,58.42
vs. Stinger,127.80,1.28,8.89,67.22,0.00,0.00,91.11,56.91
vs. Flak Turret,-26.68,-0.27,8.90,67.16,0.00,0.00,91.10,56.92
vs. Bulwark,-364.02,-3.64,6.49,36.26,0.00,0.00,93.51,59.33
vs. Katbus,-378.68,-3.79,6.54,37.26,0.00,0.00,93.46,59.27
vs. Locust,-44.66,-0.45,6.65,53.20,0.00,0.00,93.35,58.16
vs. Kraken,-3662.78,-36.63,2.99,7.30,0.00,0.00,97.01,59.39
vs. Predator,133.51,1.34,6.56,62.28,0.00,0.00,93.44,57.52
vs. Valkyrie,-98.82,-0.99,6.60,54.42,0.00,0.00,93.40,58.07
vs. Artillery,108.23,1.08,6.52,52.24,0.00,0.00,93.48,58.22
vs. Advanced Destroyer,76.26,0.76,6.59,52.77,0.00,0.00,93.41,58.19
vs. Shade,-156.32,-1.56,6.72,45.82,0.00,0.00,93.28,58.69
vs. Ranking,-0.01,-0.63,0.00,0.00,100.00,57.83,0.00,0.00
vs. Aggression,-0.59,-0.59,0.00,0.00,100.00,57.83,0.00,0.00
