Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,763.18,0.00,3.5,53.2,3.4,52.0,93.1,48.8
Katbus,853.34,-0.02,3.6,53.7,3.7,51.2,92.7,48.8
Value,853.34,0.00,3.6,53.7,3.7,51.2,92.7,48.8
Locust,103.40,-0.41,3.6,41.6,4.1,51.1,92.3,49.3
Value,103.40,0.00,3.6,41.6,4.1,51.1,92.3,49.3
Kraken,13228.59,0.26,3.6,71.9,4.3,25.5,92.2,49.3
Value,13228.59,0.00,3.6,71.9,4.3,25.5,92.2,49.3
Valkyrie,239.76,-0.45,3.9,45.8,3.8,58.8,92.3,48.8
Value,239.76,0.00,3.9,45.8,3.8,58.8,92.3,48.8
Artillery,313.11,-0.28,3.4,39.5,3.4,53.6,93.2,49.2
Value,313.11,0.00,3.4,39.5,3.4,53.6,93.2,49.2
Advancedbot,90.35,0.81,3.9,58.9,3.7,42.1,92.4,48.9
Value,90.35,0.00,3.9,58.9,3.7,42.1,92.4,48.9
Advanced Destroyer,629.69,0.44,3.2,51.0,4.0,43.1,92.8,49.3
Value,629.69,0.00,3.2,51.0,4.0,43.1,92.8,49.3
Skill,-0.04,-0.04,49.3,48.3,50.7,49.8,0.0,0.0
