Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Locust,-5.24,-0.05,1.46,50.19,0.00,0.00,98.54,48.47
Kraken,-436.53,-4.37,0.63,85.50,0.00,0.00,99.37,48.26
Predator,2.57,0.03,1.56,50.25,0.00,0.00,98.44,48.47
Valkyrie,5.74,0.06,1.55,53.23,0.00,0.00,98.45,48.42
Artillery,-11.84,-0.12,1.51,55.02,0.00,0.00,98.49,48.39
Advanced Destroyer,-39.40,-0.39,1.53,55.32,0.00,0.00,98.47,48.39
Shade,-15.74,-0.16,1.56,54.00,0.00,0.00,98.44,48.41
Ranking,0.00,0.13,0.00,0.00,100.00,48.49,0.00,0.00
Aggression,0.59,0.59,0.00,0.00,100.00,48.49,0.00,0.00
vs. Crab,-23.34,-0.23,13.15,40.64,0.00,0.00,86.85,49.68
vs. Hunter,26.15,0.26,13.36,52.93,0.00,0.00,86.64,47.81
vs. Guardian Shield,-50.35,-0.50,13.19,49.90,0.00,0.00,86.81,48.28
vs. Recall,-17.85,-0.18,13.24,39.35,0.00,0.00,86.76,49.89
vs. Recall Hunter,26.09,0.26,13.30,53.92,0.00,0.00,86.70,47.66
vs. Scorpion,-15.89,-0.16,13.28,36.91,0.00,0.00,86.72,50.27
vs. Beetle,19.79,0.20,13.21,51.24,0.00,0.00,86.79,48.08
vs. Blink,-14.21,-0.14,13.27,42.44,0.00,0.00,86.73,49.42
vs. Blink Hunter,34.68,0.35,13.43,56.80,0.00,0.00,86.57,47.21
vs. Gunbot,-6.58,-0.07,13.55,41.54,0.00,0.00,86.45,49.59
vs. Missilebot,26.17,0.26,13.23,53.23,0.00,0.00,86.77,47.77
vs. Wasp,-8.84,-0.09,13.29,42.75,0.00,0.00,86.71,49.38
vs. Hornet,34.86,0.35,13.38,57.41,0.00,0.00,86.62,47.12
vs. Knight,76.48,0.76,13.40,49.36,0.00,0.00,86.60,48.36
vs. Crossbow,173.98,1.74,13.32,58.96,0.00,0.00,86.68,46.89
vs. Ballista,72.26,0.72,5.99,53.80,0.00,0.00,94.01,48.16
vs. King Crab,223.24,2.23,5.84,59.62,0.00,0.00,94.16,47.80
vs. Crusader,200.15,2.00,5.84,57.72,0.00,0.00,94.16,47.92
vs. Bomber,-32.83,-0.33,5.96,47.49,0.00,0.00,94.04,48.56
vs. Shocker,13.86,0.14,5.91,49.77,0.00,0.00,94.09,48.41
vs. Recall Shocker,-75.52,-0.76,5.84,42.30,0.00,0.00,94.16,48.88
vs. Mortar,-131.62,-1.32,5.83,31.53,0.00,0.00,94.17,49.55
vs. Swift Shocker,34.83,0.35,5.93,53.50,0.00,0.00,94.07,48.18
vs. Heavy Hunter,84.59,0.85,5.80,57.37,0.00,0.00,94.20,47.95
vs. Destroyer,34.72,0.35,5.98,49.68,0.00,0.00,94.02,48.42
vs. Raider,127.26,1.27,5.77,66.68,0.00,0.00,94.23,47.38
vs. Turret,85.80,0.86,5.87,48.38,0.00,0.00,94.13,48.50
vs. Heavy Ballista,138.33,1.38,3.86,47.21,0.00,0.00,96.14,48.55
vs. Gargantua,304.30,3.04,3.85,45.10,0.00,0.00,96.15,48.63
vs. Sniper,-116.00,-1.16,4.06,37.79,0.00,0.00,95.94,48.95
vs. Advanced Blink,204.72,2.05,3.97,53.27,0.00,0.00,96.03,48.30
vs. Assaultbot,-20.16,-0.20,4.04,33.83,0.00,0.00,95.96,49.11
vs. Advancedbot,-7.94,-0.08,4.00,39.34,0.00,0.00,96.00,48.88
vs. Behemoth,15.33,0.15,4.00,41.99,0.00,0.00,96.00,48.77
vs. Advanced Mortar,-121.70,-1.22,3.92,27.83,0.00,0.00,96.08,49.34
vs. Blaster,-98.51,-0.99,4.02,33.75,0.00,0.00,95.98,49.11
vs. Butterfly,-51.30,-0.51,8.70,48.23,0.00,0.00,91.30,48.52
vs. Dragonfly,-78.43,-0.78,8.91,47.13,0.00,0.00,91.09,48.63
vs. Falcon,-116.90,-1.17,9.02,36.14,0.00,0.00,90.98,49.72
vs. Airship,-34.05,-0.34,8.69,49.99,0.00,0.00,91.31,48.35
vs. Advanced Recall,-5.30,-0.05,8.78,44.66,0.00,0.00,91.22,48.86
vs. Mammoth,172.58,1.73,8.82,51.75,0.00,0.00,91.18,48.18
vs. Stinger,53.65,0.54,8.85,56.41,0.00,0.00,91.15,47.73
vs. Flak Turret,221.68,2.22,8.87,63.36,0.00,0.00,91.13,47.05
vs. Bulwark,-221.93,-2.22,4.03,31.85,0.00,0.00,95.97,49.19
vs. Katbus,-241.88,-2.42,4.04,33.31,0.00,0.00,95.96,49.13
vs. Locust,-34.74,-0.35,4.18,47.25,0.00,0.00,95.82,48.55
vs. Kraken,-2006.31,-20.06,1.59,7.20,0.00,0.00,98.41,49.16
vs. Predator,48.59,0.49,4.15,51.60,0.00,0.00,95.85,48.36
vs. Valkyrie,-42.22,-0.42,4.20,48.54,0.00,0.00,95.80,48.49
vs. Artillery,-94.27,-0.94,4.18,37.80,0.00,0.00,95.82,48.96
vs. Advanced Destroyer,-58.07,-0.58,4.07,41.07,0.00,0.00,95.93,48.81
vs. Shade,-119.55,-1.20,4.11,39.24,0.00,0.00,95.89,48.89
vs. Ranking,0.00,0.36,0.00,0.00,100.00,48.49,0.00,0.00
vs. Aggression,0.71,0.71,0.00,0.00,100.00,48.49,0.00,0.00
