Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Assaultbot,-11.12,-0.11,4.79,59.12,0.00,0.00,95.21,47.90
Advancedbot,-10.14,-0.10,4.95,57.82,0.00,0.00,95.05,47.95
Behemoth,10.76,0.11,4.85,60.04,0.00,0.00,95.15,47.84
Advanced Mortar,-50.00,-0.50,4.75,65.89,0.00,0.00,95.25,47.57
Blaster,-60.11,-0.60,4.72,60.10,0.00,0.00,95.28,47.86
Butterfly,-41.67,-0.42,6.07,44.35,0.00,0.00,93.93,48.70
Dragonfly,-49.44,-0.49,6.13,45.52,0.00,0.00,93.87,48.63
Falcon,-35.54,-0.36,6.11,49.74,0.00,0.00,93.89,48.35
Airship,-39.48,-0.39,6.01,46.15,0.00,0.00,93.99,48.58
Advanced Recall,-23.66,-0.24,6.04,45.58,0.00,0.00,93.96,48.62
Mammoth,-12.29,-0.12,6.02,47.13,0.00,0.00,93.98,48.52
Stinger,-82.65,-0.83,6.06,34.77,0.00,0.00,93.94,49.32
Flak Turret,-72.50,-0.72,6.15,39.59,0.00,0.00,93.85,49.02
Bulwark,-37.07,-0.37,1.59,58.18,0.00,0.00,98.41,48.28
Katbus,-74.24,-0.74,1.52,57.17,0.00,0.00,98.48,48.30
Locust,-16.30,-0.16,1.68,45.54,0.00,0.00,98.32,48.49
Kraken,-871.78,-8.72,0.61,87.80,0.00,0.00,99.39,48.19
Predator,-29.41,-0.29,1.52,47.60,0.00,0.00,98.48,48.45
Valkyrie,-19.53,-0.20,1.56,49.75,0.00,0.00,98.44,48.42
Artillery,-57.77,-0.58,1.57,49.77,0.00,0.00,98.43,48.42
Advanced Destroyer,-34.51,-0.35,1.54,51.87,0.00,0.00,98.46,48.38
Shade,-58.69,-0.59,1.58,50.57,0.00,0.00,98.42,48.40
Ranking,0.01,0.47,0.00,0.00,100.00,48.44,0.00,0.00
Aggression,0.62,0.62,0.00,0.00,100.00,48.44,0.00,0.00
vs. Crab,14.15,0.14,13.31,43.07,0.00,0.00,86.69,49.26
vs. Hunter,67.82,0.68,13.52,52.98,0.00,0.00,86.48,47.73
vs. Guardian Shield,71.21,0.71,13.08,48.47,0.00,0.00,86.92,48.43
vs. Recall,17.01,0.17,13.45,41.95,0.00,0.00,86.55,49.44
vs. Recall Hunter,62.76,0.63,13.34,54.09,0.00,0.00,86.66,47.57
vs. Scorpion,8.01,0.08,13.50,42.21,0.00,0.00,86.50,49.41
vs. Beetle,63.15,0.63,13.05,51.65,0.00,0.00,86.95,47.95
vs. Blink,22.74,0.23,13.34,44.93,0.00,0.00,86.66,48.98
vs. Blink Hunter,71.78,0.72,13.27,57.29,0.00,0.00,86.73,47.08
vs. Gunbot,15.76,0.16,13.28,46.49,0.00,0.00,86.72,48.74
vs. Missilebot,68.48,0.68,13.36,54.43,0.00,0.00,86.64,47.51
vs. Wasp,6.67,0.07,13.31,46.36,0.00,0.00,86.69,48.76
vs. Hornet,66.29,0.66,13.37,55.54,0.00,0.00,86.63,47.34
vs. Knight,-33.63,-0.34,13.21,37.14,0.00,0.00,86.79,50.16
vs. Crossbow,55.98,0.56,13.18,50.27,0.00,0.00,86.82,48.16
vs. Ballista,119.22,1.19,5.82,53.64,0.00,0.00,94.18,48.11
vs. King Crab,-26.17,-0.26,6.02,47.33,0.00,0.00,93.98,48.51
vs. Crusader,-93.12,-0.93,5.92,40.56,0.00,0.00,94.08,48.93
vs. Bomber,32.52,0.33,5.92,52.76,0.00,0.00,94.08,48.16
vs. Shocker,62.16,0.62,5.88,50.11,0.00,0.00,94.12,48.33
vs. Recall Shocker,-42.71,-0.43,5.82,41.86,0.00,0.00,94.18,48.84
vs. Mortar,-98.34,-0.98,5.84,30.87,0.00,0.00,94.16,49.53
vs. Swift Shocker,119.20,1.19,5.95,54.65,0.00,0.00,94.05,48.04
vs. Heavy Hunter,134.92,1.35,5.88,55.61,0.00,0.00,94.12,47.99
vs. Destroyer,86.60,0.87,5.94,50.62,0.00,0.00,94.06,48.30
vs. Raider,189.95,1.90,5.95,65.40,0.00,0.00,94.05,47.36
vs. Turret,-93.51,-0.94,5.85,34.20,0.00,0.00,94.15,49.32
vs. Heavy Ballista,-171.09,-1.71,4.01,36.54,0.00,0.00,95.99,48.93
vs. Gargantua,-175.22,-1.75,4.01,27.20,0.00,0.00,95.99,49.32
vs. Sniper,-82.33,-0.82,4.04,34.04,0.00,0.00,95.96,49.04
vs. Advanced Blink,5.20,0.05,3.94,43.75,0.00,0.00,96.06,48.63
vs. Assaultbot,-5.41,-0.05,4.03,35.21,0.00,0.00,95.97,48.99
vs. Advancedbot,20.92,0.21,4.04,41.35,0.00,0.00,95.96,48.73
vs. Behemoth,-111.45,-1.11,4.05,31.18,0.00,0.00,95.95,49.16
vs. Advanced Mortar,-89.12,-0.89,4.06,26.56,0.00,0.00,95.94,49.36
vs. Blaster,-65.61,-0.66,4.08,33.16,0.00,0.00,95.92,49.09
vs. Butterfly,-39.69,-0.40,8.96,48.03,0.00,0.00,91.04,48.48
vs. Dragonfly,-58.82,-0.59,9.01,48.20,0.00,0.00,90.99,48.46
vs. Falcon,-90.72,-0.91,8.78,36.69,0.00,0.00,91.22,49.57
vs. Airship,-16.31,-0.16,8.81,51.62,0.00,0.00,91.19,48.13
vs. Advanced Recall,39.08,0.39,8.87,48.78,0.00,0.00,91.13,48.40
vs. Mammoth,-105.00,-1.05,8.92,38.78,0.00,0.00,91.08,49.38
vs. Stinger,189.26,1.89,8.77,61.62,0.00,0.00,91.23,47.17
vs. Flak Turret,55.67,0.56,8.90,61.73,0.00,0.00,91.10,47.14
vs. Bulwark,-164.60,-1.65,4.11,31.97,0.00,0.00,95.89,49.14
vs. Katbus,-194.10,-1.94,4.06,32.60,0.00,0.00,95.94,49.11
vs. Locust,-21.22,-0.21,4.18,47.43,0.00,0.00,95.82,48.48
vs. Kraken,-1333.90,-13.34,1.61,6.62,0.00,0.00,98.39,49.12
vs. Predator,97.65,0.98,4.18,53.96,0.00,0.00,95.82,48.20
vs. Valkyrie,-22.11,-0.22,4.15,49.96,0.00,0.00,95.85,48.37
vs. Artillery,-69.52,-0.70,4.07,38.88,0.00,0.00,95.93,48.84
vs. Advanced Destroyer,-8.08,-0.08,4.01,41.92,0.00,0.00,95.99,48.71
vs. Shade,-84.81,-0.85,4.09,41.54,0.00,0.00,95.91,48.73
vs. Ranking,0.01,0.52,0.00,0.00,100.00,48.44,0.00,0.00
vs. Aggression,0.51,0.51,0.00,0.00,100.00,48.44,0.00,0.00
