Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Behemoth,27.34,0.27,4.77,51.35,0.00,0.00,95.23,32.69
Advanced Mortar,13.10,0.13,4.76,57.26,0.00,0.00,95.24,32.40
Blaster,16.82,0.17,4.73,53.17,0.00,0.00,95.27,32.61
Butterfly,-3.24,-0.03,6.01,33.99,0.00,0.00,93.99,33.56
Dragonfly,-3.48,-0.03,6.10,35.43,0.00,0.00,93.90,33.46
Falcon,-4.76,-0.05,6.01,38.50,0.00,0.00,93.99,33.27
Airship,-2.42,-0.02,6.02,35.73,0.00,0.00,93.98,33.45
Advanced Recall,-0.28,-0.00,6.01,36.17,0.00,0.00,93.99,33.42
Mammoth,7.47,0.07,6.13,37.91,0.00,0.00,93.87,33.30
Stinger,-1.01,-0.01,6.12,26.86,0.00,0.00,93.88,34.02
Flak Turret,-5.98,-0.06,5.99,29.05,0.00,0.00,94.01,33.87
Bulwark,-14.37,-0.14,1.54,50.99,0.00,0.00,98.46,33.31
Katbus,-12.46,-0.12,1.50,48.93,0.00,0.00,98.50,33.35
Locust,-2.07,-0.02,1.57,42.20,0.00,0.00,98.43,33.45
Kraken,4.58,0.05,0.62,81.81,0.00,0.00,99.38,33.28
Predator,-3.95,-0.04,1.61,41.78,0.00,0.00,98.39,33.45
Valkyrie,-2.97,-0.03,1.52,44.35,0.00,0.00,98.48,33.42
Artillery,-2.22,-0.02,1.48,45.73,0.00,0.00,98.52,33.40
Advanced Destroyer,-2.97,-0.03,1.61,47.25,0.00,0.00,98.39,33.36
Shade,2.03,0.02,1.56,46.48,0.00,0.00,98.44,33.38
Ranking,0.00,0.23,0.00,0.00,100.00,33.58,0.00,0.00
Aggression,0.12,0.12,0.00,0.00,100.00,33.58,0.00,0.00
vs. Crab,-2.03,-0.02,13.43,30.01,0.00,0.00,86.57,34.14
vs. Hunter,-0.04,-0.00,13.45,36.47,0.00,0.00,86.55,33.13
vs. Guardian Shield,88.39,0.88,13.05,35.31,0.00,0.00,86.95,33.32
vs. Recall,-2.09,-0.02,13.35,27.99,0.00,0.00,86.65,34.44
vs. Recall Hunter,-1.12,-0.01,13.24,36.93,0.00,0.00,86.76,33.07
vs. Scorpion,-1.19,-0.01,13.17,27.60,0.00,0.00,86.83,34.49
vs. Beetle,-0.22,-0.00,13.28,35.85,0.00,0.00,86.72,33.24
vs. Blink,-1.59,-0.02,13.40,30.49,0.00,0.00,86.60,34.06
vs. Blink Hunter,3.78,0.04,13.33,41.25,0.00,0.00,86.67,32.41
vs. Gunbot,-0.76,-0.01,13.13,29.89,0.00,0.00,86.87,34.14
vs. Missilebot,-0.48,-0.00,13.40,36.03,0.00,0.00,86.60,33.20
vs. Wasp,-0.60,-0.01,13.27,32.05,0.00,0.00,86.73,33.82
vs. Hornet,2.36,0.02,13.38,39.25,0.00,0.00,86.62,32.71
vs. Knight,-4.30,-0.04,13.30,28.39,0.00,0.00,86.70,34.38
vs. Crossbow,2.01,0.02,13.44,36.09,0.00,0.00,86.56,33.20
vs. Ballista,-3.52,-0.04,5.89,36.21,0.00,0.00,94.11,33.42
vs. King Crab,-8.36,-0.08,5.93,34.70,0.00,0.00,94.07,33.51
vs. Crusader,-10.10,-0.10,6.03,29.79,0.00,0.00,93.97,33.83
vs. Bomber,-1.57,-0.02,6.01,34.30,0.00,0.00,93.99,33.54
vs. Shocker,-4.54,-0.05,5.90,34.73,0.00,0.00,94.10,33.51
vs. Recall Shocker,-7.48,-0.07,5.86,31.35,0.00,0.00,94.14,33.72
vs. Mortar,-11.77,-0.12,5.90,22.93,0.00,0.00,94.10,34.25
vs. Swift Shocker,-4.08,-0.04,5.88,37.26,0.00,0.00,94.12,33.35
vs. Heavy Hunter,8.45,0.08,5.81,39.61,0.00,0.00,94.19,33.21
vs. Destroyer,-1.49,-0.01,5.80,33.27,0.00,0.00,94.20,33.60
vs. Raider,38.42,0.38,5.87,49.68,0.00,0.00,94.13,32.58
vs. Turret,33.02,0.33,5.97,30.02,0.00,0.00,94.03,33.81
vs. Heavy Ballista,-16.48,-0.16,3.87,30.36,0.00,0.00,96.13,33.71
vs. Gargantua,-22.34,-0.22,4.08,21.02,0.00,0.00,95.92,34.12
vs. Sniper,-9.73,-0.10,3.92,27.20,0.00,0.00,96.08,33.84
vs. Advanced Blink,-0.37,-0.00,4.01,31.83,0.00,0.00,95.99,33.66
vs. Assaultbot,-1.93,-0.02,4.03,23.58,0.00,0.00,95.97,34.00
vs. Advancedbot,-2.03,-0.02,3.98,27.72,0.00,0.00,96.02,33.83
vs. Behemoth,-8.99,-0.09,4.00,24.72,0.00,0.00,96.00,33.95
vs. Advanced Mortar,-12.27,-0.12,4.08,20.43,0.00,0.00,95.92,34.14
vs. Blaster,-12.01,-0.12,4.04,24.64,0.00,0.00,95.96,33.96
vs. Butterfly,1.87,0.02,8.80,35.77,0.00,0.00,91.20,33.37
vs. Dragonfly,-0.81,-0.01,8.85,36.35,0.00,0.00,91.15,33.32
vs. Falcon,-9.23,-0.09,8.78,26.82,0.00,0.00,91.22,34.23
vs. Airship,10.55,0.11,8.80,37.87,0.00,0.00,91.20,33.17
vs. Advanced Recall,-3.81,-0.04,8.89,30.48,0.00,0.00,91.11,33.89
vs. Mammoth,-10.36,-0.10,8.82,28.38,0.00,0.00,91.18,34.09
vs. Stinger,0.75,0.01,8.87,42.73,0.00,0.00,91.13,32.69
vs. Flak Turret,45.40,0.45,8.87,48.02,0.00,0.00,91.13,32.18
vs. Bulwark,-17.33,-0.17,4.00,25.10,0.00,0.00,96.00,33.94
vs. Katbus,-21.38,-0.21,4.06,27.50,0.00,0.00,95.94,33.84
vs. Locust,-0.72,-0.01,4.14,36.53,0.00,0.00,95.86,33.46
vs. Kraken,-144.31,-1.44,1.54,8.00,0.00,0.00,98.46,33.98
vs. Predator,6.39,0.06,4.12,41.06,0.00,0.00,95.88,33.26
vs. Valkyrie,11.90,0.12,4.03,40.16,0.00,0.00,95.97,33.31
vs. Artillery,-7.19,-0.07,4.08,30.71,0.00,0.00,95.92,33.71
vs. Advanced Destroyer,-2.43,-0.02,4.05,32.54,0.00,0.00,95.95,33.63
vs. Shade,-8.93,-0.09,4.01,31.93,0.00,0.00,95.99,33.65
vs. Ranking,0.00,0.07,0.00,0.00,100.00,33.58,0.00,0.00
vs. Aggression,0.09,0.09,0.00,0.00,100.00,33.58,0.00,0.00
