Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Shade,-241.58,-2.42,7.85,87.00,0.00,0.00,92.15,87.13
Ranking,0.01,0.53,0.00,0.00,100.00,87.12,0.00,0.00
Aggression,-0.40,-0.40,0.00,0.00,100.00,87.12,0.00,0.00
vs. Crab,5.91,0.06,13.07,83.33,0.00,0.00,86.93,87.69
vs. Hunter,51.32,0.51,13.27,86.76,0.00,0.00,86.73,87.17
vs. Guardian Shield,-222.15,-2.22,13.05,87.83,0.00,0.00,86.95,87.01
vs. Recall,44.77,0.45,13.17,89.03,0.00,0.00,86.83,86.83
vs. Recall Hunter,56.96,0.57,13.45,88.28,0.00,0.00,86.55,86.94
vs. Scorpion,-16.80,-0.17,13.28,77.90,0.00,0.00,86.72,88.53
vs. Beetle,83.71,0.84,13.20,90.50,0.00,0.00,86.80,86.60
vs. Blink,44.07,0.44,13.22,88.76,0.00,0.00,86.78,86.87
vs. Blink Hunter,58.97,0.59,13.50,89.24,0.00,0.00,86.50,86.79
vs. Gunbot,23.50,0.24,13.53,88.95,0.00,0.00,86.47,86.83
vs. Missilebot,56.24,0.56,13.02,86.80,0.00,0.00,86.98,87.16
vs. Wasp,-16.12,-0.16,13.38,83.44,0.00,0.00,86.62,87.69
vs. Hornet,47.54,0.48,13.31,88.01,0.00,0.00,86.69,86.98
vs. Knight,98.10,0.98,13.38,89.01,0.00,0.00,86.62,86.82
vs. Crossbow,145.07,1.45,13.29,89.02,0.00,0.00,86.71,86.83
vs. Ballista,239.53,2.40,5.86,92.61,0.00,0.00,94.14,86.77
vs. King Crab,225.58,2.26,5.80,90.85,0.00,0.00,94.20,86.89
vs. Crusader,161.00,1.61,5.39,85.28,0.00,0.00,94.61,87.22
vs. Bomber,52.19,0.52,5.71,90.07,0.00,0.00,94.29,86.94
vs. Shocker,257.13,2.57,5.69,93.81,0.00,0.00,94.31,86.71
vs. Recall Shocker,271.03,2.71,5.73,91.07,0.00,0.00,94.27,86.88
vs. Mortar,299.06,2.99,5.63,91.86,0.00,0.00,94.37,86.83
vs. Swift Shocker,228.22,2.28,5.44,91.05,0.00,0.00,94.56,86.89
vs. Heavy Hunter,50.36,0.50,5.54,83.04,0.00,0.00,94.46,87.36
vs. Destroyer,266.65,2.67,5.37,93.54,0.00,0.00,94.63,86.75
vs. Raider,132.45,1.32,5.69,93.12,0.00,0.00,94.31,86.75
vs. Turret,-69.86,-0.70,5.54,92.04,0.00,0.00,94.46,86.83
vs. Heavy Ballista,550.87,5.51,7.01,92.90,0.00,0.00,92.99,86.68
vs. Gargantua,-391.99,-3.92,7.26,73.95,0.00,0.00,92.74,88.15
vs. Sniper,301.71,3.02,7.20,92.47,0.00,0.00,92.80,86.70
vs. Advanced Blink,-307.86,-3.08,7.20,70.92,0.00,0.00,92.80,88.37
vs. Assaultbot,26.58,0.27,7.04,89.24,0.00,0.00,92.96,86.96
vs. Advancedbot,-71.14,-0.71,7.31,61.71,0.00,0.00,92.69,89.12
vs. Behemoth,67.76,0.68,7.05,85.80,0.00,0.00,92.95,87.22
vs. Advanced Mortar,248.02,2.48,7.24,86.92,0.00,0.00,92.76,87.13
vs. Blaster,291.22,2.91,7.05,90.01,0.00,0.00,92.95,86.90
vs. Butterfly,197.12,1.97,8.67,92.58,0.00,0.00,91.33,86.60
vs. Dragonfly,204.05,2.04,8.48,92.72,0.00,0.00,91.52,86.60
vs. Falcon,234.11,2.34,8.48,92.55,0.00,0.00,91.52,86.61
vs. Airship,123.74,1.24,8.50,89.14,0.00,0.00,91.50,86.93
vs. Advanced Recall,91.76,0.92,8.54,92.25,0.00,0.00,91.46,86.64
vs. Mammoth,226.65,2.27,8.70,89.98,0.00,0.00,91.30,86.84
vs. Stinger,194.34,1.94,8.43,93.57,0.00,0.00,91.57,86.52
vs. Flak Turret,-416.81,-4.17,8.61,74.62,0.00,0.00,91.39,88.29
vs. Bulwark,438.68,4.39,7.24,90.16,0.00,0.00,92.76,86.88
vs. Katbus,426.12,4.26,7.10,90.20,0.00,0.00,92.90,86.88
vs. Locust,55.57,0.56,7.25,90.20,0.00,0.00,92.75,86.88
vs. Kraken,-4579.42,-45.79,3.43,48.69,0.00,0.00,96.57,88.48
vs. Predator,220.77,2.21,7.16,93.01,0.00,0.00,92.84,86.66
vs. Valkyrie,-99.48,-0.99,7.33,79.04,0.00,0.00,92.67,87.76
vs. Artillery,269.30,2.69,6.91,91.87,0.00,0.00,93.09,86.76
vs. Advanced Destroyer,259.45,2.59,7.34,92.46,0.00,0.00,92.66,86.69
vs. Shade,241.38,2.41,7.24,91.70,0.00,0.00,92.76,86.76
vs. Ranking,-0.00,-0.06,0.00,0.00,100.00,87.12,0.00,0.00
vs. Aggression,0.57,0.57,0.00,0.00,100.00,87.12,0.00,0.00
