Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Turret,-16.90,-0.17,6.13,59.46,0.00,0.00,93.87,51.83
Heavy Ballista,-191.41,-1.91,4.71,55.27,0.00,0.00,95.29,52.15
Gargantua,-51.83,-0.52,4.70,66.51,0.00,0.00,95.30,51.60
Sniper,-88.45,-0.88,4.82,57.11,0.00,0.00,95.18,52.05
Advanced Blink,-13.66,-0.14,4.67,54.08,0.00,0.00,95.33,52.21
Assaultbot,-14.40,-0.14,4.80,61.93,0.00,0.00,95.20,51.81
Advancedbot,-9.44,-0.09,4.93,62.18,0.00,0.00,95.07,51.79
Behemoth,-38.07,-0.38,4.77,62.58,0.00,0.00,95.23,51.78
Advanced Mortar,-74.86,-0.75,4.69,69.97,0.00,0.00,95.31,51.43
Blaster,-84.63,-0.85,4.84,63.57,0.00,0.00,95.16,51.73
Butterfly,-49.78,-0.50,6.15,47.23,0.00,0.00,93.85,52.63
Dragonfly,-52.67,-0.53,6.07,46.73,0.00,0.00,93.93,52.66
Falcon,-44.03,-0.44,6.10,52.52,0.00,0.00,93.90,52.28
Airship,-41.09,-0.41,6.13,48.62,0.00,0.00,93.87,52.54
Advanced Recall,-24.73,-0.25,6.14,47.42,0.00,0.00,93.86,52.62
Mammoth,-45.62,-0.46,6.01,49.78,0.00,0.00,93.99,52.46
Stinger,-80.73,-0.81,6.18,37.84,0.00,0.00,93.82,53.25
Flak Turret,-57.39,-0.57,6.11,45.26,0.00,0.00,93.89,52.76
Bulwark,-6.93,-0.07,1.51,59.46,0.00,0.00,98.49,52.19
Katbus,-83.42,-0.83,1.61,57.57,0.00,0.00,98.39,52.21
Locust,-19.10,-0.19,1.54,47.16,0.00,0.00,98.46,52.38
Kraken,-903.16,-9.03,0.62,85.17,0.00,0.00,99.38,52.09
Predator,-34.60,-0.35,1.56,50.33,0.00,0.00,98.44,52.33
Valkyrie,-33.72,-0.34,1.54,51.38,0.00,0.00,98.46,52.31
Artillery,-75.07,-0.75,1.55,53.41,0.00,0.00,98.45,52.28
Advanced Destroyer,-31.32,-0.31,1.63,53.59,0.00,0.00,98.37,52.28
Shade,-68.99,-0.69,1.53,51.86,0.00,0.00,98.47,52.31
Ranking,-0.00,-0.16,0.00,0.00,100.00,52.30,0.00,0.00
Aggression,0.75,0.75,0.00,0.00,100.00,52.30,0.00,0.00
vs. Crab,18.98,0.19,13.30,48.07,0.00,0.00,86.70,52.95
vs. Hunter,62.11,0.62,13.32,57.58,0.00,0.00,86.68,51.49
vs. Guardian Shield,70.29,0.70,13.13,52.62,0.00,0.00,86.87,52.25
vs. Recall,19.38,0.19,13.29,45.65,0.00,0.00,86.71,53.32
vs. Recall Hunter,57.42,0.57,13.38,58.19,0.00,0.00,86.62,51.39
vs. Scorpion,8.51,0.09,13.35,44.98,0.00,0.00,86.65,53.43
vs. Beetle,60.05,0.60,13.48,56.67,0.00,0.00,86.52,51.62
vs. Blink,26.07,0.26,13.16,49.22,0.00,0.00,86.84,52.77
vs. Blink Hunter,64.78,0.65,13.38,60.82,0.00,0.00,86.62,50.98
vs. Gunbot,16.08,0.16,13.36,49.55,0.00,0.00,86.64,52.72
vs. Missilebot,64.19,0.64,13.21,58.01,0.00,0.00,86.79,51.43
vs. Wasp,6.69,0.07,13.33,49.73,0.00,0.00,86.67,52.69
vs. Hornet,60.27,0.60,13.33,59.66,0.00,0.00,86.67,51.17
vs. Knight,-31.26,-0.31,13.32,40.11,0.00,0.00,86.68,54.17
vs. Crossbow,60.11,0.60,13.28,53.74,0.00,0.00,86.72,52.08
vs. Ballista,166.40,1.66,5.91,60.45,0.00,0.00,94.09,51.79
vs. King Crab,11.37,0.11,5.96,53.11,0.00,0.00,94.04,52.25
vs. Crusader,-85.13,-0.85,5.75,44.05,0.00,0.00,94.25,52.80
vs. Bomber,46.95,0.47,5.91,57.76,0.00,0.00,94.09,51.96
vs. Shocker,149.73,1.50,5.95,56.87,0.00,0.00,94.05,52.01
vs. Recall Shocker,36.81,0.37,5.93,49.76,0.00,0.00,94.07,52.46
vs. Mortar,-68.62,-0.69,5.82,34.74,0.00,0.00,94.18,53.38
vs. Swift Shocker,135.19,1.35,5.91,60.63,0.00,0.00,94.09,51.78
vs. Heavy Hunter,162.49,1.62,5.94,61.11,0.00,0.00,94.06,51.74
vs. Destroyer,164.85,1.65,5.88,58.00,0.00,0.00,94.12,51.94
vs. Raider,154.23,1.54,5.87,69.35,0.00,0.00,94.13,51.24
vs. Turret,-71.30,-0.71,5.89,39.33,0.00,0.00,94.11,53.11
vs. Heavy Ballista,-146.29,-1.46,3.93,42.63,0.00,0.00,96.07,52.69
vs. Gargantua,-226.54,-2.27,3.96,29.45,0.00,0.00,96.04,53.24
vs. Sniper,-111.64,-1.12,4.06,35.58,0.00,0.00,95.94,53.01
vs. Advanced Blink,17.96,0.18,3.98,47.68,0.00,0.00,96.02,52.49
vs. Assaultbot,-0.15,-0.00,3.98,38.73,0.00,0.00,96.02,52.86
vs. Advancedbot,25.50,0.25,3.97,47.28,0.00,0.00,96.03,52.51
vs. Behemoth,-122.17,-1.22,4.00,34.64,0.00,0.00,96.00,53.03
vs. Advanced Mortar,-64.47,-0.64,4.05,30.20,0.00,0.00,95.95,53.23
vs. Blaster,13.82,0.14,4.00,38.54,0.00,0.00,96.00,52.87
vs. Butterfly,-45.78,-0.46,8.86,49.97,0.00,0.00,91.14,52.53
vs. Dragonfly,-57.88,-0.58,8.82,50.69,0.00,0.00,91.18,52.45
vs. Falcon,-115.90,-1.16,8.81,38.02,0.00,0.00,91.19,53.68
vs. Airship,-34.62,-0.35,8.88,52.49,0.00,0.00,91.12,52.28
vs. Advanced Recall,46.10,0.46,8.83,51.82,0.00,0.00,91.17,52.34
vs. Mammoth,-89.09,-0.89,8.86,41.25,0.00,0.00,91.14,53.37
vs. Stinger,163.39,1.63,8.79,64.34,0.00,0.00,91.21,51.14
vs. Flak Turret,29.42,0.29,8.85,64.59,0.00,0.00,91.15,51.11
vs. Bulwark,-213.27,-2.13,4.05,32.90,0.00,0.00,95.95,53.12
vs. Katbus,-237.09,-2.37,4.05,34.16,0.00,0.00,95.95,53.07
vs. Locust,-21.05,-0.21,4.19,49.10,0.00,0.00,95.81,52.44
vs. Kraken,-1948.37,-19.48,1.60,7.93,0.00,0.00,98.40,53.02
vs. Predator,100.64,1.01,4.12,54.63,0.00,0.00,95.88,52.20
vs. Valkyrie,-32.70,-0.33,4.07,50.37,0.00,0.00,95.93,52.38
vs. Artillery,-62.76,-0.63,4.10,39.91,0.00,0.00,95.90,52.83
vs. Advanced Destroyer,-17.94,-0.18,4.08,42.92,0.00,0.00,95.92,52.70
vs. Shade,-75.41,-0.75,4.02,42.83,0.00,0.00,95.98,52.70
vs. Ranking,0.00,0.08,0.00,0.00,100.00,52.30,0.00,0.00
vs. Aggression,0.16,0.16,0.00,0.00,100.00,52.30,0.00,0.00
