Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Turret,-66.63,-1.30,3.9,36.9,3.7,76.7,92.4,48.6
Value,-66.63,0.00,3.9,36.9,3.7,76.7,92.4,48.6
Heavy Ballista,-108.34,-1.12,4.3,39.5,4.2,59.6,91.5,49.1
Value,-108.34,0.00,4.3,39.5,4.2,59.6,91.5,49.1
Predator,-97.85,-1.22,4.1,34.1,5.0,60.2,90.9,49.2
Value,-97.85,0.00,4.1,34.1,5.0,60.2,90.9,49.2
Sniper,-25.53,-1.06,3.9,33.3,4.4,53.4,91.7,49.6
Value,-25.53,0.00,3.9,33.3,4.4,53.4,91.7,49.6
Advanced Blink,325.05,0.86,4.5,62.8,4.3,37.6,91.3,49.0
Value,325.05,0.00,4.5,62.8,4.3,37.6,91.3,49.0
Assaultbot,-5.49,-1.11,4.1,46.1,4.2,59.8,91.7,48.8
Value,-5.49,0.00,4.1,46.1,4.2,59.8,91.7,48.8
Behemoth,161.19,-0.36,4.5,51.9,4.2,52.4,91.3,48.9
Value,161.19,0.00,4.5,51.9,4.2,52.4,91.3,48.9
Gargantua,965.72,0.10,4.4,47.7,4.4,45.5,91.3,49.4
Value,965.72,0.00,4.4,47.7,4.4,45.5,91.3,49.4
Butterfly,-87.82,-1.20,7.6,50.0,7.9,42.8,84.5,49.7
Value,-87.82,0.00,7.6,50.0,7.9,42.8,84.5,49.7
Dragonfly,175.78,-0.60,7.6,55.6,6.6,40.3,85.8,49.3
Value,175.78,0.00,7.6,55.6,6.6,40.3,85.8,49.3
Falcon,-13.60,-1.03,7.7,47.3,8.1,42.2,84.2,50.0
Value,-13.60,0.00,7.7,47.3,8.1,42.2,84.2,50.0
Airship,475.71,0.09,7.7,64.9,7.3,38.9,84.9,48.6
Value,475.71,0.00,7.7,64.9,7.3,38.9,84.9,48.6
Advanced Recall,-7.51,-1.04,7.7,46.1,6.5,49.2,85.8,49.4
Value,-7.51,0.00,7.7,46.1,6.5,49.2,85.8,49.4
Mammoth,131.72,-0.70,7.5,56.9,7.1,42.6,85.3,49.0
Value,131.72,0.00,7.5,56.9,7.1,42.6,85.3,49.0
Stinger,-21.73,-1.05,6.7,53.1,8.3,40.7,85.0,49.7
Value,-21.73,0.00,6.7,53.1,8.3,40.7,85.0,49.7
Flak Turret,-21.27,-1.05,7.3,56.6,7.7,45.7,85.0,48.8
Value,-21.27,0.00,7.3,56.6,7.7,45.7,85.0,48.8
Bulwark,273.96,-0.69,7.0,58.1,6.8,38.9,86.2,49.2
Value,273.96,0.00,7.0,58.1,6.8,38.9,86.2,49.2
Katbus,259.73,-0.70,6.5,64.4,7.0,39.9,86.5,48.8
Value,259.73,0.00,6.5,64.4,7.0,39.9,86.5,48.8
Locust,86.78,-0.50,6.7,61.6,6.4,38.8,86.9,49.0
Value,86.78,0.00,6.7,61.6,6.4,38.8,86.9,49.0
Kraken,10143.71,-0.03,49.9,73.5,50.1,24.9,0.0,0.0
Value,10143.71,0.00,49.9,73.5,50.1,24.9,0.0,0.0
Valkyrie,470.85,0.08,6.2,64.5,7.3,34.7,86.5,49.3
Value,470.85,0.00,6.2,64.5,7.3,34.7,86.5,49.3
Artillery,-1.94,-1.00,6.3,53.1,5.7,41.5,88.0,49.4
Value,-1.94,0.00,6.3,53.1,5.7,41.5,88.0,49.4
Advancedbot,113.59,1.27,6.4,70.4,6.3,30.4,87.4,49.0
Value,113.59,0.00,6.4,70.4,6.3,30.4,87.4,49.0
Advanced Destroyer,627.07,0.43,6.7,66.9,6.7,26.3,86.7,49.6
Value,627.07,0.00,6.7,66.9,6.7,26.3,86.7,49.6
Skill,0.02,0.02,50.5,48.8,49.5,49.5,0.0,0.0
