Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,50.59,0.00,3.1,51.6,3.4,47.1,93.5,49.6
Kraken,9176.79,-0.13,3.7,73.1,3.7,31.8,92.6,49.3
Value,9176.79,0.00,3.7,73.1,3.7,31.8,92.6,49.3
Valkyrie,227.45,-0.48,3.2,55.5,3.6,47.1,93.2,49.4
Value,227.45,0.00,3.2,55.5,3.6,47.1,93.2,49.4
Artillery,153.78,-0.65,3.5,48.1,3.3,46.9,93.2,49.7
Value,153.78,0.00,3.5,48.1,3.3,46.9,93.2,49.7
Advancedbot,76.93,0.54,3.1,72.0,3.9,33.1,92.9,49.5
Value,76.93,0.00,3.1,72.0,3.9,33.1,92.9,49.5
Advanced Destroyer,281.50,-0.36,3.7,53.9,3.6,40.7,92.6,49.7
Value,281.50,0.00,3.7,53.9,3.6,40.7,92.6,49.7
Skill,0.00,0.00,49.7,49.9,50.3,49.2,0.0,0.0
