Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Recall Shocker,48.00,-0.89,3.4,38.4,3.3,59.6,93.3,50.0
Value,48.00,0.00,3.4,38.4,3.3,59.6,93.3,50.0
Mortar,369.13,-0.16,3.5,57.1,3.3,45.5,93.3,49.8
Value,369.13,0.00,3.5,57.1,3.3,45.5,93.3,49.8
Swift Shocker,83.93,-0.81,3.6,40.9,3.3,60.3,93.1,49.9
Value,83.93,0.00,3.6,40.9,3.3,60.3,93.1,49.9
Heavy Hunter,70.38,-0.84,4.2,41.6,4.2,59.0,91.6,49.9
Value,70.38,0.00,4.2,41.6,4.2,59.0,91.6,49.9
Destroyer,246.64,-0.44,3.3,46.9,3.3,53.8,93.3,49.9
Value,246.64,0.00,3.3,46.9,3.3,53.8,93.3,49.9
Raider,-191.05,-1.44,3.5,29.2,3.4,69.7,93.1,50.0
Value,-191.05,0.00,3.5,29.2,3.4,69.7,93.1,50.0
Turret,90.67,-0.60,3.5,47.1,3.5,55.2,93.0,49.8
Value,90.67,0.00,3.5,47.1,3.5,55.2,93.0,49.8
Heavy Ballista,629.38,-0.28,2.2,51.2,2.2,47.9,95.6,49.9
Value,629.38,0.00,2.2,51.2,2.2,47.9,95.6,49.9
Predator,53.41,-0.88,2.2,35.8,2.3,61.1,95.5,50.0
Value,53.41,0.00,2.2,35.8,2.3,61.1,95.5,50.0
Sniper,488.83,0.12,2.4,55.3,2.3,45.8,95.3,49.9
Value,488.83,0.00,2.4,55.3,2.3,45.8,95.3,49.9
Advanced Blink,243.22,0.39,2.5,63.7,2.2,38.4,95.3,49.8
Value,243.22,0.00,2.5,63.7,2.2,38.4,95.3,49.8
Assaultbot,75.14,0.50,2.4,59.5,2.2,38.3,95.5,49.9
Value,75.14,0.00,2.4,59.5,2.2,38.3,95.5,49.9
Behemoth,345.39,0.38,2.3,57.9,2.2,45.6,95.5,49.8
Value,345.39,0.00,2.3,57.9,2.2,45.6,95.5,49.8
Gargantua,1276.95,0.46,2.2,59.9,2.2,39.8,95.6,49.9
Value,1276.95,0.00,2.2,59.9,2.2,39.8,95.6,49.9
Butterfly,23.30,-0.95,4.3,40.1,4.3,60.1,91.3,49.9
Value,23.30,0.00,4.3,40.1,4.3,60.1,91.3,49.9
Dragonfly,182.80,-0.58,4.1,48.2,4.1,53.0,91.8,49.9
Value,182.80,0.00,4.1,48.2,4.1,53.0,91.8,49.9
Falcon,375.02,-0.14,4.1,57.5,4.3,41.2,91.6,50.0
Value,375.02,0.00,4.1,57.5,4.3,41.2,91.6,50.0
Airship,188.09,-0.57,4.2,47.4,4.2,50.6,91.6,50.0
Value,188.09,0.00,4.2,47.4,4.2,50.6,91.6,50.0
Advanced Recall,146.14,-0.16,4.2,51.9,3.8,48.4,92.0,49.9
Value,146.14,0.00,4.2,51.9,3.8,48.4,92.0,49.9
Mammoth,400.27,-0.09,4.3,52.5,4.1,43.4,91.6,50.1
Value,400.27,0.00,4.3,52.5,4.1,43.4,91.6,50.1
Stinger,-11.48,-1.03,4.0,35.6,4.1,63.6,91.9,49.9
Value,-11.48,0.00,4.0,35.6,4.1,63.6,91.9,49.9
Flak Turret,78.61,-0.83,4.3,44.8,4.3,55.9,91.4,49.9
Value,78.61,0.00,4.3,44.8,4.3,55.9,91.4,49.9
Bulwark,773.03,-0.12,2.1,55.2,2.0,45.3,95.9,49.9
Value,773.03,0.00,2.1,55.2,2.0,45.3,95.9,49.9
Katbus,965.33,0.10,1.9,57.2,2.0,39.4,96.1,50.0
Value,965.33,0.00,1.9,57.2,2.0,39.4,96.1,50.0
Locust,73.27,-0.58,2.0,47.8,1.9,52.1,96.2,49.9
Value,73.27,0.00,2.0,47.8,1.9,52.1,96.2,49.9
Kraken,11628.06,0.11,1.9,67.8,2.0,29.2,96.1,50.0
Value,11628.06,0.00,1.9,67.8,2.0,29.2,96.1,50.0
Valkyrie,282.97,-0.35,1.9,51.8,2.0,50.8,96.2,49.9
Value,282.97,0.00,1.9,51.8,2.0,50.8,96.2,49.9
Artillery,277.88,-0.36,2.0,52.8,2.0,54.3,96.0,49.8
Value,277.88,0.00,2.0,52.8,2.0,54.3,96.0,49.8
Advancedbot,81.17,0.62,2.0,66.8,2.1,41.6,95.9,49.7
Value,81.17,0.00,2.0,66.8,2.1,41.6,95.9,49.7
Advanced Destroyer,350.75,-0.20,1.9,50.2,1.9,48.6,96.2,49.9
Value,350.75,0.00,1.9,50.2,1.9,48.6,96.2,49.9
Skill,-0.01,-0.01,49.6,49.6,50.4,50.2,0.0,0.0
