Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,14.58,0.00,6.7,42.2,5.7,57.5,87.6,49.4
Mortar,314.46,-0.28,6.0,51.6,6.5,45.2,87.5,49.6
Value,314.46,0.00,6.0,51.6,6.5,45.2,87.5,49.6
Swift Shocker,39.03,-0.91,6.2,40.6,5.9,53.9,87.9,49.7
Value,39.03,0.00,6.2,40.6,5.9,53.9,87.9,49.7
Heavy Hunter,68.30,-0.84,4.7,43.5,4.6,50.5,90.8,49.7
Value,68.30,0.00,4.7,43.5,4.6,50.5,90.8,49.7
Destroyer,275.42,-0.37,6.4,51.0,6.3,45.1,87.3,49.6
Value,275.42,0.00,6.4,51.0,6.3,45.1,87.3,49.6
Raider,-146.18,-1.33,6.1,40.9,5.9,62.1,88.0,49.2
Value,-146.18,0.00,6.1,40.9,5.9,62.1,88.0,49.2
Turret,16.55,-0.93,6.6,43.7,6.3,56.7,87.1,49.3
Value,16.55,0.00,6.6,43.7,6.3,56.7,87.1,49.3
Heavy Ballista,636.41,-0.27,8.6,47.3,8.1,44.1,83.4,50.1
Value,636.41,0.00,8.6,47.3,8.1,44.1,83.4,50.1
Predator,39.50,-0.91,8.0,32.6,7.7,60.2,84.3,50.0
Value,39.50,0.00,8.0,32.6,7.7,60.2,84.3,50.0
Sniper,445.65,0.02,49.3,52.4,50.7,46.5,0.0,0.0
Value,445.65,0.00,49.3,52.4,50.7,46.5,0.0,0.0
Advanced Blink,243.33,0.39,7.6,61.7,8.0,40.4,84.4,49.2
Value,243.33,0.00,7.6,61.7,8.0,40.4,84.4,49.2
Assaultbot,71.51,0.43,7.1,58.3,7.6,39.8,85.4,49.5
Value,71.51,0.00,7.1,58.3,7.6,39.8,85.4,49.5
Behemoth,341.35,0.37,7.8,53.7,7.8,47.2,84.4,49.2
Value,341.35,0.00,7.8,53.7,7.8,47.2,84.4,49.2
Gargantua,1191.34,0.36,7.4,59.5,7.1,39.3,85.4,49.4
Value,1191.34,0.00,7.4,59.5,7.1,39.3,85.4,49.4
Butterfly,27.49,-0.94,4.6,39.6,4.2,51.8,91.2,49.8
Value,27.49,0.00,4.6,39.6,4.2,51.8,91.2,49.8
Dragonfly,322.65,-0.26,4.4,55.7,4.5,38.0,91.1,49.7
Value,322.65,0.00,4.4,55.7,4.5,38.0,91.1,49.7
Falcon,509.21,0.16,4.0,63.2,5.2,33.6,90.8,49.7
Value,509.21,0.00,4.0,63.2,5.2,33.6,90.8,49.7
Airship,373.03,-0.15,4.8,59.5,4.3,43.1,90.9,49.2
Value,373.03,0.00,4.8,59.5,4.3,43.1,90.9,49.2
Advanced Recall,104.98,-0.40,4.3,44.6,4.3,47.2,91.4,49.7
Value,104.98,0.00,4.3,44.6,4.3,47.2,91.4,49.7
Mammoth,331.67,-0.24,4.2,53.1,4.1,49.5,91.7,49.2
Value,331.67,0.00,4.2,53.1,4.1,49.5,91.7,49.2
Stinger,24.08,-0.94,3.7,34.3,4.5,58.3,91.9,49.6
Value,24.08,0.00,3.7,34.3,4.5,58.3,91.9,49.6
Flak Turret,-24.80,-1.06,4.6,49.8,4.2,55.5,91.2,49.1
Value,-24.80,0.00,4.6,49.8,4.2,55.5,91.2,49.1
Bulwark,936.84,0.07,3.9,61.6,4.1,42.3,92.0,49.2
Value,936.84,0.00,3.9,61.6,4.1,42.3,92.0,49.2
Katbus,1098.80,0.26,3.9,60.6,3.9,34.3,92.2,49.6
Value,1098.80,0.00,3.9,60.6,3.9,34.3,92.2,49.6
Locust,158.99,-0.09,3.5,52.2,3.5,43.2,93.0,49.5
Value,158.99,0.00,3.5,52.2,3.5,43.2,93.0,49.5
Kraken,13238.89,0.26,3.5,71.7,3.9,19.1,92.6,49.8
Value,13238.89,0.00,3.5,71.7,3.9,19.1,92.6,49.8
Valkyrie,440.11,0.01,4.0,54.3,4.0,40.1,92.0,49.6
Value,440.11,0.00,4.0,54.3,4.0,40.1,92.0,49.6
Artillery,217.49,-0.50,3.5,45.0,3.4,50.0,93.1,49.6
Value,217.49,0.00,3.5,45.0,3.4,50.0,93.1,49.6
Advancedbot,77.20,0.54,3.8,65.1,4.2,46.6,92.1,48.9
Value,77.20,0.00,3.8,65.1,4.2,46.6,92.1,48.9
Advanced Destroyer,292.72,-0.33,3.5,50.3,3.6,42.8,92.9,49.6
Value,292.72,0.00,3.5,50.3,3.6,42.8,92.9,49.6
Skill,-0.00,-0.00,50.2,49.2,49.8,49.6,0.0,0.0
