Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Behemoth,-1501.20,-7.00,4.8,33.3,3.2,100.0,92.1,48.3
Value,-1501.20,0.00,4.8,33.3,3.2,100.0,92.1,48.3
Gargantua,4789.87,4.47,3.2,50.0,1.6,100.0,95.2,48.3
Value,4789.87,0.00,3.2,50.0,1.6,100.0,95.2,48.3
Butterfly,804.54,0.84,7.9,60.0,11.1,57.1,81.0,47.1
Value,804.54,0.00,7.9,60.0,11.1,57.1,81.0,47.1
Dragonfly,497.06,0.14,1.6,100.0,3.2,50.0,95.2,48.3
Value,497.06,0.00,1.6,100.0,3.2,50.0,95.2,48.3
Falcon,1239.45,1.83,1.6,100.0,6.3,50.0,92.1,48.3
Value,1239.45,0.00,1.6,100.0,6.3,50.0,92.1,48.3
Airship,43.37,-0.90,7.9,40.0,6.3,50.0,85.7,50.0
Value,43.37,0.00,7.9,40.0,6.3,50.0,85.7,50.0
Advanced Recall,-496.29,-3.84,3.2,100.0,6.3,50.0,90.5,47.4
Value,-496.29,0.00,3.2,100.0,6.3,50.0,90.5,47.4
Mammoth,678.60,0.55,0.0,0.0,1.6,0.0,98.4,50.0
Value,678.60,0.00,0.0,0.0,1.6,0.0,98.4,50.0
Stinger,859.04,0.96,1.6,0.0,1.6,0.0,96.8,50.8
Value,859.04,0.00,1.6,0.0,1.6,0.0,96.8,50.8
Flak Turret,-260.01,-1.58,3.2,50.0,6.3,50.0,90.5,49.1
Value,-260.01,0.00,3.2,50.0,6.3,50.0,90.5,49.1
Bulwark,5280.32,5.03,4.8,66.7,0.0,0.0,95.2,48.3
Value,5280.32,0.00,4.8,66.7,0.0,0.0,95.2,48.3
Katbus,6320.53,6.22,1.6,0.0,1.6,0.0,96.8,50.8
Value,6320.53,0.00,1.6,0.0,1.6,0.0,96.8,50.8
Locust,209.51,0.20,1.6,100.0,3.2,50.0,95.2,48.3
Value,209.51,0.00,1.6,100.0,3.2,50.0,95.2,48.3
Kraken,21865.21,1.08,1.6,100.0,0.0,0.0,98.4,48.4
Value,21865.21,0.00,1.6,100.0,0.0,0.0,98.4,48.4
Valkyrie,-1122.07,-3.56,4.8,33.3,4.8,100.0,90.5,47.4
Value,-1122.07,0.00,4.8,33.3,4.8,100.0,90.5,47.4
Artillery,833.26,0.90,3.2,0.0,0.0,0.0,96.8,50.8
Value,833.26,0.00,3.2,0.0,0.0,0.0,96.8,50.8
Advancedbot,-477.36,-10.55,0.0,0.0,1.6,0.0,98.4,50.0
Value,-477.36,0.00,0.0,0.0,1.6,0.0,98.4,50.0
Advanced Destroyer,150.80,-0.66,7.9,40.0,1.6,100.0,90.5,49.1
Value,150.80,0.00,7.9,40.0,1.6,100.0,90.5,49.1
Skill,-0.26,-0.26,42.9,29.6,57.1,63.9,0.0,0.0
