Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Turret,0.31,-1.00,3.8,38.7,4.0,59.5,92.1,48.4
Value,0.31,0.00,3.8,38.7,4.0,59.5,92.1,48.4
Heavy Ballista,423.19,-0.52,4.1,41.6,4.7,49.7,91.2,48.7
Value,423.19,0.00,4.1,41.6,4.7,49.7,91.2,48.7
Predator,-70.94,-1.16,3.9,28.8,4.2,62.4,91.9,48.6
Value,-70.94,0.00,3.9,28.8,4.2,62.4,91.9,48.6
Sniper,383.98,-0.12,4.2,48.8,4.2,44.2,91.6,48.6
Value,383.98,0.00,4.2,48.8,4.2,44.2,91.6,48.6
Advanced Blink,208.06,0.19,5.3,54.6,4.3,41.3,90.4,48.4
Value,208.06,0.00,5.3,54.6,4.3,41.3,90.4,48.4
Assaultbot,69.41,0.39,4.7,52.7,4.5,40.4,90.8,48.6
Value,69.41,0.00,4.7,52.7,4.5,40.4,90.8,48.6
Behemoth,312.76,0.25,4.4,50.6,3.9,46.4,91.7,48.4
Value,312.76,0.00,4.4,50.6,3.9,46.4,91.7,48.4
Gargantua,850.07,-0.03,4.2,48.5,4.1,44.7,91.7,48.6
Value,850.07,0.00,4.2,48.5,4.1,44.7,91.7,48.6
Butterfly,90.03,-0.79,8.0,43.3,7.2,53.5,84.8,48.5
Value,90.03,0.00,8.0,43.3,7.2,53.5,84.8,48.5
Dragonfly,239.50,-0.45,7.4,50.3,7.4,46.2,85.2,48.5
Value,239.50,0.00,7.4,50.3,7.4,46.2,85.2,48.5
Falcon,340.76,-0.22,7.2,54.4,7.9,42.9,85.0,48.4
Value,340.76,0.00,7.2,54.4,7.9,42.9,85.0,48.4
Airship,290.17,-0.34,8.3,50.9,7.2,43.3,84.5,48.6
Value,290.17,0.00,8.3,50.9,7.2,43.3,84.5,48.6
Advanced Recall,123.30,-0.30,7.5,52.7,6.7,50.6,85.8,47.9
Value,123.30,0.00,7.5,52.7,6.7,50.6,85.8,47.9
Mammoth,358.58,-0.18,7.5,48.1,7.4,44.3,85.0,48.8
Value,358.58,0.00,7.5,48.1,7.4,44.3,85.0,48.8
Stinger,93.36,-0.79,7.1,44.4,7.7,52.6,85.2,48.4
Value,93.36,0.00,7.1,44.4,7.7,52.6,85.2,48.4
Flak Turret,41.40,-0.91,6.8,37.6,7.2,55.0,86.1,48.7
Value,41.40,0.00,6.8,37.6,7.2,55.0,86.1,48.7
Bulwark,532.91,-0.39,6.5,50.8,6.9,48.3,86.6,48.3
Value,532.91,0.00,6.5,50.8,6.9,48.3,86.6,48.3
Katbus,832.27,-0.05,7.3,55.4,6.8,47.2,86.0,47.9
Value,832.27,0.00,7.3,55.4,6.8,47.2,86.0,47.9
Locust,102.15,-0.42,7.0,45.6,6.2,50.0,86.8,48.5
Value,102.15,0.00,7.0,45.6,6.2,50.0,86.8,48.5
Kraken,10027.36,-0.05,6.5,57.5,7.3,36.8,86.2,48.7
Value,10027.36,0.00,6.5,57.5,7.3,36.8,86.2,48.7
Valkyrie,402.19,-0.08,6.8,53.2,7.2,44.0,86.0,48.4
Value,402.19,0.00,6.8,53.2,7.2,44.0,86.0,48.4
Artillery,214.42,-0.51,6.6,42.4,6.3,60.1,87.1,48.0
Value,214.42,0.00,6.6,42.4,6.3,60.1,87.1,48.0
Advancedbot,87.98,0.76,6.9,65.1,6.6,38.6,86.4,47.8
Value,87.98,0.00,6.9,65.1,6.6,38.6,86.4,47.8
Advanced Destroyer,346.78,-0.21,50.0,52.5,50.0,44.4,0.0,0.0
Value,346.78,0.00,50.0,52.5,50.0,44.4,0.0,0.0
Skill,-0.02,-0.02,49.6,47.5,50.4,49.3,0.0,0.0
