Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Bomber,137.88,-0.21,2.0,100.0,3.2,37.5,94.8,52.5
Value,137.88,0.00,2.0,100.0,3.2,37.5,94.8,52.5
Shocker,-56.27,-1.13,1.6,50.0,5.2,61.5,93.2,52.6
Value,-56.27,0.00,1.6,50.0,5.2,61.5,93.2,52.6
Recall Shocker,311.26,-0.29,3.2,50.0,1.6,75.0,95.2,52.7
Value,311.26,0.00,3.2,50.0,1.6,75.0,95.2,52.7
Mortar,899.43,1.06,3.2,62.5,2.4,33.3,94.4,53.2
Value,899.43,0.00,3.2,62.5,2.4,33.3,94.4,53.2
Swift Shocker,291.38,-0.33,4.0,70.0,2.8,57.1,93.2,52.2
Value,291.38,0.00,4.0,70.0,2.8,57.1,93.2,52.2
Heavy Hunter,-19.07,-1.04,4.0,60.0,3.6,77.8,92.4,51.7
Value,-19.07,0.00,4.0,60.0,3.6,77.8,92.4,51.7
Destroyer,-15.23,-1.03,3.2,50.0,3.6,66.7,93.2,52.6
Value,-15.23,0.00,3.2,50.0,3.6,66.7,93.2,52.6
Raider,-334.49,-1.76,4.4,63.6,3.6,77.8,92.0,51.5
Value,-334.49,0.00,4.4,63.6,3.6,77.8,92.0,51.5
Turret,179.48,-0.20,3.6,66.7,2.4,33.3,94.0,53.0
Value,179.48,0.00,3.6,66.7,2.4,33.3,94.0,53.0
Heavy Ballista,843.43,-0.04,3.2,50.0,1.6,50.0,95.2,53.2
Value,843.43,0.00,3.2,50.0,1.6,50.0,95.2,53.2
Predator,12.42,-0.97,2.0,80.0,2.8,57.1,95.2,52.3
Value,12.42,0.00,2.0,80.0,2.8,57.1,95.2,52.3
Sniper,366.13,-0.16,2.4,66.7,0.8,100.0,96.8,52.3
Value,366.13,0.00,2.4,66.7,0.8,100.0,96.8,52.3
Advanced Blink,192.78,0.10,2.8,85.7,1.6,25.0,95.6,52.5
Value,192.78,0.00,2.8,85.7,1.6,25.0,95.6,52.5
Assaultbot,77.47,0.55,3.2,87.5,1.6,50.0,95.2,51.9
Value,77.47,0.00,3.2,87.5,1.6,50.0,95.2,51.9
Behemoth,702.92,1.81,2.4,100.0,0.8,100.0,96.8,51.5
Value,702.92,0.00,2.4,100.0,0.8,100.0,96.8,51.5
Gargantua,1287.01,0.47,1.6,75.0,2.8,57.1,95.6,52.5
Value,1287.01,0.00,1.6,75.0,2.8,57.1,95.6,52.5
Butterfly,227.18,-0.48,2.8,28.6,4.4,36.4,92.8,54.5
Value,227.18,0.00,2.8,28.6,4.4,36.4,92.8,54.5
Dragonfly,31.36,-0.93,3.6,77.8,7.2,61.1,89.2,51.4
Value,31.36,0.00,3.6,77.8,7.2,61.1,89.2,51.4
Falcon,515.50,0.18,1.6,25.0,5.6,35.7,92.8,54.5
Value,515.50,0.00,1.6,25.0,5.6,35.7,92.8,54.5
Airship,-72.74,-1.17,2.4,83.3,2.8,71.4,94.8,51.7
Value,-72.74,0.00,2.4,83.3,2.8,71.4,94.8,51.7
Advanced Recall,101.58,-0.42,2.4,50.0,4.8,41.7,92.8,53.7
Value,101.58,0.00,2.4,50.0,4.8,41.7,92.8,53.7
Mammoth,637.36,0.46,4.8,50.0,3.2,12.5,92.0,54.6
Value,637.36,0.00,4.8,50.0,3.2,12.5,92.0,54.6
Stinger,431.29,-0.01,1.6,75.0,3.2,37.5,95.2,53.2
Value,431.29,0.00,1.6,75.0,3.2,37.5,95.2,53.2
Flak Turret,-234.74,-1.52,1.6,50.0,4.4,45.5,94.0,53.4
Value,-234.74,0.00,1.6,50.0,4.4,45.5,94.0,53.4
Bulwark,1165.53,0.33,2.4,83.3,2.8,42.9,94.8,52.5
Value,1165.53,0.00,2.4,83.3,2.8,42.9,94.8,52.5
Katbus,2522.92,1.88,1.2,33.3,2.0,20.0,96.8,53.9
Value,2522.92,0.00,1.2,33.3,2.0,20.0,96.8,53.9
Locust,-47.79,-1.27,2.4,33.3,1.2,100.0,96.4,52.9
Value,-47.79,0.00,2.4,33.3,1.2,100.0,96.4,52.9
Kraken,4943.64,-0.53,0.4,100.0,0.4,100.0,99.2,52.6
Value,4943.64,0.00,0.4,100.0,0.4,100.0,99.2,52.6
Valkyrie,494.79,0.13,2.0,80.0,2.8,57.1,95.2,52.3
Value,494.79,0.00,2.0,80.0,2.8,57.1,95.2,52.3
Artillery,366.74,-0.16,1.2,33.3,1.6,75.0,97.2,52.9
Value,366.74,0.00,1.2,33.3,1.6,75.0,97.2,52.9
Advancedbot,50.74,0.01,1.2,100.0,1.6,75.0,97.2,52.1
Value,50.74,0.00,1.2,100.0,1.6,75.0,97.2,52.1
Advanced Destroyer,0.11,-1.00,2.8,28.6,2.8,42.9,94.4,54.0
Value,0.11,0.00,2.8,28.6,2.8,42.9,94.4,54.0
Skill,-0.08,-0.08,50.2,48.0,49.8,58.1,0.0,0.0
