Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Blink Hunter,13.72,0.14,13.36,54.67,0.00,0.00,86.64,43.62
vs. Gunbot,-11.39,-0.11,13.42,39.17,0.00,0.00,86.58,46.02
vs. Missilebot,3.57,0.04,13.41,49.56,0.00,0.00,86.59,44.41
vs. Wasp,-10.19,-0.10,13.35,42.45,0.00,0.00,86.65,45.51
vs. Hornet,15.43,0.15,13.22,54.17,0.00,0.00,86.78,43.72
vs. Knight,-57.37,-0.57,13.26,37.40,0.00,0.00,86.74,46.28
vs. Crossbow,6.22,0.06,13.33,50.71,0.00,0.00,86.67,44.24
vs. Ballista,-4.59,-0.05,5.79,46.36,0.00,0.00,94.21,45.02
vs. King Crab,-81.88,-0.82,5.97,42.85,0.00,0.00,94.03,45.24
vs. Crusader,-115.11,-1.15,5.91,37.67,0.00,0.00,94.09,45.57
vs. Bomber,-33.70,-0.34,5.85,43.80,0.00,0.00,94.15,45.18
vs. Shocker,-37.46,-0.37,5.94,43.25,0.00,0.00,94.06,45.22
vs. Recall Shocker,-69.78,-0.70,5.82,38.86,0.00,0.00,94.18,45.48
vs. Mortar,-125.83,-1.26,5.76,27.89,0.00,0.00,94.24,46.15
vs. Swift Shocker,-34.11,-0.34,5.86,46.10,0.00,0.00,94.14,45.04
vs. Heavy Hunter,27.40,0.27,5.83,50.37,0.00,0.00,94.17,44.77
vs. Destroyer,-21.01,-0.21,5.92,42.77,0.00,0.00,94.08,45.25
vs. Raider,81.07,0.81,5.94,59.84,0.00,0.00,94.06,44.17
vs. Turret,-46.50,-0.47,5.85,35.21,0.00,0.00,94.15,45.71
vs. Heavy Ballista,-195.35,-1.95,3.91,35.49,0.00,0.00,96.09,45.49
vs. Gargantua,-217.96,-2.18,3.97,26.76,0.00,0.00,96.03,45.86
vs. Sniper,-114.45,-1.14,3.96,31.80,0.00,0.00,96.04,45.65
vs. Advanced Blink,-51.35,-0.51,4.01,39.98,0.00,0.00,95.99,45.31
vs. Assaultbot,-17.64,-0.18,4.00,29.94,0.00,0.00,96.00,45.73
vs. Advancedbot,-14.49,-0.14,4.03,33.38,0.00,0.00,95.97,45.59
vs. Behemoth,-96.34,-0.96,4.04,28.69,0.00,0.00,95.96,45.79
vs. Advanced Mortar,-117.91,-1.18,3.94,24.45,0.00,0.00,96.06,45.95
vs. Blaster,-102.64,-1.03,3.94,29.00,0.00,0.00,96.06,45.76
vs. Butterfly,194.47,1.94,8.84,58.79,0.00,0.00,91.16,43.77
vs. Dragonfly,185.96,1.86,8.95,58.96,0.00,0.00,91.05,43.74
vs. Falcon,114.78,1.15,8.90,50.37,0.00,0.00,91.10,44.58
vs. Airship,216.71,2.17,8.92,60.43,0.00,0.00,91.08,43.60
vs. Advanced Recall,-31.94,-0.32,8.87,40.90,0.00,0.00,91.13,45.51
vs. Mammoth,-133.91,-1.34,8.83,38.23,0.00,0.00,91.17,45.76
vs. Stinger,-11.86,-0.12,8.84,56.98,0.00,0.00,91.16,43.95
vs. Flak Turret,55.05,0.55,8.77,64.55,0.00,0.00,91.23,43.23
vs. Bulwark,171.47,1.71,4.10,46.93,0.00,0.00,95.90,45.02
vs. Katbus,-11.07,-0.11,4.09,44.44,0.00,0.00,95.91,45.13
vs. Locust,52.58,0.53,4.26,59.43,0.00,0.00,95.74,44.46
vs. Kraken,-1052.73,-10.53,1.62,16.19,0.00,0.00,98.38,45.58
vs. Predator,58.60,0.59,4.08,57.95,0.00,0.00,95.92,44.55
vs. Valkyrie,191.45,1.91,4.19,59.14,0.00,0.00,95.81,44.48
vs. Artillery,-109.10,-1.09,4.07,42.15,0.00,0.00,95.93,45.22
vs. Advanced Destroyer,-68.02,-0.68,4.04,46.02,0.00,0.00,95.96,45.06
vs. Shade,59.36,0.59,4.06,50.37,0.00,0.00,95.94,44.88
vs. Ranking,-0.00,-0.04,0.00,0.00,100.00,45.10,0.00,0.00
vs. Aggression,0.09,0.09,0.00,0.00,100.00,45.10,0.00,0.00
