Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Heavy Ballista,517.86,-0.41,4.5,44.5,4.2,48.5,91.3,50.8
Value,517.86,0.00,4.5,44.5,4.2,48.5,91.3,50.8
Predator,-24.03,-1.05,4.4,39.9,3.9,62.0,91.6,50.4
Value,-24.03,0.00,4.4,39.9,3.9,62.0,91.6,50.4
Sniper,218.33,-0.50,4.4,42.9,4.7,51.3,90.9,50.8
Value,218.33,0.00,4.4,42.9,4.7,51.3,90.9,50.8
Advanced Blink,270.72,0.55,4.4,54.0,4.6,36.8,91.0,51.0
Value,270.72,0.00,4.4,54.0,4.6,36.8,91.0,51.0
Assaultbot,52.12,0.04,4.3,52.6,4.1,45.7,91.6,50.5
Value,52.12,0.00,4.3,52.6,4.1,45.7,91.6,50.5
Behemoth,271.20,0.08,4.2,57.5,3.6,41.8,92.2,50.5
Value,271.20,0.00,4.2,57.5,3.6,41.8,92.2,50.5
Gargantua,1307.96,0.49,4.7,64.0,3.9,38.0,91.3,50.3
Value,1307.96,0.00,4.7,64.0,3.9,38.0,91.3,50.3
Butterfly,22.25,-0.95,7.9,42.0,6.5,53.3,85.6,51.0
Value,22.25,0.00,7.9,42.0,6.5,53.3,85.6,51.0
Dragonfly,200.12,-0.54,7.3,49.7,7.7,52.1,85.0,50.4
Value,200.12,0.00,7.3,49.7,7.7,52.1,85.0,50.4
Falcon,189.87,-0.57,7.4,52.0,7.3,45.9,85.2,50.7
Value,189.87,0.00,7.4,52.0,7.3,45.9,85.2,50.7
Airship,236.51,-0.46,6.9,51.6,7.1,50.5,86.0,50.3
Value,236.51,0.00,6.9,51.6,7.1,50.5,86.0,50.3
Advanced Recall,96.29,-0.45,7.3,52.2,6.9,48.7,85.8,50.4
Value,96.29,0.00,7.3,52.2,6.9,48.7,85.8,50.4
Mammoth,413.15,-0.06,7.5,60.6,7.7,39.0,84.7,50.6
Value,413.15,0.00,7.5,60.6,7.7,39.0,84.7,50.6
Stinger,-39.83,-1.09,7.0,42.6,7.3,54.8,85.7,50.7
Value,-39.83,0.00,7.0,42.6,7.3,54.8,85.7,50.7
Flak Turret,98.02,-0.78,7.6,53.3,7.8,50.2,84.6,50.2
Value,98.02,0.00,7.6,53.3,7.8,50.2,84.6,50.2
Bulwark,603.99,-0.31,6.7,51.1,6.6,48.5,86.7,50.5
Value,603.99,0.00,6.7,51.1,6.6,48.5,86.7,50.5
Katbus,749.46,-0.14,6.6,57.4,6.5,41.6,86.9,50.6
Value,749.46,0.00,6.6,57.4,6.5,41.6,86.9,50.6
Locust,62.48,-0.64,6.6,44.9,6.2,53.4,87.2,50.6
Value,62.48,0.00,6.6,44.9,6.2,53.4,87.2,50.6
Kraken,10549.82,0.00,6.8,67.2,6.8,29.9,86.4,50.8
Value,10549.82,0.00,6.8,67.2,6.8,29.9,86.4,50.8
Valkyrie,328.28,-0.25,49.3,57.3,50.7,43.7,0.0,0.0
Value,328.28,0.00,49.3,57.3,50.7,43.7,0.0,0.0
Artillery,154.01,-0.65,6.3,46.1,6.3,58.7,87.4,50.2
Value,154.01,0.00,6.3,46.1,6.3,58.7,87.4,50.2
Advancedbot,81.94,0.64,6.9,71.6,6.7,37.4,86.4,49.8
Value,81.94,0.00,6.9,71.6,6.7,37.4,86.4,49.8
Advanced Destroyer,370.26,-0.15,6.5,53.5,7.2,43.9,86.4,50.8
Value,370.26,0.00,6.5,53.5,7.2,43.9,86.4,50.8
Skill,0.01,0.01,49.7,51.0,50.3,49.9,0.0,0.0
