Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Swift Shocker,1484.24,2.39,11.8,62.5,4.4,33.3,83.8,52.6
Value,1484.24,0.00,11.8,62.5,4.4,33.3,83.8,52.6
Heavy Hunter,756.79,0.73,5.9,75.0,4.4,66.7,89.7,50.8
Value,756.79,0.00,5.9,75.0,4.4,66.7,89.7,50.8
Destroyer,1433.84,2.28,0.0,0.0,7.4,60.0,92.6,52.4
Value,1433.84,0.00,0.0,0.0,7.4,60.0,92.6,52.4
Raider,852.89,0.95,54.4,29.7,45.6,80.6,0.0,0.0
Value,852.89,0.00,54.4,29.7,45.6,80.6,0.0,0.0
Turret,973.91,3.33,5.9,50.0,2.9,50.0,91.2,53.2
Value,973.91,0.00,5.9,50.0,2.9,50.0,91.2,53.2
Heavy Ballista,5168.00,4.91,7.4,40.0,1.5,0.0,91.2,54.8
Value,5168.00,0.00,7.4,40.0,1.5,0.0,91.2,54.8
Predator,820.27,0.87,5.9,25.0,1.5,100.0,92.6,54.0
Value,820.27,0.00,5.9,25.0,1.5,100.0,92.6,54.0
Sniper,1812.55,3.14,1.5,100.0,2.9,50.0,95.6,52.3
Value,1812.55,0.00,1.5,100.0,2.9,50.0,95.6,52.3
Advanced Blink,749.48,3.28,1.5,0.0,4.4,100.0,94.1,51.6
Value,749.48,0.00,1.5,0.0,4.4,100.0,94.1,51.6
Assaultbot,443.91,7.88,7.4,80.0,7.4,60.0,85.3,50.0
Value,443.91,0.00,7.4,80.0,7.4,60.0,85.3,50.0
Behemoth,-745.89,-3.98,1.5,100.0,2.9,100.0,95.6,50.8
Value,-745.89,0.00,1.5,100.0,2.9,100.0,95.6,50.8
Gargantua,4315.56,3.93,8.8,33.3,2.9,50.0,88.2,55.0
Value,4315.56,0.00,8.8,33.3,2.9,50.0,88.2,55.0
Butterfly,3663.78,7.37,4.4,100.0,4.4,33.3,91.2,51.6
Value,3663.78,0.00,4.4,100.0,4.4,33.3,91.2,51.6
Dragonfly,1328.82,2.04,4.4,100.0,2.9,0.0,92.6,52.4
Value,1328.82,0.00,4.4,100.0,2.9,0.0,92.6,52.4
Falcon,1296.42,1.96,4.4,33.3,2.9,50.0,92.6,54.0
Value,1296.42,0.00,4.4,33.3,2.9,50.0,92.6,54.0
Airship,505.51,0.16,4.4,100.0,2.9,100.0,92.6,49.2
Value,505.51,0.00,4.4,100.0,2.9,100.0,92.6,49.2
Advanced Recall,451.35,1.58,2.9,100.0,5.9,75.0,91.2,50.0
Value,451.35,0.00,2.9,100.0,5.9,75.0,91.2,50.0
Mammoth,1500.60,2.43,7.4,20.0,1.5,100.0,91.2,54.8
Value,1500.60,0.00,7.4,20.0,1.5,100.0,91.2,54.8
Stinger,1642.48,2.75,7.4,80.0,1.5,0.0,91.2,51.6
Value,1642.48,0.00,7.4,80.0,1.5,0.0,91.2,51.6
Flak Turret,1603.07,2.56,2.9,0.0,5.9,50.0,91.2,54.8
Value,1603.07,0.00,2.9,0.0,5.9,50.0,91.2,54.8
Bulwark,3836.92,3.39,1.5,100.0,1.5,0.0,97.1,53.0
Value,3836.92,0.00,1.5,100.0,1.5,0.0,97.1,53.0
Katbus,-58228.37,-67.55,1.5,100.0,0.0,0.0,98.5,52.2
Value,-58228.37,0.00,1.5,100.0,0.0,0.0,98.5,52.2
Locust,1361.40,6.78,1.5,100.0,2.9,50.0,95.6,52.3
Value,1361.40,0.00,1.5,100.0,2.9,50.0,95.6,52.3
Kraken,40757.56,2.88,1.5,100.0,1.5,0.0,97.1,53.0
Value,40757.56,0.00,1.5,100.0,1.5,0.0,97.1,53.0
Valkyrie,8588.83,18.63,1.5,100.0,2.9,100.0,95.6,50.8
Value,8588.83,0.00,1.5,100.0,2.9,100.0,95.6,50.8
Artillery,18294.81,40.82,1.5,0.0,1.5,100.0,97.1,53.0
Value,18294.81,0.00,1.5,0.0,1.5,100.0,97.1,53.0
Advancedbot,2067.94,40.36,4.4,66.7,1.5,0.0,94.1,53.1
Value,2067.94,0.00,4.4,66.7,1.5,0.0,94.1,53.1
Advanced Destroyer,1938.50,3.43,1.5,100.0,1.5,0.0,97.1,53.0
Value,1938.50,0.00,1.5,100.0,1.5,0.0,97.1,53.0
Skill,0.14,0.14,55.9,57.9,44.1,46.7,0.0,0.0
