Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,201.53,0.00,3.2,52.3,3.4,47.1,93.4,49.4
Swift Shocker,32.43,-0.93,3.2,34.6,3.7,59.3,93.1,49.5
Value,32.43,0.00,3.2,34.6,3.7,59.3,93.1,49.5
Heavy Hunter,287.24,-0.34,8.2,51.8,7.3,41.4,84.5,49.9
Value,287.24,0.00,8.2,51.8,7.3,41.4,84.5,49.9
Destroyer,114.84,-0.74,4.1,46.6,3.9,58.7,92.1,49.1
Value,114.84,0.00,4.1,46.6,3.9,58.7,92.1,49.1
Raider,-192.72,-1.44,3.7,30.6,3.7,58.4,92.6,49.8
Value,-192.72,0.00,3.7,30.6,3.7,58.4,92.6,49.8
Turret,2.03,-0.99,3.4,42.3,3.1,60.5,93.5,49.3
Value,2.03,0.00,3.4,42.3,3.1,60.5,93.5,49.3
Heavy Ballista,473.57,-0.46,4.7,47.1,4.2,50.0,91.1,49.5
Value,473.57,0.00,4.7,47.1,4.2,50.0,91.1,49.5
Predator,-15.19,-1.03,4.3,32.8,4.1,60.2,91.5,49.7
Value,-15.19,0.00,4.3,32.8,4.1,60.2,91.5,49.7
Sniper,195.92,-0.55,4.7,46.8,4.4,56.8,90.9,49.2
Value,195.92,0.00,4.7,46.8,4.4,56.8,90.9,49.2
Advanced Blink,253.65,0.45,4.7,56.7,4.3,33.9,91.0,49.8
Value,253.65,0.00,4.7,56.7,4.3,33.9,91.0,49.8
Assaultbot,68.49,0.37,4.1,55.2,4.3,43.3,91.6,49.4
Value,68.49,0.00,4.1,55.2,4.3,43.3,91.6,49.4
Behemoth,259.52,0.04,4.2,46.1,4.2,49.4,91.6,49.6
Value,259.52,0.00,4.2,46.1,4.2,49.4,91.6,49.6
Gargantua,1164.71,0.33,4.5,60.9,3.3,41.2,92.3,49.1
Value,1164.71,0.00,4.5,60.9,3.3,41.2,92.3,49.1
Butterfly,42.78,-0.90,7.4,45.5,7.2,50.5,85.3,49.7
Value,42.78,0.00,7.4,45.5,7.2,50.5,85.3,49.7
Dragonfly,204.09,-0.53,7.6,51.5,7.9,44.9,84.5,49.6
Value,204.09,0.00,7.6,51.5,7.9,44.9,84.5,49.6
Falcon,231.25,-0.47,7.2,49.8,7.0,46.3,85.8,49.6
Value,231.25,0.00,7.2,49.8,7.0,46.3,85.8,49.6
Airship,216.84,-0.50,7.4,49.5,7.8,44.6,84.8,49.9
Value,216.84,0.00,7.4,49.5,7.8,44.6,84.8,49.9
Advanced Recall,88.22,-0.50,7.9,47.0,7.2,43.8,84.9,50.1
Value,88.22,0.00,7.9,47.0,7.2,43.8,84.9,50.1
Mammoth,379.24,-0.13,7.7,59.7,7.4,41.8,84.9,49.1
Value,379.24,0.00,7.7,59.7,7.4,41.8,84.9,49.1
Stinger,-49.30,-1.11,7.5,39.4,7.4,56.5,85.0,49.7
Value,-49.30,0.00,7.5,39.4,7.4,56.5,85.0,49.7
Flak Turret,57.36,-0.87,7.8,49.8,7.4,53.5,84.7,49.0
Value,57.36,0.00,7.8,49.8,7.4,53.5,84.7,49.0
Bulwark,725.37,-0.17,50.7,57.1,49.3,41.5,0.0,0.0
Value,725.37,0.00,50.7,57.1,49.3,41.5,0.0,0.0
Katbus,656.80,-0.25,6.8,54.4,6.7,42.4,86.5,49.6
Value,656.80,0.00,6.8,54.4,6.7,42.4,86.5,49.6
Locust,81.50,-0.53,7.2,50.2,6.2,47.2,86.6,49.5
Value,81.50,0.00,7.2,50.2,6.2,47.2,86.6,49.5
Kraken,11763.28,0.12,7.1,73.3,6.8,23.0,86.1,49.5
Value,11763.28,0.00,7.1,73.3,6.8,23.0,86.1,49.5
Valkyrie,388.37,-0.11,6.6,56.8,6.7,43.0,86.7,49.4
Value,388.37,0.00,6.6,56.8,6.7,43.0,86.7,49.4
Artillery,137.41,-0.69,6.9,47.7,6.0,50.0,87.1,49.5
Value,137.41,0.00,6.9,47.7,6.0,50.0,87.1,49.5
Advancedbot,78.89,0.58,7.3,69.7,6.8,35.3,85.9,48.8
Value,78.89,0.00,7.3,69.7,6.8,35.3,85.9,48.8
Advanced Destroyer,398.36,-0.09,6.7,57.6,6.3,40.9,86.9,49.4
Value,398.36,0.00,6.7,57.6,6.3,40.9,86.9,49.4
Skill,-0.03,-0.03,51.0,48.6,49.0,50.3,0.0,0.0
