Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Damage,2.74,1.78,86.92,48.91,13.07,51.12,0.02,42.86
Duration,-386.51,-2.51,87.13,48.86,12.85,51.47,0.02,35.29
Windup,0.00,-0.33,0.00,0.00,0.00,0.00,100.00,49.20
Recoil,0.00,0.20,0.00,0.00,0.00,0.00,100.00,49.20
WeaponSpeed,5.37,0.54,86.89,48.80,13.09,51.83,0.01,41.67
Range,35.32,3.53,87.01,48.99,12.97,50.54,0.02,66.67
Splash,0.00,-0.12,0.00,0.00,0.00,0.00,100.00,49.20
Artillery,4.69,0.05,8.65,57.39,0.00,0.00,91.35,48.42
Advanced Destroyer,-5.71,-0.06,8.51,54.30,0.00,0.00,91.49,48.72
Shade,-5.56,-0.06,8.77,53.78,0.00,0.00,91.23,48.75
Ranking,0.01,0.73,0.00,0.00,100.00,49.20,0.00,0.00
Aggression,-0.12,-0.12,0.00,0.00,100.00,49.20,0.00,0.00
vs. Crab,3.78,0.04,13.51,49.79,0.00,0.00,86.49,49.10
vs. Hunter,-16.80,-0.17,13.31,45.46,0.00,0.00,86.69,49.77
vs. Guardian Shield,381.87,3.82,13.08,54.41,0.00,0.00,86.92,48.41
vs. Recall,15.25,0.15,13.28,51.15,0.00,0.00,86.72,48.90
vs. Recall Hunter,-12.37,-0.12,13.32,47.10,0.00,0.00,86.68,49.52
vs. Scorpion,-0.57,-0.01,13.29,46.23,0.00,0.00,86.71,49.65
vs. Beetle,-24.79,-0.25,13.36,43.57,0.00,0.00,86.64,50.06
vs. Blink,16.36,0.16,13.32,53.13,0.00,0.00,86.68,48.59
vs. Blink Hunter,-7.92,-0.08,13.46,50.42,0.00,0.00,86.54,49.00
vs. Gunbot,9.37,0.09,13.22,52.83,0.00,0.00,86.78,48.64
vs. Missilebot,-18.32,-0.18,13.15,45.21,0.00,0.00,86.85,49.80
vs. Wasp,1.58,0.02,13.10,51.12,0.00,0.00,86.90,48.91
vs. Hornet,-8.32,-0.08,13.28,49.45,0.00,0.00,86.72,49.16
vs. Knight,29.06,0.29,13.41,51.71,0.00,0.00,86.59,48.81
vs. Crossbow,-34.75,-0.35,13.21,46.14,0.00,0.00,86.79,49.66
vs. Ballista,112.65,1.13,5.95,53.97,0.00,0.00,94.05,48.89
vs. King Crab,41.06,0.41,6.06,49.73,0.00,0.00,93.94,49.16
vs. Crusader,25.93,0.26,6.03,45.49,0.00,0.00,93.97,49.43
vs. Bomber,6.86,0.07,6.11,46.33,0.00,0.00,93.89,49.38
vs. Shocker,101.50,1.01,6.05,52.38,0.00,0.00,93.95,48.99
vs. Recall Shocker,80.10,0.80,6.00,51.28,0.00,0.00,94.00,49.06
vs. Mortar,83.57,0.84,5.89,44.83,0.00,0.00,94.11,49.47
vs. Swift Shocker,80.66,0.81,6.00,52.34,0.00,0.00,94.00,48.99
vs. Heavy Hunter,-67.40,-0.67,5.87,40.08,0.00,0.00,94.13,49.76
vs. Destroyer,91.23,0.91,6.05,52.37,0.00,0.00,93.95,48.99
vs. Raider,85.00,0.85,5.76,60.77,0.00,0.00,94.24,48.49
vs. Turret,57.66,0.58,5.88,54.16,0.00,0.00,94.12,48.89
vs. Heavy Ballista,137.07,1.37,6.31,44.15,0.00,0.00,93.69,49.54
vs. Gargantua,-205.66,-2.06,6.31,22.94,0.00,0.00,93.69,50.96
vs. Sniper,116.06,1.16,6.45,45.37,0.00,0.00,93.55,49.46
vs. Advanced Blink,-23.61,-0.24,6.38,40.72,0.00,0.00,93.62,49.77
vs. Assaultbot,-1.31,-0.01,6.47,35.42,0.00,0.00,93.53,50.15
vs. Advancedbot,-22.15,-0.22,6.36,26.47,0.00,0.00,93.64,50.74
vs. Behemoth,-24.48,-0.24,6.39,36.04,0.00,0.00,93.61,50.09
vs. Advanced Mortar,-121.22,-1.21,6.54,23.68,0.00,0.00,93.46,50.98
vs. Blaster,-124.04,-1.24,6.52,27.01,0.00,0.00,93.48,50.74
vs. Butterfly,280.05,2.80,9.02,62.12,0.00,0.00,90.98,47.91
vs. Dragonfly,221.66,2.22,8.93,60.27,0.00,0.00,91.07,48.11
vs. Falcon,266.53,2.67,9.00,60.17,0.00,0.00,91.00,48.11
vs. Airship,136.07,1.36,8.86,52.26,0.00,0.00,91.14,48.90
vs. Advanced Recall,26.81,0.27,9.14,52.23,0.00,0.00,90.86,48.89
vs. Mammoth,12.72,0.13,8.86,48.00,0.00,0.00,91.14,49.31
vs. Stinger,79.80,0.80,8.94,60.80,0.00,0.00,91.06,48.06
vs. Flak Turret,-88.75,-0.89,8.87,49.40,0.00,0.00,91.13,49.18
vs. Bulwark,221.99,2.22,6.41,44.99,0.00,0.00,93.59,49.48
vs. Katbus,491.09,4.91,6.42,54.91,0.00,0.00,93.58,48.80
vs. Locust,81.14,0.81,6.53,59.34,0.00,0.00,93.47,48.49
vs. Kraken,326.41,3.26,2.92,21.52,0.00,0.00,97.08,50.03
vs. Predator,-74.56,-0.75,6.46,46.44,0.00,0.00,93.54,49.39
vs. Valkyrie,98.36,0.98,6.56,49.99,0.00,0.00,93.44,49.14
vs. Artillery,100.81,1.01,6.55,50.33,0.00,0.00,93.45,49.12
vs. Advanced Destroyer,124.38,1.24,6.57,53.31,0.00,0.00,93.43,48.91
vs. Shade,247.04,2.47,6.59,57.01,0.00,0.00,93.41,48.64
vs. Ranking,0.01,0.50,0.00,0.00,100.00,49.20,0.00,0.00
vs. Aggression,0.64,0.64,0.00,0.00,100.00,49.20,0.00,0.00
