Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Knight,-64.37,-0.64,13.22,35.87,0.00,0.00,86.78,46.43
vs. Crossbow,9.36,0.09,13.39,50.71,0.00,0.00,86.61,44.15
vs. Ballista,-70.10,-0.70,4.20,49.92,0.00,0.00,95.80,44.82
vs. King Crab,-53.70,-0.54,4.23,48.56,0.00,0.00,95.77,44.87
vs. Crusader,-95.82,-0.96,4.22,41.94,0.00,0.00,95.78,45.17
vs. Bomber,-45.24,-0.45,4.25,44.38,0.00,0.00,95.75,45.06
vs. Shocker,-101.16,-1.01,4.25,46.86,0.00,0.00,95.75,44.95
vs. Recall Shocker,-123.28,-1.23,4.24,41.87,0.00,0.00,95.76,45.17
vs. Mortar,-162.11,-1.62,4.24,32.01,0.00,0.00,95.76,45.61
vs. Swift Shocker,-57.20,-0.57,4.22,49.38,0.00,0.00,95.78,44.84
vs. Heavy Hunter,15.56,0.16,4.22,50.28,0.00,0.00,95.78,44.80
vs. Destroyer,-54.19,-0.54,4.27,46.88,0.00,0.00,95.73,44.95
vs. Raider,105.97,1.06,4.28,63.53,0.00,0.00,95.72,44.20
vs. Turret,-120.08,-1.20,4.30,38.74,0.00,0.00,95.70,45.31
vs. Heavy Ballista,-286.47,-2.86,2.84,39.34,0.00,0.00,97.16,45.20
vs. Gargantua,-257.04,-2.57,2.79,28.71,0.00,0.00,97.21,45.50
vs. Sniper,-145.07,-1.45,2.80,36.11,0.00,0.00,97.20,45.29
vs. Advanced Blink,-39.59,-0.40,2.86,41.45,0.00,0.00,97.14,45.14
vs. Assaultbot,-23.47,-0.23,2.85,33.40,0.00,0.00,97.15,45.37
vs. Advancedbot,-22.00,-0.22,2.85,33.34,0.00,0.00,97.15,45.37
vs. Behemoth,-121.17,-1.21,2.87,32.92,0.00,0.00,97.13,45.39
vs. Advanced Mortar,-154.06,-1.54,2.88,25.88,0.00,0.00,97.12,45.60
vs. Blaster,-154.38,-1.54,2.84,31.34,0.00,0.00,97.16,45.43
vs. Butterfly,188.27,1.88,6.34,59.23,0.00,0.00,93.66,44.07
vs. Dragonfly,182.65,1.83,6.31,58.43,0.00,0.00,93.69,44.13
vs. Falcon,-3.86,-0.04,6.37,47.20,0.00,0.00,93.63,44.88
vs. Airship,207.21,2.07,6.39,57.78,0.00,0.00,93.61,44.16
vs. Advanced Recall,-43.90,-0.44,6.36,45.10,0.00,0.00,93.64,45.03
vs. Mammoth,-137.39,-1.37,6.36,41.97,0.00,0.00,93.64,45.24
vs. Stinger,19.37,0.19,6.29,60.53,0.00,0.00,93.71,43.99
vs. Flak Turret,47.55,0.48,6.35,62.32,0.00,0.00,93.65,43.86
vs. Bulwark,-79.34,-0.79,2.86,39.96,0.00,0.00,97.14,45.18
vs. Katbus,-183.03,-1.83,2.85,41.55,0.00,0.00,97.15,45.13
vs. Locust,58.44,0.58,2.91,58.13,0.00,0.00,97.09,44.64
vs. Kraken,-2231.85,-22.32,1.17,13.48,0.00,0.00,98.83,45.41
vs. Predator,-0.53,-0.01,2.91,53.88,0.00,0.00,97.09,44.77
vs. Valkyrie,159.05,1.59,2.91,54.89,0.00,0.00,97.09,44.74
vs. Artillery,-166.15,-1.66,2.88,42.54,0.00,0.00,97.12,45.10
vs. Advanced Destroyer,-103.69,-1.04,2.91,45.95,0.00,0.00,97.09,45.00
vs. Shade,-70.65,-0.71,2.95,46.06,0.00,0.00,97.05,45.00
vs. Ranking,0.01,0.62,0.00,0.00,100.00,45.03,0.00,0.00
vs. Aggression,0.74,0.74,0.00,0.00,100.00,45.03,0.00,0.00
