Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Assaultbot,-210.88,-5.22,4.5,66.7,0.0,0.0,95.5,49.2
Value,-210.88,0.00,4.5,66.7,0.0,0.0,95.5,49.2
Behemoth,590.37,1.36,6.1,100.0,3.0,50.0,90.9,46.7
Value,590.37,0.00,6.1,100.0,3.0,50.0,90.9,46.7
Gargantua,1759.17,1.01,3.0,100.0,3.0,0.0,93.9,50.0
Value,1759.17,0.00,3.0,100.0,3.0,0.0,93.9,50.0
Butterfly,-379.09,-1.87,7.6,60.0,6.1,50.0,86.4,49.1
Value,-379.09,0.00,7.6,60.0,6.1,50.0,86.4,49.1
Dragonfly,-300.47,-1.69,15.2,50.0,4.5,66.7,80.3,49.1
Value,-300.47,0.00,15.2,50.0,4.5,66.7,80.3,49.1
Falcon,5.50,-0.99,3.0,100.0,10.6,42.9,86.4,49.1
Value,5.50,0.00,3.0,100.0,10.6,42.9,86.4,49.1
Airship,-458.11,-2.05,4.5,33.3,9.1,50.0,86.4,50.9
Value,-458.11,0.00,4.5,33.3,9.1,50.0,86.4,50.9
Advanced Recall,256.45,0.47,6.1,50.0,3.0,0.0,90.9,51.7
Value,256.45,0.00,6.1,50.0,3.0,0.0,90.9,51.7
Mammoth,74.08,-0.83,7.6,40.0,9.1,66.7,83.3,49.1
Value,74.08,0.00,7.6,40.0,9.1,66.7,83.3,49.1
Stinger,-96.31,-1.22,45.5,50.0,54.5,50.0,0.0,0.0
Value,-96.31,0.00,45.5,50.0,54.5,50.0,0.0,0.0
Flak Turret,159.42,-0.65,6.1,75.0,12.1,37.5,81.8,50.0
Value,159.42,0.00,6.1,75.0,12.1,37.5,81.8,50.0
Bulwark,8874.79,9.14,3.0,50.0,1.5,100.0,95.5,49.2
Value,8874.79,0.00,3.0,50.0,1.5,100.0,95.5,49.2
Katbus,-2417.31,-3.76,3.0,50.0,3.0,50.0,93.9,50.0
Value,-2417.31,0.00,3.0,50.0,3.0,50.0,93.9,50.0
Locust,-1940.57,-12.09,0.0,0.0,3.0,50.0,97.0,50.0
Value,-1940.57,0.00,0.0,0.0,3.0,50.0,97.0,50.0
Kraken,4927.78,-0.53,0.0,0.0,6.1,50.0,93.9,50.0
Value,4927.78,0.00,0.0,0.0,6.1,50.0,93.9,50.0
Valkyrie,260.37,-0.40,6.1,100.0,1.5,0.0,92.4,47.5
Value,260.37,0.00,6.1,100.0,1.5,0.0,92.4,47.5
Artillery,446.22,0.02,1.5,0.0,6.1,50.0,92.4,50.8
Value,446.22,0.00,1.5,0.0,6.1,50.0,92.4,50.8
Advancedbot,188.51,2.77,4.5,100.0,6.1,25.0,89.4,49.2
Value,188.51,0.00,4.5,100.0,6.1,25.0,89.4,49.2
Advanced Destroyer,1140.63,1.61,3.0,100.0,4.5,33.3,92.4,49.2
Value,1140.63,0.00,3.0,100.0,4.5,33.3,92.4,49.2
Skill,0.24,0.24,50.0,48.5,50.0,51.5,0.0,0.0
