Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Turret,-83.32,-0.83,5.93,55.01,0.00,0.00,94.07,62.95
vs. Heavy Ballista,52.61,0.53,6.43,59.42,0.00,0.00,93.57,62.69
vs. Gargantua,-155.71,-1.56,6.31,47.44,0.00,0.00,93.69,63.50
vs. Sniper,-10.34,-0.10,6.42,58.01,0.00,0.00,93.58,62.79
vs. Advanced Blink,-112.79,-1.13,6.47,54.70,0.00,0.00,93.53,63.02
vs. Assaultbot,-22.47,-0.22,6.50,44.95,0.00,0.00,93.50,63.70
vs. Advancedbot,-6.80,-0.07,6.70,55.91,0.00,0.00,93.30,62.95
vs. Behemoth,-64.91,-0.65,6.44,51.00,0.00,0.00,93.56,63.27
vs. Advanced Mortar,-6.97,-0.07,6.44,52.51,0.00,0.00,93.56,63.17
vs. Blaster,31.21,0.31,6.46,58.82,0.00,0.00,93.54,62.73
vs. Butterfly,-142.61,-1.43,8.95,57.71,0.00,0.00,91.05,62.95
vs. Dragonfly,-56.64,-0.57,8.91,64.90,0.00,0.00,91.09,62.24
vs. Falcon,-82.71,-0.83,8.91,56.21,0.00,0.00,91.09,63.09
vs. Airship,-33.63,-0.34,8.98,66.44,0.00,0.00,91.02,62.09
vs. Advanced Recall,-3.16,-0.03,8.87,62.98,0.00,0.00,91.13,62.43
vs. Mammoth,23.35,0.23,9.00,62.08,0.00,0.00,91.00,62.52
vs. Stinger,81.07,0.81,8.95,71.75,0.00,0.00,91.05,61.57
vs. Flak Turret,0.50,0.00,8.91,72.67,0.00,0.00,91.09,61.48
vs. Bulwark,-176.23,-1.76,6.49,51.39,0.00,0.00,93.51,63.25
vs. Katbus,-202.79,-2.03,6.60,49.83,0.00,0.00,93.40,63.37
vs. Locust,-30.72,-0.31,6.53,63.17,0.00,0.00,93.47,62.43
vs. Kraken,-2354.17,-23.54,3.03,16.69,0.00,0.00,96.97,63.91
vs. Predator,97.14,0.97,6.60,69.78,0.00,0.00,93.40,61.97
vs. Valkyrie,-49.09,-0.49,6.56,65.24,0.00,0.00,93.44,62.29
vs. Artillery,54.49,0.54,6.57,60.49,0.00,0.00,93.43,62.62
vs. Advanced Destroyer,-123.94,-1.24,6.68,52.30,0.00,0.00,93.32,63.21
vs. Shade,-47.32,-0.47,6.54,61.60,0.00,0.00,93.46,62.54
vs. Ranking,-0.00,-0.35,0.00,0.00,100.00,62.48,0.00,0.00
vs. Aggression,-0.33,-0.33,0.00,0.00,100.00,62.48,0.00,0.00
