Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,251.85,0.00,4.6,45.3,4.3,56.5,91.1,50.5
Predator,-34.31,-1.08,4.5,36.4,4.5,60.5,91.0,50.7
Value,-34.31,0.00,4.5,36.4,4.5,60.5,91.0,50.7
Sniper,114.10,-0.74,4.6,40.0,4.5,55.1,90.9,50.8
Value,114.10,0.00,4.6,40.0,4.5,55.1,90.9,50.8
Advanced Blink,226.83,0.30,4.9,53.1,4.3,40.6,90.7,50.8
Value,226.83,0.00,4.9,53.1,4.3,40.6,90.7,50.8
Assaultbot,44.21,-0.12,4.0,55.3,4.1,52.8,91.9,50.2
Value,44.21,0.00,4.0,55.3,4.1,52.8,91.9,50.2
Behemoth,148.62,-0.41,4.2,50.6,3.9,54.2,91.9,50.3
Value,148.62,0.00,4.2,50.6,3.9,54.2,91.9,50.3
Gargantua,1067.86,0.22,4.3,58.5,4.0,45.9,91.6,50.3
Value,1067.86,0.00,4.3,58.5,4.0,45.9,91.6,50.3
Butterfly,-41.78,-1.10,7.4,48.1,7.0,55.2,85.6,50.3
Value,-41.78,0.00,7.4,48.1,7.0,55.2,85.6,50.3
Dragonfly,181.83,-0.58,7.2,56.1,7.7,44.9,85.1,50.5
Value,181.83,0.00,7.2,56.1,7.7,44.9,85.1,50.5
Falcon,126.79,-0.71,6.8,54.5,8.3,45.9,84.9,50.6
Value,126.79,0.00,6.8,54.5,8.3,45.9,84.9,50.6
Airship,271.74,-0.38,7.9,55.8,7.2,39.0,84.9,51.0
Value,271.74,0.00,7.9,55.8,7.2,39.0,84.9,51.0
Advanced Recall,76.00,-0.57,7.1,54.3,7.3,47.9,85.7,50.4
Value,76.00,0.00,7.1,54.3,7.3,47.9,85.7,50.4
Mammoth,295.11,-0.33,7.7,61.8,7.2,38.2,85.0,50.5
Value,295.11,0.00,7.7,61.8,7.2,38.2,85.0,50.5
Stinger,-86.58,-1.20,7.5,46.8,7.6,51.3,84.9,50.7
Value,-86.58,0.00,7.5,46.8,7.6,51.3,84.9,50.7
Flak Turret,63.97,-0.86,7.0,50.2,7.5,42.5,85.5,51.2
Value,63.97,0.00,7.0,50.2,7.5,42.5,85.5,51.2
Bulwark,647.74,-0.26,7.0,58.8,6.8,37.9,86.2,50.8
Value,647.74,0.00,7.0,58.8,6.8,37.9,86.2,50.8
Katbus,678.34,-0.22,50.9,61.6,49.1,38.9,0.0,0.0
Value,678.34,0.00,50.9,61.6,49.1,38.9,0.0,0.0
Locust,61.11,-0.65,7.0,57.6,6.1,47.7,86.9,50.1
Value,61.11,0.00,7.0,57.6,6.1,47.7,86.9,50.1
Kraken,9802.47,-0.07,7.0,75.6,6.9,27.6,86.1,50.3
Value,9802.47,0.00,7.0,75.6,6.9,27.6,86.1,50.3
Valkyrie,344.52,-0.21,6.9,64.8,6.5,33.1,86.6,50.6
Value,344.52,0.00,6.9,64.8,6.5,33.1,86.6,50.6
Artillery,126.65,-0.71,6.5,51.8,6.3,53.0,87.2,50.2
Value,126.65,0.00,6.5,51.8,6.3,53.0,87.2,50.2
Advancedbot,61.06,0.22,6.5,69.0,6.6,35.9,86.9,50.2
Value,61.06,0.00,6.5,69.0,6.6,35.9,86.9,50.2
Advanced Destroyer,364.23,-0.17,7.1,63.3,6.8,39.0,86.0,50.3
Value,364.23,0.00,7.1,63.3,6.8,39.0,86.0,50.3
Skill,-0.04,-0.04,49.0,49.2,51.0,51.7,0.0,0.0
