Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Flak Turret,-252.70,-1.56,4.8,44.8,4.9,53.8,90.3,50.8
Value,-252.70,0.00,4.8,44.8,4.9,53.8,90.3,50.8
Bulwark,167.11,-0.81,2.0,58.6,1.9,40.5,96.1,50.7
Value,167.11,0.00,2.0,58.6,1.9,40.5,96.1,50.7
Katbus,367.03,-0.58,1.8,68.9,2.1,34.3,96.1,50.7
Value,367.03,0.00,1.8,68.9,2.1,34.3,96.1,50.7
Locust,-47.25,-1.27,1.9,55.0,2.1,46.1,96.0,50.7
Value,-47.25,0.00,1.9,55.0,2.1,46.1,96.0,50.7
Kraken,6452.41,-0.39,2.1,85.2,2.2,15.9,95.7,50.7
Value,6452.41,0.00,2.1,85.2,2.2,15.9,95.7,50.7
Valkyrie,16.03,-0.96,2.3,60.8,2.2,51.7,95.5,50.4
Value,16.03,0.00,2.3,60.8,2.2,51.7,95.5,50.4
Artillery,-26.53,-1.06,2.2,53.9,2.1,47.5,95.7,50.6
Value,-26.53,0.00,2.2,53.9,2.1,47.5,95.7,50.6
Advancedbot,6.48,-0.87,1.8,69.7,2.4,44.4,95.9,50.4
Value,6.48,0.00,1.8,69.7,2.4,44.4,95.9,50.4
Advanced Destroyer,-2.71,-1.01,2.1,60.4,2.0,38.8,96.0,50.7
Value,-2.71,0.00,2.1,60.4,2.0,38.8,96.0,50.7
Skill,0.00,0.00,50.2,50.0,49.8,51.3,0.0,0.0
