Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Behemoth,120.70,1.21,2.85,59.50,0.00,0.00,97.15,39.54
Advanced Mortar,6.52,0.07,2.85,63.21,0.00,0.00,97.15,39.43
Blaster,10.92,0.11,2.84,56.87,0.00,0.00,97.16,39.62
Butterfly,14.40,0.14,6.32,41.97,0.00,0.00,93.68,39.98
Dragonfly,6.57,0.07,6.43,41.96,0.00,0.00,93.57,39.98
Falcon,8.45,0.08,6.31,50.16,0.00,0.00,93.69,39.43
Airship,-13.75,-0.14,6.32,40.58,0.00,0.00,93.68,40.08
Advanced Recall,14.72,0.15,6.34,46.89,0.00,0.00,93.66,39.65
Mammoth,105.82,1.06,6.33,50.23,0.00,0.00,93.67,39.42
Stinger,34.42,0.34,6.38,35.00,0.00,0.00,93.62,40.46
Flak Turret,-19.38,-0.19,6.36,33.11,0.00,0.00,93.64,40.58
Bulwark,-0.22,-0.00,2.87,55.84,0.00,0.00,97.13,39.64
Katbus,49.42,0.49,2.90,54.85,0.00,0.00,97.10,39.67
Locust,1.61,0.02,2.89,40.89,0.00,0.00,97.11,40.08
Kraken,275.69,2.76,1.16,85.74,0.00,0.00,98.84,39.57
Predator,-20.83,-0.21,2.96,39.45,0.00,0.00,97.04,40.13
Valkyrie,-8.44,-0.08,2.87,42.52,0.00,0.00,97.13,40.04
Artillery,21.19,0.21,2.94,51.70,0.00,0.00,97.06,39.76
Advanced Destroyer,17.13,0.17,2.91,48.05,0.00,0.00,97.09,39.87
Shade,35.25,0.35,2.89,50.10,0.00,0.00,97.11,39.81
Ranking,0.00,0.35,0.00,0.00,100.00,40.11,0.00,0.00
Aggression,0.47,0.47,0.00,0.00,100.00,40.11,0.00,0.00
vs. Crab,-28.17,-0.28,13.30,34.48,0.00,0.00,86.70,40.97
vs. Hunter,3.70,0.04,13.36,43.24,0.00,0.00,86.64,39.62
vs. Guardian Shield,106.26,1.06,13.23,42.40,0.00,0.00,86.77,39.76
vs. Recall,-25.35,-0.25,13.40,32.95,0.00,0.00,86.60,41.21
vs. Recall Hunter,14.54,0.15,13.33,46.86,0.00,0.00,86.67,39.07
vs. Scorpion,-17.32,-0.17,13.34,31.52,0.00,0.00,86.66,41.43
vs. Beetle,-0.85,-0.01,13.30,41.76,0.00,0.00,86.70,39.85
vs. Blink,-26.70,-0.27,13.33,35.33,0.00,0.00,86.67,40.84
vs. Blink Hunter,25.22,0.25,13.33,51.84,0.00,0.00,86.67,38.30
vs. Gunbot,-12.02,-0.12,13.31,34.37,0.00,0.00,86.69,40.99
vs. Missilebot,2.87,0.03,13.26,43.46,0.00,0.00,86.74,39.60
vs. Wasp,-8.15,-0.08,13.32,36.68,0.00,0.00,86.68,40.63
vs. Hornet,25.99,0.26,13.30,49.61,0.00,0.00,86.70,38.65
vs. Knight,-59.75,-0.60,13.32,32.66,0.00,0.00,86.68,41.25
vs. Crossbow,6.48,0.06,13.30,44.48,0.00,0.00,86.70,39.44
vs. Ballista,-53.35,-0.53,4.26,46.31,0.00,0.00,95.74,39.83
vs. King Crab,-48.48,-0.48,4.20,44.81,0.00,0.00,95.80,39.90
vs. Crusader,-85.01,-0.85,4.23,38.05,0.00,0.00,95.77,40.20
vs. Bomber,-47.22,-0.47,4.24,40.13,0.00,0.00,95.76,40.11
vs. Shocker,-70.53,-0.71,4.24,43.66,0.00,0.00,95.76,39.95
vs. Recall Shocker,-84.94,-0.85,4.21,39.97,0.00,0.00,95.79,40.11
vs. Mortar,-122.65,-1.23,4.23,30.66,0.00,0.00,95.77,40.52
vs. Swift Shocker,-53.32,-0.53,4.18,45.76,0.00,0.00,95.82,39.86
vs. Heavy Hunter,19.37,0.19,4.23,45.47,0.00,0.00,95.77,39.87
vs. Destroyer,-45.19,-0.45,4.34,41.93,0.00,0.00,95.66,40.03
vs. Raider,143.86,1.44,4.15,59.85,0.00,0.00,95.85,39.25
vs. Turret,-62.67,-0.63,4.26,38.14,0.00,0.00,95.74,40.20
vs. Heavy Ballista,-204.03,-2.04,2.87,37.82,0.00,0.00,97.13,40.18
vs. Gargantua,-182.77,-1.83,2.87,26.05,0.00,0.00,97.13,40.52
vs. Sniper,-105.95,-1.06,2.91,34.47,0.00,0.00,97.09,40.28
vs. Advanced Blink,-33.68,-0.34,2.89,38.11,0.00,0.00,97.11,40.17
vs. Assaultbot,-18.31,-0.18,2.86,31.71,0.00,0.00,97.14,40.35
vs. Advancedbot,-16.77,-0.17,2.87,31.12,0.00,0.00,97.13,40.37
vs. Behemoth,-95.80,-0.96,2.89,30.93,0.00,0.00,97.11,40.38
vs. Advanced Mortar,-116.69,-1.17,2.87,23.77,0.00,0.00,97.13,40.59
vs. Blaster,-113.83,-1.14,2.90,29.40,0.00,0.00,97.10,40.43
vs. Butterfly,220.57,2.21,6.34,55.43,0.00,0.00,93.66,39.07
vs. Dragonfly,220.90,2.21,6.37,54.72,0.00,0.00,93.63,39.11
vs. Falcon,15.21,0.15,6.29,41.67,0.00,0.00,93.71,40.00
vs. Airship,227.62,2.28,6.39,52.89,0.00,0.00,93.61,39.24
vs. Advanced Recall,-33.23,-0.33,6.30,41.80,0.00,0.00,93.70,39.99
vs. Mammoth,-122.08,-1.22,6.34,38.58,0.00,0.00,93.66,40.21
vs. Stinger,2.76,0.03,6.37,54.78,0.00,0.00,93.63,39.11
vs. Flak Turret,65.94,0.66,6.36,57.71,0.00,0.00,93.64,38.91
vs. Bulwark,-4.57,-0.05,2.83,35.56,0.00,0.00,97.17,40.24
vs. Katbus,-106.95,-1.07,2.83,38.95,0.00,0.00,97.17,40.14
vs. Locust,86.81,0.87,2.93,55.32,0.00,0.00,97.07,39.65
vs. Kraken,-1120.75,-11.21,1.18,11.54,0.00,0.00,98.82,40.45
vs. Predator,-8.37,-0.08,2.90,50.20,0.00,0.00,97.10,39.81
vs. Valkyrie,181.40,1.81,2.89,50.33,0.00,0.00,97.11,39.80
vs. Artillery,-127.17,-1.27,2.93,39.79,0.00,0.00,97.07,40.12
vs. Advanced Destroyer,-83.76,-0.84,2.86,42.08,0.00,0.00,97.14,40.05
vs. Shade,-26.00,-0.26,2.94,43.98,0.00,0.00,97.06,39.99
vs. Ranking,0.01,0.52,0.00,0.00,100.00,40.11,0.00,0.00
vs. Aggression,0.48,0.48,0.00,0.00,100.00,40.11,0.00,0.00
