Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,1089.59,0.00,4.0,63.5,3.8,38.4,92.1,50.1
Butterfly,1.94,-1.00,5.1,45.0,4.9,53.9,90.0,50.3
Value,1.94,0.00,5.1,45.0,4.9,53.9,90.0,50.3
Dragonfly,235.19,-0.46,5.2,58.4,5.0,42.0,89.8,50.2
Value,235.19,0.00,5.2,58.4,5.0,42.0,89.8,50.2
Falcon,399.14,-0.09,5.3,67.7,4.8,37.6,89.9,49.9
Value,399.14,0.00,5.3,67.7,4.8,37.6,89.9,49.9
Airship,234.18,-0.46,5.1,60.2,4.8,42.7,90.1,50.1
Value,234.18,0.00,5.1,60.2,4.8,42.7,90.1,50.1
Advanced Recall,128.45,-0.27,5.1,54.7,5.1,46.8,89.8,50.2
Value,128.45,0.00,5.1,54.7,5.1,46.8,89.8,50.2
Mammoth,386.05,-0.12,5.2,58.8,4.5,41.3,90.3,50.2
Value,386.05,0.00,5.2,58.8,4.5,41.3,90.3,50.2
Stinger,-11.99,-1.03,4.9,41.9,5.2,50.1,89.9,50.7
Value,-11.99,0.00,4.9,41.9,5.2,50.1,89.9,50.7
Flak Turret,9.83,-0.98,5.1,49.4,5.2,52.4,89.6,50.1
Value,9.83,0.00,5.1,49.4,5.2,52.4,89.6,50.1
Bulwark,686.83,-0.22,2.3,61.8,2.1,34.3,95.5,50.3
Value,686.83,0.00,2.3,61.8,2.1,34.3,95.5,50.3
Katbus,1031.78,0.18,2.2,62.3,2.0,30.8,95.8,50.3
Value,1031.78,0.00,2.2,62.3,2.0,30.8,95.8,50.3
Locust,79.37,-0.55,1.7,55.3,2.0,40.6,96.3,50.3
Value,79.37,0.00,1.7,55.3,2.0,40.6,96.3,50.3
Kraken,11198.43,0.07,2.2,79.6,2.0,18.4,95.8,50.2
Value,11198.43,0.00,2.2,79.6,2.0,18.4,95.8,50.2
Valkyrie,244.73,-0.44,2.1,62.1,2.1,38.1,95.9,50.2
Value,244.73,0.00,2.1,62.1,2.1,38.1,95.9,50.2
Artillery,269.93,-0.38,2.2,57.4,2.2,43.0,95.6,50.2
Value,269.93,0.00,2.2,57.4,2.2,43.0,95.6,50.2
Advancedbot,62.27,0.25,2.1,69.7,2.1,33.1,95.8,50.2
Value,62.27,0.00,2.1,69.7,2.1,33.1,95.8,50.2
Advanced Destroyer,369.24,-0.16,2.1,56.8,2.2,37.0,95.8,50.4
Value,369.24,0.00,2.1,56.8,2.2,37.0,95.8,50.4
Skill,-0.01,-0.01,49.3,49.8,50.7,50.6,0.0,0.0
