Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,155.28,0.00,4.0,52.5,4.4,47.0,91.5,49.2
Swift Shocker,-108.88,-1.25,4.3,40.4,3.7,54.2,92.0,49.4
Value,-108.88,0.00,4.3,40.4,3.7,54.2,92.0,49.4
Heavy Hunter,56.88,-0.87,6.5,49.9,6.5,46.0,87.0,49.4
Value,56.88,0.00,6.5,49.9,6.5,46.0,87.0,49.4
Destroyer,24.64,-0.94,4.2,39.7,3.5,50.2,92.3,49.6
Value,24.64,0.00,4.2,39.7,3.5,50.2,92.3,49.6
Raider,-354.72,-1.81,3.8,35.0,4.2,63.0,92.0,49.2
Value,-354.72,0.00,3.8,35.0,4.2,63.0,92.0,49.2
Turret,16.53,-0.93,4.1,51.6,3.7,51.9,92.3,49.0
Value,16.53,0.00,4.1,51.6,3.7,51.9,92.3,49.0
Heavy Ballista,172.26,-0.80,2.7,49.6,2.6,48.4,94.7,49.2
Value,172.26,0.00,2.7,49.6,2.6,48.4,94.7,49.2
Predator,-89.07,-1.20,2.4,38.4,2.2,54.3,95.3,49.4
Value,-89.07,0.00,2.4,38.4,2.2,54.3,95.3,49.4
Sniper,24.17,-0.94,2.4,45.1,2.4,48.5,95.1,49.3
Value,24.17,0.00,2.4,45.1,2.4,48.5,95.1,49.3
Advanced Blink,188.95,0.08,2.7,60.6,2.3,30.8,95.0,49.3
Value,188.95,0.00,2.7,60.6,2.3,30.8,95.0,49.3
Assaultbot,22.80,-0.54,2.4,52.0,2.4,45.7,95.3,49.2
Value,22.80,0.00,2.4,52.0,2.4,45.7,95.3,49.2
Behemoth,21.72,-0.91,2.3,50.5,2.1,48.3,95.6,49.2
Value,21.72,0.00,2.3,50.5,2.1,48.3,95.6,49.2
Gargantua,971.74,0.11,2.3,61.4,2.3,34.0,95.5,49.3
Value,971.74,0.00,2.3,61.4,2.3,34.0,95.5,49.3
Butterfly,-93.86,-1.21,6.6,41.6,6.6,53.2,86.7,49.5
Value,-93.86,0.00,6.6,41.6,6.6,53.2,86.7,49.5
Dragonfly,52.92,-0.88,50.3,51.8,49.7,46.6,0.0,0.0
Value,52.92,0.00,50.3,51.8,49.7,46.6,0.0,0.0
Falcon,94.88,-0.78,6.6,51.7,7.2,46.8,86.2,49.2
Value,94.88,0.00,6.6,51.7,7.2,46.8,86.2,49.2
Airship,92.02,-0.79,6.8,54.0,7.1,47.0,86.1,49.0
Value,92.02,0.00,6.8,54.0,7.1,47.0,86.1,49.0
Advanced Recall,42.92,-0.75,5.9,47.2,6.6,43.7,87.5,49.8
Value,42.92,0.00,5.9,47.2,6.6,43.7,87.5,49.8
Mammoth,219.93,-0.50,6.8,58.7,6.5,39.1,86.8,49.2
Value,219.93,0.00,6.8,58.7,6.5,39.1,86.8,49.2
Stinger,-182.56,-1.42,6.9,34.8,6.4,59.2,86.8,49.6
Value,-182.56,0.00,6.9,34.8,6.4,59.2,86.8,49.6
Flak Turret,-36.58,-1.08,7.1,50.6,6.5,48.2,86.4,49.2
Value,-36.58,0.00,7.1,50.6,6.5,48.2,86.4,49.2
Bulwark,374.74,-0.57,3.8,56.2,3.6,39.5,92.6,49.3
Value,374.74,0.00,3.8,56.2,3.6,39.5,92.6,49.3
Katbus,670.87,-0.23,3.6,60.5,3.4,39.6,93.0,49.1
Value,670.87,0.00,3.6,60.5,3.4,39.6,93.0,49.1
Locust,20.16,-0.88,3.6,54.2,3.5,48.3,92.9,49.1
Value,20.16,0.00,3.6,54.2,3.5,48.3,92.9,49.1
Kraken,7783.30,-0.26,3.6,71.8,3.3,23.2,93.1,49.3
Value,7783.30,0.00,3.6,71.8,3.3,23.2,93.1,49.3
Valkyrie,208.14,-0.52,3.4,59.5,3.7,42.9,92.8,49.1
Value,208.14,0.00,3.4,59.5,3.7,42.9,92.8,49.1
Artillery,2.65,-0.99,4.0,48.4,3.2,46.1,92.8,49.4
Value,2.65,0.00,4.0,48.4,3.2,46.1,92.8,49.4
Advancedbot,56.10,0.12,3.5,69.6,3.3,34.7,93.2,49.0
Value,56.10,0.00,3.5,69.6,3.3,34.7,93.2,49.0
Advanced Destroyer,161.36,-0.63,3.4,55.1,3.5,41.7,93.1,49.3
Value,161.36,0.00,3.4,55.1,3.5,41.7,93.1,49.3
Skill,-0.03,-0.03,50.2,48.4,49.8,50.0,0.0,0.0
