Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Crusader,215.75,-0.51,3.3,48.8,3.5,53.2,93.3,50.2
Value,215.75,0.00,3.3,48.8,3.5,53.2,93.3,50.2
Bomber,67.25,-0.62,3.6,52.4,3.5,48.2,92.9,50.3
Value,67.25,0.00,3.6,52.4,3.5,48.2,92.9,50.3
Shocker,116.79,-0.73,3.6,45.8,3.5,52.1,93.0,50.4
Value,116.79,0.00,3.6,45.8,3.5,52.1,93.0,50.4
Recall Shocker,-10.50,-1.02,3.2,42.2,3.3,61.3,93.5,50.2
Value,-10.50,0.00,3.2,42.2,3.3,61.3,93.5,50.2
Mortar,283.52,-0.35,3.3,55.6,3.4,48.4,93.3,50.2
Value,283.52,0.00,3.3,55.6,3.4,48.4,93.3,50.2
Swift Shocker,3.23,-0.99,3.5,38.2,3.4,60.1,93.1,50.4
Value,3.23,0.00,3.5,38.2,3.4,60.1,93.1,50.4
Heavy Hunter,35.52,-0.92,4.2,46.7,4.4,51.7,91.5,50.4
Value,35.52,0.00,4.2,46.7,4.4,51.7,91.5,50.4
Destroyer,183.25,-0.58,3.4,44.8,3.6,54.8,93.1,50.3
Value,183.25,0.00,3.4,44.8,3.6,54.8,93.1,50.3
Raider,-218.36,-1.50,3.4,31.3,3.7,70.3,93.0,50.2
Value,-218.36,0.00,3.4,31.3,3.7,70.3,93.0,50.2
Turret,54.64,-0.76,3.5,47.6,3.4,55.1,93.1,50.2
Value,54.64,0.00,3.5,47.6,3.4,55.1,93.1,50.2
Heavy Ballista,484.78,-0.45,2.4,52.2,2.3,50.2,95.3,50.2
Value,484.78,0.00,2.4,52.2,2.3,50.2,95.3,50.2
Predator,-46.14,-1.11,2.3,34.9,2.4,62.7,95.3,50.4
Value,-46.14,0.00,2.3,34.9,2.4,62.7,95.3,50.4
Sniper,393.83,-0.10,2.5,53.5,2.3,47.3,95.1,50.3
Value,393.83,0.00,2.5,53.5,2.3,47.3,95.1,50.3
Advanced Blink,197.75,0.13,2.3,59.0,2.4,42.1,95.3,50.3
Value,197.75,0.00,2.3,59.0,2.4,42.1,95.3,50.3
Assaultbot,59.27,0.19,2.2,57.9,2.3,38.3,95.5,50.4
Value,59.27,0.00,2.2,57.9,2.3,38.3,95.5,50.4
Behemoth,249.67,-0.00,2.2,55.0,2.3,47.1,95.5,50.3
Value,249.67,0.00,2.2,55.0,2.3,47.1,95.5,50.3
Gargantua,1112.35,0.27,2.2,60.7,2.3,38.3,95.4,50.3
Value,1112.35,0.00,2.2,60.7,2.3,38.3,95.4,50.3
Butterfly,-47.56,-1.11,4.2,43.5,4.2,57.6,91.6,50.3
Value,-47.56,0.00,4.2,43.5,4.2,57.6,91.6,50.3
Dragonfly,216.01,-0.51,4.2,58.9,4.3,40.9,91.5,50.3
Value,216.01,0.00,4.2,58.9,4.3,40.9,91.5,50.3
Falcon,331.60,-0.24,4.2,65.9,4.4,33.0,91.4,50.4
Value,331.60,0.00,4.2,65.9,4.4,33.0,91.4,50.4
Airship,234.24,-0.46,4.3,59.5,4.0,40.6,91.8,50.3
Value,234.24,0.00,4.3,59.5,4.0,40.6,91.8,50.3
Advanced Recall,112.53,-0.36,4.1,55.7,4.1,44.6,91.8,50.3
Value,112.53,0.00,4.1,55.7,4.1,44.6,91.8,50.3
Mammoth,287.43,-0.34,4.1,52.9,4.1,43.6,91.8,50.5
Value,287.43,0.00,4.1,52.9,4.1,43.6,91.8,50.5
Stinger,-45.85,-1.10,4.1,42.4,4.3,58.0,91.6,50.3
Value,-45.85,0.00,4.1,42.4,4.3,58.0,91.6,50.3
Flak Turret,69.76,-0.84,4.0,49.8,4.3,51.0,91.7,50.3
Value,69.76,0.00,4.0,49.8,4.3,51.0,91.7,50.3
Bulwark,696.74,-0.20,2.0,66.2,2.0,35.4,96.0,50.3
Value,696.74,0.00,2.0,66.2,2.0,35.4,96.0,50.3
Katbus,897.61,0.03,2.0,68.6,1.9,35.6,96.1,50.2
Value,897.61,0.00,2.0,68.6,1.9,35.6,96.1,50.2
Locust,105.90,-0.39,2.1,60.2,1.8,41.2,96.1,50.2
Value,105.90,0.00,2.1,60.2,1.8,41.2,96.1,50.2
Kraken,11124.55,0.06,2.1,81.0,2.0,20.9,95.9,50.2
Value,11124.55,0.00,2.1,81.0,2.0,20.9,95.9,50.2
Valkyrie,315.64,-0.28,2.0,65.2,2.2,35.1,95.8,50.3
Value,315.64,0.00,2.0,65.2,2.2,35.1,95.8,50.3
Artillery,207.26,-0.53,2.1,54.3,1.9,44.2,96.0,50.3
Value,207.26,0.00,2.1,54.3,1.9,44.2,96.0,50.3
Advancedbot,66.60,0.33,2.2,69.7,1.8,38.7,96.0,50.1
Value,66.60,0.00,2.2,69.7,1.8,38.7,96.0,50.1
Advanced Destroyer,275.33,-0.37,2.0,57.1,1.9,42.0,96.1,50.3
Value,275.33,0.00,2.0,57.1,1.9,42.0,96.1,50.3
Skill,-0.00,-0.00,49.6,50.5,50.4,50.1,0.0,0.0
