Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,408.86,0.00,2.5,57.1,1.8,60.0,95.7,51.7
Predator,90.01,-0.79,2.1,50.0,2.5,71.4,95.4,51.5
Value,90.01,0.00,2.1,50.0,2.5,71.4,95.4,51.5
Sniper,520.27,0.19,1.8,40.0,2.1,33.3,96.1,52.6
Value,520.27,0.00,1.8,40.0,2.1,33.3,96.1,52.6
Advanced Blink,354.78,1.03,2.1,100.0,0.7,0.0,97.2,51.3
Value,354.78,0.00,2.1,100.0,0.7,0.0,97.2,51.3
Assaultbot,66.23,0.32,3.9,63.6,2.1,83.3,94.0,50.8
Value,66.23,0.00,3.9,63.6,2.1,83.3,94.0,50.8
Behemoth,273.09,0.09,2.8,50.0,1.1,66.7,96.1,51.9
Value,273.09,0.00,2.8,50.0,1.1,66.7,96.1,51.9
Gargantua,2690.76,2.08,2.1,66.7,1.4,25.0,96.4,52.0
Value,2690.76,0.00,2.1,66.7,1.4,25.0,96.4,52.0
Butterfly,252.30,-0.42,5.7,56.2,5.3,60.0,89.0,51.2
Value,252.30,0.00,5.7,56.2,5.3,60.0,89.0,51.2
Dragonfly,504.16,0.15,4.6,61.5,3.9,45.5,91.5,51.8
Value,504.16,0.00,4.6,61.5,3.9,45.5,91.5,51.8
Falcon,298.74,-0.32,4.6,53.8,4.3,41.7,91.1,52.3
Value,298.74,0.00,4.6,53.8,4.3,41.7,91.1,52.3
Airship,209.14,-0.52,5.0,64.3,2.8,50.0,92.2,51.4
Value,209.14,0.00,5.0,64.3,2.8,50.0,92.2,51.4
Advanced Recall,184.61,0.05,2.5,71.4,4.6,53.8,92.9,51.3
Value,184.61,0.00,2.5,71.4,4.6,53.8,92.9,51.3
Mammoth,819.05,0.87,3.9,54.5,3.9,18.2,92.2,53.3
Value,819.05,0.00,3.9,54.5,3.9,18.2,92.2,53.3
Stinger,394.37,-0.10,3.6,40.0,3.2,66.7,93.2,51.9
Value,394.37,0.00,3.6,40.0,3.2,66.7,93.2,51.9
Flak Turret,276.44,-0.39,2.8,62.5,2.8,37.5,94.3,52.1
Value,276.44,0.00,2.8,62.5,2.8,37.5,94.3,52.1
Bulwark,1402.25,0.60,1.1,100.0,1.8,20.0,97.2,52.0
Value,1402.25,0.00,1.1,100.0,1.8,20.0,97.2,52.0
Katbus,1094.63,0.25,1.4,50.0,2.5,57.1,96.1,51.9
Value,1094.63,0.00,1.4,50.0,2.5,57.1,96.1,51.9
Locust,99.95,-0.43,3.2,44.4,2.1,50.0,94.7,52.3
Value,99.95,0.00,3.2,44.4,2.1,50.0,94.7,52.3
Kraken,13825.67,0.32,2.1,66.7,1.4,25.0,96.4,52.0
Value,13825.67,0.00,2.1,66.7,1.4,25.0,96.4,52.0
Valkyrie,580.61,0.33,3.9,63.6,3.6,60.0,92.5,51.2
Value,580.61,0.00,3.9,63.6,3.6,60.0,92.5,51.2
Artillery,940.00,1.15,2.1,66.7,2.1,50.0,95.7,51.7
Value,940.00,0.00,2.1,66.7,2.1,50.0,95.7,51.7
Advancedbot,158.75,2.17,3.9,81.8,1.1,33.3,95.0,50.9
Value,158.75,0.00,3.9,81.8,1.1,33.3,95.0,50.9
Advanced Destroyer,856.42,0.96,2.5,71.4,1.8,20.0,95.7,52.0
Value,856.42,0.00,2.5,71.4,1.8,20.0,95.7,52.0
Skill,0.03,0.03,48.8,48.9,51.2,54.9,0.0,0.0
