Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Energy,-0.07,-0.08,89.73,47.16,10.26,50.52,0.01,50.00
Bandwidth,4.96,0.25,90.11,47.18,9.87,50.47,0.02,46.67
Health,0.04,0.58,89.83,47.16,10.15,50.53,0.02,62.16
Radius,-33.57,-0.42,89.82,47.23,10.16,49.94,0.02,42.86
Speed,1.16,0.11,89.87,47.22,10.12,50.02,0.01,56.00
Damage,2.29,1.49,89.78,47.20,10.21,50.20,0.01,52.17
Windup,0.00,-0.05,0.00,0.00,0.00,0.00,100.00,47.50
Recoil,0.00,-0.31,0.00,0.00,0.00,0.00,100.00,47.50
Reload,-242.66,-2.06,89.79,47.20,10.19,50.21,0.02,56.82
WeaponSpeed,0.02,0.00,89.87,47.14,10.11,50.74,0.02,54.84
Range,27.57,2.76,89.80,47.16,10.18,50.51,0.02,62.50
Splash,0.00,-0.50,0.00,0.00,0.00,0.00,100.00,47.50
Advanced Recall,2.40,0.02,9.51,55.56,0.00,0.00,90.49,46.66
Mammoth,57.38,0.57,9.48,58.12,0.00,0.00,90.52,46.39
Stinger,-17.15,-0.17,9.54,39.91,0.00,0.00,90.46,48.31
Flak Turret,-48.33,-0.48,9.46,36.85,0.00,0.00,90.54,48.62
Bulwark,-144.59,-1.45,4.90,56.64,0.00,0.00,95.10,47.03
Katbus,0.50,0.00,5.00,59.38,0.00,0.00,95.00,46.88
Locust,-30.00,-0.30,4.95,45.37,0.00,0.00,95.05,47.62
Kraken,-1273.40,-12.73,1.45,85.66,0.00,0.00,98.55,46.94
Predator,-75.67,-0.76,4.99,45.11,0.00,0.00,95.01,47.63
Valkyrie,-92.73,-0.93,4.94,45.47,0.00,0.00,95.06,47.61
Artillery,-19.78,-0.20,5.04,58.51,0.00,0.00,94.96,46.92
Advanced Destroyer,-31.00,-0.31,5.07,54.85,0.00,0.00,94.93,47.11
Shade,-18.57,-0.19,4.87,55.12,0.00,0.00,95.13,47.11
Ranking,0.01,0.71,0.00,0.00,100.00,47.50,0.00,0.00
Aggression,0.39,0.39,0.00,0.00,100.00,47.50,0.00,0.00
vs. Crab,17.18,0.17,13.45,50.01,0.00,0.00,86.55,47.11
vs. Hunter,-20.84,-0.21,13.24,42.15,0.00,0.00,86.76,48.32
vs. Guardian Shield,656.64,6.57,13.29,54.49,0.00,0.00,86.71,46.43
vs. Recall,24.06,0.24,13.33,51.02,0.00,0.00,86.67,46.96
vs. Recall Hunter,-17.89,-0.18,13.19,43.17,0.00,0.00,86.81,48.16
vs. Scorpion,7.35,0.07,13.33,45.97,0.00,0.00,86.67,47.74
vs. Beetle,-26.19,-0.26,13.35,39.93,0.00,0.00,86.65,48.67
vs. Blink,27.52,0.28,13.32,52.43,0.00,0.00,86.68,46.75
vs. Blink Hunter,-10.89,-0.11,13.26,48.08,0.00,0.00,86.74,47.42
vs. Gunbot,15.61,0.16,13.34,51.94,0.00,0.00,86.66,46.82
vs. Missilebot,-21.08,-0.21,13.34,41.35,0.00,0.00,86.66,48.45
vs. Wasp,5.69,0.06,13.29,51.47,0.00,0.00,86.71,46.90
vs. Hornet,-12.71,-0.13,13.22,46.69,0.00,0.00,86.78,47.63
vs. Knight,53.76,0.54,13.32,50.96,0.00,0.00,86.68,46.97
vs. Crossbow,-39.19,-0.39,13.33,42.70,0.00,0.00,86.67,48.24
vs. Ballista,112.62,1.13,5.85,51.63,0.00,0.00,94.15,47.25
vs. King Crab,46.68,0.47,5.99,47.73,0.00,0.00,94.01,47.49
vs. Crusader,29.59,0.30,5.91,43.09,0.00,0.00,94.09,47.78
vs. Bomber,9.84,0.10,5.89,44.00,0.00,0.00,94.11,47.72
vs. Shocker,96.24,0.96,6.00,49.02,0.00,0.00,94.00,47.41
vs. Recall Shocker,102.57,1.03,5.87,47.68,0.00,0.00,94.13,47.49
vs. Mortar,99.38,0.99,5.95,40.50,0.00,0.00,94.05,47.95
vs. Swift Shocker,86.04,0.86,5.88,49.87,0.00,0.00,94.12,47.36
vs. Heavy Hunter,-70.81,-0.71,5.90,38.47,0.00,0.00,94.10,48.07
vs. Destroyer,113.47,1.13,5.82,49.45,0.00,0.00,94.18,47.38
vs. Raider,101.60,1.02,5.80,61.41,0.00,0.00,94.20,46.65
vs. Turret,73.64,0.74,5.85,47.34,0.00,0.00,94.15,47.51
vs. Heavy Ballista,124.22,1.24,4.01,41.20,0.00,0.00,95.99,47.77
vs. Gargantua,-204.18,-2.04,4.01,22.73,0.00,0.00,95.99,48.54
vs. Sniper,98.71,0.99,4.01,40.95,0.00,0.00,95.99,47.78
vs. Advanced Blink,-36.62,-0.37,4.08,37.75,0.00,0.00,95.92,47.92
vs. Assaultbot,-1.18,-0.01,4.04,33.46,0.00,0.00,95.96,48.10
vs. Advancedbot,-20.15,-0.20,4.05,26.34,0.00,0.00,95.95,48.40
vs. Behemoth,-27.41,-0.27,4.01,32.08,0.00,0.00,95.99,48.15
vs. Advanced Mortar,-112.39,-1.12,3.93,20.89,0.00,0.00,96.07,48.59
vs. Blaster,-111.12,-1.11,3.99,23.91,0.00,0.00,96.01,48.49
vs. Butterfly,268.89,2.69,8.90,61.03,0.00,0.00,91.10,46.18
vs. Dragonfly,176.37,1.76,8.77,56.51,0.00,0.00,91.23,46.64
vs. Falcon,240.36,2.40,8.85,55.58,0.00,0.00,91.15,46.72
vs. Airship,103.31,1.03,8.78,50.15,0.00,0.00,91.22,47.25
vs. Advanced Recall,25.32,0.25,8.91,46.24,0.00,0.00,91.09,47.63
vs. Mammoth,16.04,0.16,8.79,44.15,0.00,0.00,91.21,47.83
vs. Stinger,88.81,0.89,8.82,59.02,0.00,0.00,91.18,46.39
vs. Flak Turret,-86.98,-0.87,8.74,49.38,0.00,0.00,91.26,47.33
vs. Bulwark,20.09,0.20,4.07,37.20,0.00,0.00,95.93,47.94
vs. Katbus,376.36,3.76,4.07,48.25,0.00,0.00,95.93,47.47
vs. Locust,66.40,0.66,4.18,56.51,0.00,0.00,95.82,47.11
vs. Kraken,-653.34,-6.53,1.57,10.48,0.00,0.00,98.43,48.10
vs. Predator,-70.45,-0.70,4.13,44.62,0.00,0.00,95.87,47.63
vs. Valkyrie,60.98,0.61,4.11,47.16,0.00,0.00,95.89,47.52
vs. Artillery,94.09,0.94,4.13,45.28,0.00,0.00,95.87,47.60
vs. Advanced Destroyer,122.72,1.23,4.05,49.35,0.00,0.00,95.95,47.43
vs. Shade,197.31,1.97,4.11,50.99,0.00,0.00,95.89,47.36
vs. Ranking,0.01,0.41,0.00,0.00,100.00,47.50,0.00,0.00
vs. Aggression,0.55,0.55,0.00,0.00,100.00,47.50,0.00,0.00
