Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,8.99,0.00,10.1,34.6,6.6,47.1,83.3,53.3
Crossbow,-180.04,-1.51,12.5,40.6,10.1,65.4,77.4,50.8
Value,-180.04,0.00,12.5,40.6,10.1,65.4,77.4,50.8
Ballista,-142.95,-1.33,2.7,57.1,3.5,77.8,93.8,49.8
Value,-142.95,0.00,2.7,57.1,3.5,77.8,93.8,49.8
King Crab,-206.54,-1.47,3.5,55.6,4.3,45.5,92.2,51.1
Value,-206.54,0.00,3.5,55.6,4.3,45.5,92.2,51.1
Crusader,-70.03,-1.16,4.7,66.7,2.3,83.3,93.0,49.4
Value,-70.03,0.00,4.7,66.7,2.3,83.3,93.0,49.4
Bomber,118.45,-0.32,3.5,66.7,5.1,46.2,91.4,50.6
Value,118.45,0.00,3.5,66.7,5.1,46.2,91.4,50.6
Shocker,-149.79,-1.34,1.9,20.0,4.7,75.0,93.4,50.4
Value,-149.79,0.00,1.9,20.0,4.7,75.0,93.4,50.4
Recall Shocker,-313.33,-1.72,2.3,66.7,2.7,71.4,94.9,50.0
Value,-313.33,0.00,2.3,66.7,2.7,71.4,94.9,50.0
Mortar,-132.02,-1.30,3.1,37.5,3.9,80.0,93.0,50.2
Value,-132.02,0.00,3.1,37.5,3.9,80.0,93.0,50.2
Swift Shocker,-351.39,-1.80,3.5,44.4,1.6,75.0,94.9,50.8
Value,-351.39,0.00,3.5,44.4,1.6,75.0,94.9,50.8
Heavy Hunter,-165.57,-1.38,3.9,60.0,2.7,42.9,93.4,50.8
Value,-165.57,0.00,3.9,60.0,2.7,42.9,93.4,50.8
Destroyer,73.25,-0.83,4.3,27.3,3.5,77.8,92.2,51.1
Value,73.25,0.00,4.3,27.3,3.5,77.8,92.2,51.1
Raider,81.48,-0.81,2.7,42.9,3.1,75.0,94.2,50.4
Value,81.48,0.00,2.7,42.9,3.1,75.0,94.2,50.4
Turret,-160.39,-1.71,4.7,50.0,2.3,83.3,93.0,50.2
Value,-160.39,0.00,4.7,50.0,2.3,83.3,93.0,50.2
Heavy Ballista,191.31,-0.78,2.3,66.7,1.9,80.0,95.7,50.0
Value,191.31,0.00,2.3,66.7,1.9,80.0,95.7,50.0
Predator,-348.70,-1.80,2.7,14.3,2.7,71.4,94.6,51.4
Value,-348.70,0.00,2.7,14.3,2.7,71.4,94.6,51.4
Sniper,461.84,0.06,1.9,80.0,2.7,57.1,95.3,50.2
Value,461.84,0.00,1.9,80.0,2.7,57.1,95.3,50.2
Advanced Blink,-8.54,-1.05,1.2,66.7,2.7,57.1,96.1,50.6
Value,-8.54,0.00,1.2,66.7,2.7,57.1,96.1,50.6
Assaultbot,97.71,0.95,3.1,62.5,2.7,57.1,94.2,50.4
Value,97.71,0.00,3.1,62.5,2.7,57.1,94.2,50.4
Behemoth,153.95,-0.38,0.4,0.0,3.5,66.7,96.1,50.6
Value,153.95,0.00,0.4,0.0,3.5,66.7,96.1,50.6
Gargantua,-398.89,-1.46,1.9,40.0,1.9,40.0,96.1,51.4
Value,-398.89,0.00,1.9,40.0,1.9,40.0,96.1,51.4
Butterfly,-93.66,-1.21,7.0,50.0,3.5,77.8,89.5,50.0
Value,-93.66,0.00,7.0,50.0,3.5,77.8,89.5,50.0
Dragonfly,152.23,-0.65,3.1,62.5,5.1,38.5,91.8,51.3
Value,152.23,0.00,3.1,62.5,5.1,38.5,91.8,51.3
Falcon,550.38,0.26,3.9,80.0,2.7,71.4,93.4,49.2
Value,550.38,0.00,3.9,80.0,2.7,71.4,93.4,49.2
Airship,-332.91,-1.76,3.9,60.0,4.7,58.3,91.4,50.2
Value,-332.91,0.00,3.9,60.0,4.7,58.3,91.4,50.2
Advanced Recall,73.94,-0.58,3.1,87.5,4.7,41.7,92.2,50.2
Value,73.94,0.00,3.1,87.5,4.7,41.7,92.2,50.2
Mammoth,110.45,-0.75,5.8,46.7,1.9,60.0,92.2,51.1
Value,110.45,0.00,5.8,46.7,1.9,60.0,92.2,51.1
Stinger,-161.84,-1.37,3.5,33.3,3.1,62.5,93.4,51.2
Value,-161.84,0.00,3.5,33.3,3.1,62.5,93.4,51.2
Flak Turret,196.45,-0.56,4.7,41.7,4.7,33.3,90.7,52.4
Value,196.45,0.00,4.7,41.7,4.7,33.3,90.7,52.4
Bulwark,-202.40,-1.23,2.3,66.7,1.2,66.7,96.5,50.4
Value,-202.40,0.00,2.3,66.7,1.2,66.7,96.5,50.4
Katbus,18.72,-0.98,1.6,25.0,1.2,66.7,97.3,51.2
Value,18.72,0.00,1.6,25.0,1.2,66.7,97.3,51.2
Locust,52.46,-0.70,2.3,66.7,1.9,60.0,95.7,50.4
Value,52.46,0.00,2.3,66.7,1.9,60.0,95.7,50.4
Kraken,11546.21,0.10,1.9,100.0,1.2,33.3,96.9,50.2
Value,11546.21,0.00,1.9,100.0,1.2,33.3,96.9,50.2
Valkyrie,587.25,0.34,2.3,100.0,1.9,60.0,95.7,49.6
Value,587.25,0.00,2.3,100.0,1.9,60.0,95.7,49.6
Artillery,235.06,-0.46,1.9,60.0,3.5,22.2,94.6,51.9
Value,235.06,0.00,1.9,60.0,3.5,22.2,94.6,51.9
Advancedbot,37.54,-0.25,2.7,57.1,1.2,33.3,96.1,51.0
Value,37.54,0.00,2.7,57.1,1.2,33.3,96.1,51.0
Advanced Destroyer,49.70,-0.89,2.3,66.7,1.6,75.0,96.1,50.2
Value,49.70,0.00,2.3,66.7,1.6,75.0,96.1,50.2
Skill,-0.02,-0.02,52.5,53.3,47.5,48.4,0.0,0.0
