Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Butterfly,-62.52,-0.63,11.16,46.40,0.00,0.00,88.84,47.54
Dragonfly,-66.52,-0.67,10.71,45.62,0.00,0.00,89.29,47.63
Falcon,-61.26,-0.61,10.76,51.33,0.00,0.00,89.24,46.94
Airship,-65.63,-0.66,10.64,45.63,0.00,0.00,89.36,47.62
Advanced Recall,-25.52,-0.26,10.80,52.37,0.00,0.00,89.20,46.81
Mammoth,-31.55,-0.32,10.78,56.62,0.00,0.00,89.22,46.30
Stinger,-35.92,-0.36,10.94,42.35,0.00,0.00,89.06,48.03
Flak Turret,-49.25,-0.49,10.82,44.55,0.00,0.00,89.18,47.76
Bulwark,-147.36,-1.47,8.39,55.21,0.00,0.00,91.61,46.70
Katbus,-118.98,-1.19,8.55,54.85,0.00,0.00,91.45,46.72
Matter,0.06,0.03,92.66,47.31,7.32,48.73,0.01,46.15
Energy,-0.10,-0.05,92.65,47.24,7.34,49.55,0.01,77.78
Bandwidth,-7.95,-0.16,92.92,47.17,7.07,50.59,0.01,66.67
Health,0.08,0.66,92.49,47.23,7.50,49.68,0.01,45.45
Radius,-39.87,-0.32,92.53,47.26,7.46,49.33,0.01,66.67
Speed,3.53,0.40,92.58,47.27,7.40,49.14,0.01,63.64
Damage,0.41,0.66,92.62,47.32,7.37,48.56,0.02,57.14
Duration,-63.51,-0.54,92.61,47.23,7.38,49.68,0.01,75.00
Windup,0.00,0.19,0.00,0.00,0.00,0.00,100.00,47.41
Recoil,0.00,-0.21,0.00,0.00,0.00,0.00,100.00,47.41
WeaponSpeed,1.59,0.16,92.50,47.32,7.48,48.51,0.02,50.00
Range,7.56,0.45,92.56,47.23,7.42,49.65,0.02,43.75
Splash,0.00,-0.26,0.00,0.00,0.00,0.00,100.00,47.41
Kraken,-1564.52,-15.65,3.07,85.53,0.00,0.00,96.93,46.21
Predator,-64.25,-0.64,8.58,41.79,0.00,0.00,91.42,47.94
Valkyrie,-80.46,-0.80,8.58,41.21,0.00,0.00,91.42,47.99
Artillery,-74.13,-0.74,8.44,52.04,0.00,0.00,91.56,46.99
Advanced Destroyer,-58.70,-0.59,8.41,48.76,0.00,0.00,91.59,47.29
Shade,-63.17,-0.63,8.57,52.06,0.00,0.00,91.43,46.98
Ranking,0.00,0.16,0.00,0.00,100.00,47.41,0.00,0.00
Aggression,0.87,0.87,0.00,0.00,100.00,47.41,0.00,0.00
vs. Crab,30.04,0.30,13.50,49.33,0.00,0.00,86.50,47.11
vs. Hunter,-21.47,-0.21,13.14,42.59,0.00,0.00,86.86,48.14
vs. Guardian Shield,484.94,4.85,12.87,53.22,0.00,0.00,87.13,46.55
vs. Recall,33.20,0.33,13.38,50.67,0.00,0.00,86.62,46.91
vs. Recall Hunter,-10.53,-0.11,13.59,45.44,0.00,0.00,86.41,47.72
vs. Scorpion,12.39,0.12,13.25,46.44,0.00,0.00,86.75,47.56
vs. Beetle,-25.47,-0.25,13.42,41.93,0.00,0.00,86.58,48.26
vs. Blink,38.62,0.39,13.43,52.22,0.00,0.00,86.57,46.67
vs. Blink Hunter,-14.87,-0.15,13.28,47.06,0.00,0.00,86.72,47.47
vs. Gunbot,16.57,0.17,13.27,50.73,0.00,0.00,86.73,46.91
vs. Missilebot,-16.82,-0.17,13.21,42.33,0.00,0.00,86.79,48.19
vs. Wasp,8.47,0.08,13.26,50.44,0.00,0.00,86.74,46.95
vs. Hornet,-22.26,-0.22,13.20,44.41,0.00,0.00,86.80,47.87
vs. Knight,71.69,0.72,13.10,50.94,0.00,0.00,86.90,46.88
vs. Crossbow,-33.59,-0.34,13.34,43.65,0.00,0.00,86.66,47.99
vs. Ballista,191.20,1.91,5.92,55.39,0.00,0.00,94.08,46.91
vs. King Crab,134.06,1.34,5.86,52.86,0.00,0.00,94.14,47.07
vs. Crusader,111.90,1.12,5.99,48.53,0.00,0.00,94.01,47.34
vs. Bomber,42.24,0.42,6.06,49.49,0.00,0.00,93.94,47.28
vs. Shocker,185.92,1.86,6.03,53.42,0.00,0.00,93.97,47.03
vs. Recall Shocker,164.14,1.64,6.10,51.08,0.00,0.00,93.90,47.17
vs. Mortar,163.08,1.63,6.05,45.40,0.00,0.00,93.95,47.54
vs. Swift Shocker,202.79,2.03,5.84,55.88,0.00,0.00,94.16,46.89
vs. Heavy Hunter,-48.86,-0.49,5.90,41.27,0.00,0.00,94.10,47.80
vs. Destroyer,185.60,1.86,6.07,54.11,0.00,0.00,93.93,46.98
vs. Raider,184.27,1.84,5.87,61.70,0.00,0.00,94.13,46.52
vs. Turret,101.11,1.01,5.86,51.87,0.00,0.00,94.14,47.13
vs. Heavy Ballista,292.55,2.93,6.35,44.22,0.00,0.00,93.65,47.63
vs. Gargantua,-170.70,-1.71,6.29,23.85,0.00,0.00,93.71,48.99
vs. Sniper,175.53,1.76,6.52,45.59,0.00,0.00,93.48,47.54
vs. Advanced Blink,60.04,0.60,6.61,45.25,0.00,0.00,93.39,47.57
vs. Assaultbot,9.73,0.10,6.60,38.16,0.00,0.00,93.40,48.07
vs. Advancedbot,-23.55,-0.24,6.36,25.53,0.00,0.00,93.64,48.90
vs. Behemoth,21.47,0.21,6.45,38.27,0.00,0.00,93.55,48.04
vs. Advanced Mortar,-114.65,-1.15,6.37,24.70,0.00,0.00,93.63,48.96
vs. Blaster,-114.41,-1.14,6.39,26.61,0.00,0.00,93.61,48.83
vs. Butterfly,219.59,2.20,8.96,59.39,0.00,0.00,91.04,46.23
vs. Dragonfly,52.66,0.53,9.00,51.32,0.00,0.00,91.00,47.03
vs. Falcon,168.43,1.68,8.71,52.20,0.00,0.00,91.29,46.96
vs. Airship,-37.16,-0.37,9.01,44.17,0.00,0.00,90.99,47.73
vs. Advanced Recall,65.67,0.66,8.78,52.03,0.00,0.00,91.22,46.97
vs. Mammoth,86.70,0.87,8.85,47.40,0.00,0.00,91.15,47.41
vs. Stinger,200.55,2.01,8.77,61.07,0.00,0.00,91.23,46.10
vs. Flak Turret,-45.52,-0.46,8.93,50.83,0.00,0.00,91.07,47.08
vs. Bulwark,-70.64,-0.71,6.45,31.68,0.00,0.00,93.55,48.50
vs. Katbus,302.57,3.03,6.39,45.73,0.00,0.00,93.61,47.53
vs. Locust,20.30,0.20,6.60,50.34,0.00,0.00,93.40,47.21
vs. Kraken,-793.91,-7.94,3.00,8.59,0.00,0.00,97.00,48.61
vs. Predator,-100.39,-1.00,6.53,40.77,0.00,0.00,93.47,47.88
vs. Valkyrie,-56.14,-0.56,6.77,40.82,0.00,0.00,93.23,47.89
vs. Artillery,178.22,1.78,6.59,45.86,0.00,0.00,93.41,47.52
vs. Advanced Destroyer,196.06,1.96,6.50,49.92,0.00,0.00,93.50,47.24
vs. Shade,190.31,1.90,6.60,50.58,0.00,0.00,93.40,47.19
vs. Ranking,0.00,0.16,0.00,0.00,100.00,47.41,0.00,0.00
vs. Aggression,1.20,1.20,0.00,0.00,100.00,47.41,0.00,0.00
