Name,MarginalValue,NormalizedMarginalValue,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
Value,-6.47,0.00,5.8,42.5,6.2,58.1,87.9,50.6
Mortar,322.77,-0.26,6.2,58.3,5.9,46.3,87.9,50.4
Value,322.77,0.00,6.2,58.3,5.9,46.3,87.9,50.4
Swift Shocker,100.92,-0.77,6.4,50.3,5.9,52.4,87.8,50.5
Value,100.92,0.00,6.4,50.3,5.9,52.4,87.8,50.5
Heavy Hunter,80.80,-0.82,4.1,46.0,4.5,57.4,91.4,50.5
Value,80.80,0.00,4.1,46.0,4.5,57.4,91.4,50.5
Destroyer,276.99,-0.37,5.7,50.0,6.6,44.5,87.7,51.1
Value,276.99,0.00,5.7,50.0,6.6,44.5,87.7,51.1
Raider,-125.50,-1.29,6.6,41.0,6.1,58.9,87.3,50.8
Value,-125.50,0.00,6.6,41.0,6.1,58.9,87.3,50.8
Turret,69.38,-0.69,6.1,52.2,6.5,50.8,87.5,50.5
Value,69.38,0.00,6.1,52.2,6.5,50.8,87.5,50.5
Heavy Ballista,453.98,-0.48,7.4,46.6,7.6,49.7,85.0,51.1
Value,453.98,0.00,7.4,46.6,7.6,49.7,85.0,51.1
Predator,0.57,-1.00,7.4,41.7,7.8,64.3,84.8,50.2
Value,0.57,0.00,7.4,41.7,7.8,64.3,84.8,50.2
Sniper,411.65,-0.06,7.9,53.3,7.8,47.5,84.3,50.7
Value,411.65,0.00,7.9,53.3,7.8,47.5,84.3,50.7
Advanced Blink,215.88,0.23,8.6,61.1,7.8,37.7,83.6,50.8
Value,215.88,0.00,8.6,61.1,7.8,37.7,83.6,50.8
Assaultbot,71.31,0.43,7.8,62.4,7.5,34.6,84.8,51.0
Value,71.31,0.00,7.8,62.4,7.5,34.6,84.8,51.0
Behemoth,297.75,0.19,49.7,56.2,50.3,45.1,0.0,0.0
Value,297.75,0.00,49.7,56.2,50.3,45.1,0.0,0.0
Gargantua,1102.17,0.26,7.5,61.9,8.0,35.3,84.6,51.1
Value,1102.17,0.00,7.5,61.9,8.0,35.3,84.6,51.1
Butterfly,125.02,-0.71,4.1,43.4,4.0,46.7,91.8,51.1
Value,125.02,0.00,4.1,43.4,4.0,46.7,91.8,51.1
Dragonfly,224.01,-0.49,4.4,52.8,3.8,45.7,91.8,50.7
Value,224.01,0.00,4.4,52.8,3.8,45.7,91.8,50.7
Falcon,436.46,-0.00,4.3,60.3,4.7,36.9,91.0,50.9
Value,436.46,0.00,4.3,60.3,4.7,36.9,91.0,50.9
Airship,322.85,-0.26,4.4,58.3,3.9,43.9,91.7,50.6
Value,322.85,0.00,4.4,58.3,3.9,43.9,91.7,50.6
Advanced Recall,128.92,-0.26,4.0,48.9,4.1,46.0,91.9,50.9
Value,128.92,0.00,4.0,48.9,4.1,46.0,91.9,50.9
Mammoth,379.61,-0.13,4.3,54.0,3.7,41.1,92.0,50.9
Value,379.61,0.00,4.3,54.0,3.7,41.1,92.0,50.9
Stinger,51.10,-0.88,3.7,42.0,4.5,52.9,91.8,50.9
Value,51.10,0.00,3.7,42.0,4.5,52.9,91.8,50.9
Flak Turret,-94.90,-1.21,4.3,40.1,4.3,57.9,91.4,50.8
Value,-94.90,0.00,4.3,40.1,4.3,57.9,91.4,50.8
Bulwark,869.08,-0.01,3.5,54.4,3.9,41.9,92.6,50.9
Value,869.08,0.00,3.5,54.4,3.9,41.9,92.6,50.9
Katbus,1158.90,0.32,3.6,63.0,3.4,40.9,93.0,50.5
Value,1158.90,0.00,3.6,63.0,3.4,40.9,93.0,50.5
Locust,105.00,-0.40,3.6,50.6,3.7,50.6,92.7,50.6
Value,105.00,0.00,3.6,50.6,3.7,50.6,92.7,50.6
Kraken,11484.81,0.09,4.0,73.4,3.7,28.7,92.3,50.5
Value,11484.81,0.00,4.0,73.4,3.7,28.7,92.3,50.5
Valkyrie,244.99,-0.44,3.4,50.6,3.4,49.7,93.1,50.7
Value,244.99,0.00,3.4,50.6,3.4,49.7,93.1,50.7
Artillery,120.96,-0.72,3.6,39.2,3.9,46.6,92.5,51.3
Value,120.96,0.00,3.6,39.2,3.9,46.6,92.5,51.3
Advancedbot,61.75,0.23,3.5,58.4,3.8,45.3,92.7,50.6
Value,61.75,0.00,3.5,58.4,3.8,45.3,92.7,50.6
Advanced Destroyer,537.62,0.23,3.4,61.1,3.6,36.7,92.9,50.8
Value,537.62,0.00,3.4,61.1,3.6,36.7,92.9,50.8
Skill,0.01,0.01,50.2,51.0,49.8,50.3,0.0,0.0
