Name,Weight,NormalizedWeight,AdvantagedIterations,AdvantagedWins,DisadvantagedIterations,DisadvantagedWins,NeutralIterations,NeutralWins
vs. Advanced Recall,-53.87,-0.54,8.92,47.53,0.00,0.00,91.08,53.29
vs. Mammoth,146.39,1.46,8.89,57.90,0.00,0.00,91.11,52.28
vs. Stinger,-64.53,-0.65,8.67,61.22,0.00,0.00,91.33,51.98
vs. Flak Turret,167.29,1.67,8.79,66.49,0.00,0.00,91.21,51.46
vs. Bulwark,141.72,1.42,6.52,48.80,0.00,0.00,93.48,53.06
vs. Katbus,91.48,0.91,6.44,48.21,0.00,0.00,93.56,53.09
vs. Locust,-31.17,-0.31,6.64,53.78,0.00,0.00,93.36,52.71
vs. Kraken,-342.38,-3.42,2.98,29.04,0.00,0.00,97.02,53.51
vs. Predator,22.73,0.23,6.71,63.36,0.00,0.00,93.29,52.02
vs. Valkyrie,14.02,0.14,6.44,59.15,0.00,0.00,93.56,52.34
vs. Artillery,-91.33,-0.91,6.45,46.93,0.00,0.00,93.55,53.18
vs. Advanced Destroyer,-200.27,-2.00,6.43,39.62,0.00,0.00,93.57,53.68
vs. Shade,-72.72,-0.73,6.54,51.76,0.00,0.00,93.46,52.85
vs. Ranking,-0.00,-0.10,0.00,0.00,100.00,52.78,0.00,0.00
vs. Aggression,0.28,0.28,0.00,0.00,100.00,52.78,0.00,0.00
